county,oct_rate,state,year
Merced County,13.5,California,2012
Modoc County,11.8,California,2012
Mono County,10.8,California,2012
Monterey County,8.9,California,2012
Napa County,7.2,California,2012
Nevada County,9,California,2012
Orange County,7.5,California,2012
Placer County,8.8,California,2012
Plumas County,12.7,California,2012
Riverside County,11.2,California,2012
Sacramento County,9.9,California,2012
San Benito County,11.2,California,2012
San Bernardino County,10.9,California,2012
San Diego County,8.7,California,2012
San Francisco County,6.2,California,2012
San Joaquin County,12.8,California,2012
San Luis Obispo County,7.6,California,2012
San Mateo County,6,California,2012
Santa Barbara County,7.7,California,2012
Santa Clara County,7.3,California,2012
Santa Cruz County,9.6,California,2012
Shasta County,12.7,California,2012
Sierra County,11.7,California,2012
Siskiyou County,12.8,California,2012
Solano County,9.8,California,2012
Sonoma County,8,California,2012
Stanislaus County,13.3,California,2012
Sutter County,14.4,California,2012
Tehama County,11.6,California,2012
Trinity County,11.8,California,2012
Tulare County,14.9,California,2012
Tuolumne County,11.8,California,2012
Ventura County,8.7,California,2012
Yolo County,9.6,California,2012
Yuba County,13.6,California,2012
Adams County,8.7,Colorado,2012
Alamosa County,9.4,Colorado,2012
Arapahoe County,7.1,Colorado,2012
Archuleta County,8.9,Colorado,2012
Baca County,4.3,Colorado,2012
Bent County,7.8,Colorado,2012
Boulder County,5.8,Colorado,2012
Broomfield County,6.2,Colorado,2012
Chaffee County,6.1,Colorado,2012
Cheyenne County,4.3,Colorado,2012
Clear Creek County,6.4,Colorado,2012
Conejos County,9.1,Colorado,2012
Costilla County,9.7,Colorado,2012
Crowley County,7.9,Colorado,2012
Custer County,5.8,Colorado,2012
Delta County,8.9,Colorado,2012
Denver County,7.1,Colorado,2012
Dolores County,8.8,Colorado,2012
Douglas County,5.6,Colorado,2012
Eagle County,7,Colorado,2012
El Paso County,8.2,Colorado,2012
Elbert County,6.6,Colorado,2012
Fremont County,10.8,Colorado,2012
Garfield County,7.9,Colorado,2012
Gilpin County,6.3,Colorado,2012
Grand County,7.1,Colorado,2012
Gunnison County,5.6,Colorado,2012
Hinsdale County,5.1,Colorado,2012
Huerfano County,12.9,Colorado,2012
Jackson County,4.4,Colorado,2012
Jefferson County,6.7,Colorado,2012
Kiowa County,4.6,Colorado,2012
Kit Carson County,4.1,Colorado,2012
La Plata County,5.7,Colorado,2012
Lake County,7.9,Colorado,2012
Larimer County,6.1,Colorado,2012
Las Animas County,12,Colorado,2012
Lincoln County,6,Colorado,2012
Logan County,5.3,Colorado,2012
Mesa County,8.9,Colorado,2012
Mineral County,5.1,Colorado,2012
Moffat County,7,Colorado,2012
Montezuma County,7.4,Colorado,2012
Montrose County,9.1,Colorado,2012
Morgan County,6.3,Colorado,2012
Otero County,9.7,Colorado,2012
Ouray County,8.1,Colorado,2012
Park County,6.1,Colorado,2012
Phillips County,4.7,Colorado,2012
Pitkin County,8,Colorado,2012
Prowers County,6.6,Colorado,2012
Pueblo County,10.1,Colorado,2012
Rio Blanco County,7.6,Colorado,2012
Rio Grande County,10.4,Colorado,2012
Routt County,7,Colorado,2012
Saguache County,9.8,Colorado,2012
San Juan County,7.6,Colorado,2012
San Miguel County,7.6,Colorado,2012
Sedgwick County,6.3,Colorado,2012
Summit County,6.5,Colorado,2012
Teller County,7.5,Colorado,2012
Washington County,4.9,Colorado,2012
Weld County,7,Colorado,2012
Yuma County,4.8,Colorado,2012
Fairfield County,7.6,Connecticut,2012
Hartford County,8.3,Connecticut,2012
Litchfield County,7,Connecticut,2012
Middlesex County,6.7,Connecticut,2012
New Haven County,8.8,Connecticut,2012
New London County,8.4,Connecticut,2012
Tolland County,6.6,Connecticut,2012
Windham County,8.8,Connecticut,2012
Kent County,7.8,Delaware,2012
New Castle County,6.9,Delaware,2012
Sussex County,7.1,Delaware,2012
Alachua County,6.1,Florida,2012
Baker County,7.8,Florida,2012
Bay County,8.3,Florida,2012
Bradford County,7.1,Florida,2012
Brevard County,8.9,Florida,2012
Broward County,7.6,Florida,2012
Calhoun County,8.6,Florida,2012
Charlotte County,9.2,Florida,2012
Citrus County,10.1,Florida,2012
Clay County,7.1,Florida,2012
Collier County,8.5,Florida,2012
Columbia County,8.4,Florida,2012
Desoto County,10.8,Florida,2012
Dixie County,9.3,Florida,2012
Duval County,8.2,Florida,2012
Escambia County,7.9,Florida,2012
Flagler County,9.4,Florida,2012
Franklin County,6.1,Florida,2012
Gadsden County,9.7,Florida,2012
Gilchrist County,8.4,Florida,2012
Glades County,7.4,Florida,2012
Gulf County,7.8,Florida,2012
Hamilton County,7.2,Florida,2012
Hardee County,10.6,Florida,2012
Hendry County,13.2,Florida,2012
Hernando County,9.9,Florida,2012
Highlands County,10.5,Florida,2012
Hillsborough County,7.4,Florida,2012
Holmes County,8.5,Florida,2012
Indian River County,10.8,Florida,2012
Jackson County,8.1,Florida,2012
Jefferson County,8.8,Florida,2012
Lafayette County,5.3,Florida,2012
Lake County,8.3,Florida,2012
Lee County,8.4,Florida,2012
Leon County,6.4,Florida,2012
Levy County,8.7,Florida,2012
Liberty County,7.3,Florida,2012
Madison County,8.4,Florida,2012
Manatee County,7.8,Florida,2012
Marion County,9.5,Florida,2012
Martin County,8.1,Florida,2012
Miami-Dade County,8.1,Florida,2012
Monroe County,5.5,Florida,2012
Nassau County,7.6,Florida,2012
Okaloosa County,6.3,Florida,2012
Okeechobee County,10.2,Florida,2012
Orange County,7.7,Florida,2012
Osceola County,8.9,Florida,2012
Palm Beach County,8.1,Florida,2012
Pasco County,8.5,Florida,2012
Pinellas County,7.5,Florida,2012
Polk County,9.3,Florida,2012
Putnam County,11.6,Florida,2012
Saint Johns County,6.1,Florida,2012
Saint Lucie County,10.7,Florida,2012
Santa Rosa County,6.9,Florida,2012
Sarasota County,8.1,Florida,2012
Seminole County,7.5,Florida,2012
Sumter County,9.9,Florida,2012
Suwannee County,7.5,Florida,2012
Taylor County,8.9,Florida,2012
Union County,6.7,Florida,2012
Volusia County,9,Florida,2012
Wakulla County,6.5,Florida,2012
Walton County,6.9,Florida,2012
Washington County,8.2,Florida,2012
Appling County,10.6,Georgia,2012
Atkinson County,11.2,Georgia,2012
Bacon County,8.9,Georgia,2012
Baker County,10.7,Georgia,2012
Baldwin County,11.3,Georgia,2012
Banks County,7.8,Georgia,2012
Barrow County,8.1,Georgia,2012
Bartow County,9.4,Georgia,2012
Ben Hill County,13.5,Georgia,2012
Berrien County,9.7,Georgia,2012
Bibb County,10.2,Georgia,2012
Bleckley County,13.3,Georgia,2012
Brantley County,11.6,Georgia,2012
Brooks County,8.8,Georgia,2012
Bryan County,7.8,Georgia,2012
Bulloch County,9.1,Georgia,2012
Burke County,11.6,Georgia,2012
Butts County,9.9,Georgia,2012
Calhoun County,7.3,Georgia,2012
Camden County,8.2,Georgia,2012
Candler County,8.3,Georgia,2012
Carroll County,9.8,Georgia,2012
Catoosa County,7.1,Georgia,2012
Charlton County,8.9,Georgia,2012
Chatham County,8.7,Georgia,2012
Chattahoochee County,11.3,Georgia,2012
Chattooga County,9.8,Georgia,2012
Cherokee County,6.6,Georgia,2012
Clarke County,8.2,Georgia,2012
Clay County,11.8,Georgia,2012
Clayton County,11.6,Georgia,2012
Clinch County,10.1,Georgia,2012
Cobb County,7.3,Georgia,2012
Coffee County,11.1,Georgia,2012
Colquitt County,8.9,Georgia,2012
Columbia County,6.7,Georgia,2012
Cook County,9,Georgia,2012
Coweta County,7.4,Georgia,2012
Crawford County,9.4,Georgia,2012
Crisp County,13,Georgia,2012
Dade County,7.3,Georgia,2012
Dawson County,8.1,Georgia,2012
Decatur County,9.5,Georgia,2012
Dekalb County,9.1,Georgia,2012
Dodge County,11.7,Georgia,2012
Dooly County,11.1,Georgia,2012
Dougherty County,10.9,Georgia,2012
Douglas County,9.2,Georgia,2012
Early County,9.7,Georgia,2012
Echols County,7.2,Georgia,2012
Effingham County,7.9,Georgia,2012
Elbert County,11.7,Georgia,2012
Emanuel County,12.9,Georgia,2012
Evans County,8,Georgia,2012
Fannin County,9.4,Georgia,2012
Fayette County,7.1,Georgia,2012
Floyd County,10.3,Georgia,2012
Forsyth County,6.2,Georgia,2012
Franklin County,11.2,Georgia,2012
Fulton County,8.7,Georgia,2012
Gilmer County,10.1,Georgia,2012
Glascock County,9.7,Georgia,2012
Glynn County,9,Georgia,2012
Gordon County,9.1,Georgia,2012
Grady County,8.4,Georgia,2012
Greene County,11.1,Georgia,2012
Gwinnett County,7.4,Georgia,2012
Habersham County,9.4,Georgia,2012
Hall County,7.3,Georgia,2012
Hancock County,20.4,Georgia,2012
Haralson County,9.9,Georgia,2012
Harris County,6.7,Georgia,2012
Hart County,10,Georgia,2012
Heard County,9.7,Georgia,2012
Henry County,9,Georgia,2012
Houston County,7.8,Georgia,2012
Irwin County,11.3,Georgia,2012
Jackson County,7.6,Georgia,2012
Jasper County,9.2,Georgia,2012
Jeff Davis County,10.9,Georgia,2012
Jefferson County,13.9,Georgia,2012
Jenkins County,13,Georgia,2012
Johnson County,10,Georgia,2012
Jones County,8,Georgia,2012
Lamar County,11.6,Georgia,2012
Lanier County,9.2,Georgia,2012
Laurens County,11.6,Georgia,2012
Lee County,7.2,Georgia,2012
Liberty County,8.5,Georgia,2012
Lincoln County,10.5,Georgia,2012
Long County,8.2,Georgia,2012
Lowndes County,8.8,Georgia,2012
Lumpkin County,7.6,Georgia,2012
Macon County,14.1,Georgia,2012
Madison County,8.3,Georgia,2012
Marion County,9.9,Georgia,2012
McDuffie County,12.3,Georgia,2012
McIntosh County,9.2,Georgia,2012
Meriwether County,11.3,Georgia,2012
Miller County,7.9,Georgia,2012
Mitchell County,8.6,Georgia,2012
Monroe County,8.3,Georgia,2012
Montgomery County,10.9,Georgia,2012
Morgan County,8.8,Georgia,2012
Murray County,12.3,Georgia,2012
Muscogee County,9.4,Georgia,2012
Newton County,10.5,Georgia,2012
Oconee County,5.9,Georgia,2012
Oglethorpe County,8,Georgia,2012
Paulding County,7.9,Georgia,2012
Peach County,10.7,Georgia,2012
Pickens County,8.4,Georgia,2012
Pierce County,9,Georgia,2012
Pike County,9.1,Georgia,2012
Polk County,9.7,Georgia,2012
Pulaski County,9.2,Georgia,2012
Putnam County,11.4,Georgia,2012
Quitman County,8.9,Georgia,2012
Rabun County,10.9,Georgia,2012
Randolph County,11.4,Georgia,2012
Richmond County,10.3,Georgia,2012
Rockdale County,9.8,Georgia,2012
Schley County,10.3,Georgia,2012
Screven County,13.3,Georgia,2012
Seminole County,10.2,Georgia,2012
Spalding County,12.1,Georgia,2012
Stephens County,10.2,Georgia,2012
Stewart County,8.8,Georgia,2012
Sumter County,11.6,Georgia,2012
Talbot County,9.3,Georgia,2012
Taliaferro County,13.2,Georgia,2012
Tattnall County,7.9,Georgia,2012
Taylor County,13,Georgia,2012
Telfair County,11.9,Georgia,2012
Terrell County,10,Georgia,2012
Thomas County,9.4,Georgia,2012
Tift County,9.5,Georgia,2012
Toombs County,11,Georgia,2012
Towns County,9.5,Georgia,2012
Treutlen County,12.8,Georgia,2012
Troup County,9.1,Georgia,2012
Turner County,11.3,Georgia,2012
Twiggs County,14.9,Georgia,2012
Union County,8,Georgia,2012
Upson County,10.3,Georgia,2012
Walker County,8.3,Georgia,2012
Walton County,8.5,Georgia,2012
Ware County,9.8,Georgia,2012
Warren County,15.4,Georgia,2012
Washington County,10.5,Georgia,2012
Wayne County,10.2,Georgia,2012
Webster County,10.4,Georgia,2012
Wheeler County,12.8,Georgia,2012
White County,8,Georgia,2012
Whitfield County,10.3,Georgia,2012
Wilcox County,11.6,Georgia,2012
Wilkes County,12.1,Georgia,2012
Wilkinson County,11,Georgia,2012
Worth County,9.8,Georgia,2012
Hawaii County,7.4,Hawaii,2012
Honolulu County,5,Hawaii,2012
Kauai County,6.5,Hawaii,2012
Maui County,5.8,Hawaii,2012
Ada County,5.6,Idaho,2012
Adams County,11.7,Idaho,2012
Bannock County,5.9,Idaho,2012
Bear Lake County,5,Idaho,2012
Benewah County,9.9,Idaho,2012
Bingham County,5.1,Idaho,2012
Blaine County,6.1,Idaho,2012
Boise County,8,Idaho,2012
Bonner County,9.1,Idaho,2012
Bonneville County,5.5,Idaho,2012
Boundary County,7.8,Idaho,2012
Butte County,6.3,Idaho,2012
Camas County,7.6,Idaho,2012
Canyon County,8.1,Idaho,2012
Caribou County,5,Idaho,2012
Cassia County,4.7,Idaho,2012
Clark County,5.5,Idaho,2012
Clearwater County,10,Idaho,2012
Custer County,7.5,Idaho,2012
Elmore County,6.6,Idaho,2012
Franklin County,3.8,Idaho,2012
Fremont County,4.3,Idaho,2012
Gem County,8.2,Idaho,2012
Gooding County,4.8,Idaho,2012
Idaho County,8.9,Idaho,2012
Jefferson County,5.1,Idaho,2012
Jerome County,5.2,Idaho,2012
Kootenai County,7.5,Idaho,2012
Latah County,4.9,Idaho,2012
Lemhi County,8.2,Idaho,2012
Lewis County,5,Idaho,2012
Lincoln County,7.5,Idaho,2012
Madison County,3.8,Idaho,2012
Minidoka County,4.7,Idaho,2012
Nez Perce County,5.2,Idaho,2012
Oneida County,4.1,Idaho,2012
Owyhee County,3.5,Idaho,2012
Payette County,6.5,Idaho,2012
Power County,5,Idaho,2012
Shoshone County,11.5,Idaho,2012
Teton County,5,Idaho,2012
Twin Falls County,5.8,Idaho,2012
Valley County,9.4,Idaho,2012
Washington County,7.2,Idaho,2012
Adams County,6.3,Illinois,2012
Alexander County,11.5,Illinois,2012
Bond County,8.3,Illinois,2012
Boone County,9.5,Illinois,2012
Brown County,5.8,Illinois,2012
Bureau County,8.3,Illinois,2012
Calhoun County,8.9,Illinois,2012
Carroll County,7.2,Illinois,2012
Cass County,8,Illinois,2012
Champaign County,7.1,Illinois,2012
Christian County,9.3,Illinois,2012
Clark County,8.6,Illinois,2012
Clay County,9.3,Illinois,2012
Clinton County,6.2,Illinois,2012
Coles County,8.4,Illinois,2012
Cook County,9.3,Illinois,2012
Crawford County,7.4,Illinois,2012
Cumberland County,7.4,Illinois,2012
De Witt County,7.6,Illinois,2012
Dekalb County,7.9,Illinois,2012
Douglas County,6.7,Illinois,2012
Du Page County,7.2,Illinois,2012
Edgar County,8.8,Illinois,2012
Edwards County,7.2,Illinois,2012
Effingham County,6.3,Illinois,2012
Fayette County,8.5,Illinois,2012
Ford County,6.9,Illinois,2012
Franklin County,10.4,Illinois,2012
Fulton County,9.3,Illinois,2012
Gallatin County,8,Illinois,2012
Greene County,7.8,Illinois,2012
Grundy County,10.2,Illinois,2012
Hamilton County,7,Illinois,2012
Hancock County,7.5,Illinois,2012
Hardin County,10.3,Illinois,2012
Henderson County,7.4,Illinois,2012
Henry County,7.1,Illinois,2012
Iroquois County,7.6,Illinois,2012
Jackson County,7.7,Illinois,2012
Jasper County,8.1,Illinois,2012
Jefferson County,8.8,Illinois,2012
Jersey County,8.2,Illinois,2012
Jo Daviess County,7,Illinois,2012
Johnson County,11.3,Illinois,2012
Kane County,8.2,Illinois,2012
Kankakee County,9.7,Illinois,2012
Kendall County,7.8,Illinois,2012
Knox County,8.2,Illinois,2012
La Salle County,9.3,Illinois,2012
Lake County,7.4,Illinois,2012
Lawrence County,9.5,Illinois,2012
Lee County,7.5,Illinois,2012
Livingston County,7,Illinois,2012
Logan County,7.2,Illinois,2012
Macon County,9.6,Illinois,2012
Macoupin County,8.8,Illinois,2012
Madison County,8.3,Illinois,2012
Marion County,9.8,Illinois,2012
Marshall County,7.8,Illinois,2012
Mason County,9.5,Illinois,2012
Massac County,9.9,Illinois,2012
McDonough County,7.2,Illinois,2012
McHenry County,8.3,Illinois,2012
McLean County,6.2,Illinois,2012
Menard County,6.6,Illinois,2012
Mercer County,6.8,Illinois,2012
Monroe County,6.3,Illinois,2012
Montgomery County,11,Illinois,2012
Morgan County,7.4,Illinois,2012
Moultrie County,6.9,Illinois,2012
Ogle County,9.2,Illinois,2012
Peoria County,8.4,Illinois,2012
Perry County,10.2,Illinois,2012
Piatt County,6.2,Illinois,2012
Pike County,7,Illinois,2012
Pope County,8.3,Illinois,2012
Pulaski County,11.2,Illinois,2012
Putnam County,9,Illinois,2012
Randolph County,7.6,Illinois,2012
Richland County,7.8,Illinois,2012
Rock Island County,8,Illinois,2012
Saint Clair County,9.2,Illinois,2012
Saline County,8.8,Illinois,2012
Sangamon County,7,Illinois,2012
Schuyler County,7.1,Illinois,2012
Scott County,8.1,Illinois,2012
Shelby County,8.1,Illinois,2012
Stark County,7.2,Illinois,2012
Stephenson County,8.6,Illinois,2012
Tazewell County,7.3,Illinois,2012
Union County,9.8,Illinois,2012
Vermilion County,9,Illinois,2012
Wabash County,7.4,Illinois,2012
Warren County,6.9,Illinois,2012
Washington County,5.8,Illinois,2012
Wayne County,7,Illinois,2012
White County,7.2,Illinois,2012
Whiteside County,8,Illinois,2012
Will County,9.2,Illinois,2012
Williamson County,8.3,Illinois,2012
Winnebago County,10.1,Illinois,2012
Woodford County,6.1,Illinois,2012
Adams County,6.4,Indiana,2012
Allen County,7.7,Indiana,2012
Bartholomew County,5.9,Indiana,2012
Benton County,6.9,Indiana,2012
Blackford County,10,Indiana,2012
Boone County,5.7,Indiana,2012
Brown County,7.2,Indiana,2012
Carroll County,6.8,Indiana,2012
Cass County,8.3,Indiana,2012
Clark County,7.2,Indiana,2012
Clay County,9.1,Indiana,2012
Clinton County,7.5,Indiana,2012
Crawford County,9.6,Indiana,2012
Daviess County,5.6,Indiana,2012
DeKalb County,7.8,Indiana,2012
Dearborn County,8.5,Indiana,2012
Decatur County,7.3,Indiana,2012
Delaware County,8.5,Indiana,2012
Dubois County,5.3,Indiana,2012
Elkhart County,8.3,Indiana,2012
Fayette County,10.4,Indiana,2012
Floyd County,6.6,Indiana,2012
Fountain County,7.9,Indiana,2012
Franklin County,9,Indiana,2012
Fulton County,8.1,Indiana,2012
Gibson County,6.2,Indiana,2012
Grant County,9.2,Indiana,2012
Greene County,9.7,Indiana,2012
Hamilton County,5,Indiana,2012
Hancock County,6.9,Indiana,2012
Harrison County,7,Indiana,2012
Hendricks County,6,Indiana,2012
Henry County,9.4,Indiana,2012
Howard County,8.7,Indiana,2012
Huntington County,8.4,Indiana,2012
Jackson County,7.1,Indiana,2012
Jasper County,7.4,Indiana,2012
Jay County,7.5,Indiana,2012
Jefferson County,7.9,Indiana,2012
Jennings County,9.5,Indiana,2012
Johnson County,6.5,Indiana,2012
Knox County,6.7,Indiana,2012
Kosciusko County,7.1,Indiana,2012
LaGrange County,6.4,Indiana,2012
LaPorte County,9.2,Indiana,2012
Lake County,8.8,Indiana,2012
Lawrence County,10.1,Indiana,2012
Madison County,9.4,Indiana,2012
Marion County,8.9,Indiana,2012
Marshall County,7.6,Indiana,2012
Martin County,6.4,Indiana,2012
Miami County,9.4,Indiana,2012
Monroe County,6.4,Indiana,2012
Montgomery County,8,Indiana,2012
Morgan County,7.8,Indiana,2012
Newton County,9.1,Indiana,2012
Noble County,8.2,Indiana,2012
Ohio County,8.1,Indiana,2012
Orange County,10.1,Indiana,2012
Owen County,9.7,Indiana,2012
Parke County,9.7,Indiana,2012
Perry County,7.7,Indiana,2012
Pike County,7,Indiana,2012
Porter County,7.1,Indiana,2012
Posey County,6.1,Indiana,2012
Pulaski County,7.2,Indiana,2012
Putnam County,8.9,Indiana,2012
Randolph County,8.6,Indiana,2012
Ripley County,8.4,Indiana,2012
Rush County,8.6,Indiana,2012
Saint Joseph County,9.1,Indiana,2012
Scott County,9.4,Indiana,2012
Shelby County,7.6,Indiana,2012
Spencer County,6.8,Indiana,2012
Starke County,9.6,Indiana,2012
Steuben County,6.6,Indiana,2012
Sullivan County,8.9,Indiana,2012
Switzerland County,7.5,Indiana,2012
Tippecanoe County,6.5,Indiana,2012
Tipton County,6.9,Indiana,2012
Union County,7.2,Indiana,2012
Vanderburgh County,7.2,Indiana,2012
Vermillion County,10.3,Indiana,2012
Vigo County,9.3,Indiana,2012
Wabash County,7.9,Indiana,2012
Warren County,7.4,Indiana,2012
Warrick County,6.2,Indiana,2012
Washington County,8.8,Indiana,2012
Wayne County,9.3,Indiana,2012
Wells County,6.5,Indiana,2012
White County,7.5,Indiana,2012
Whitley County,7.3,Indiana,2012
Adair County,3.6,Iowa,2012
Adams County,3.2,Iowa,2012
Allamakee County,5,Iowa,2012
Appanoose County,6.1,Iowa,2012
Audubon County,3.8,Iowa,2012
Benton County,4.7,Iowa,2012
Black Hawk County,5,Iowa,2012
Boone County,3.8,Iowa,2012
Bremer County,3.4,Iowa,2012
Buchanan County,4.1,Iowa,2012
Buena Vista County,3.7,Iowa,2012
Butler County,3.8,Iowa,2012
Calhoun County,5.2,Iowa,2012
Carroll County,3.4,Iowa,2012
Cass County,4.3,Iowa,2012
Cedar County,4,Iowa,2012
Cerro Gordo County,4.9,Iowa,2012
Cherokee County,3.7,Iowa,2012
Chickasaw County,4.3,Iowa,2012
Clarke County,5.3,Iowa,2012
Clay County,4.4,Iowa,2012
Clayton County,4.6,Iowa,2012
Clinton County,5.6,Iowa,2012
Crawford County,3.9,Iowa,2012
Dallas County,3.6,Iowa,2012
Davis County,5.1,Iowa,2012
Decatur County,4,Iowa,2012
Delaware County,3.7,Iowa,2012
Des Moines County,5.7,Iowa,2012
Dickinson County,4.7,Iowa,2012
Dubuque County,3.8,Iowa,2012
Emmet County,3.9,Iowa,2012
Fayette County,4.5,Iowa,2012
