state,county,2003 Continuum,2003 Influence,Less high 1990,High diploma 1990,Some college 1990,Bachelors or higher 1990,Per less high 1990,Per high diploma 1990,Per some college 1990,Per bachelors or higher 1990,Less high 2000,High diploma 2000,Some college 2000,Bachelors or higher 2000,Per less high 2000,Per high diploma 2000,Per some college 2000,Per bachelors or higher 2000,2013 Continuum,2013 Urban Influence Code,Less high 2011,High diploma 2011,Some college 2011,Bachelors or higher 2011,Per less high 2011,Per high diploma 2011,Per some college 2011,Per bachelors or higher 2011
Alabama,Autauga County,2,2,6252,6671,4912,3026,30.0,32.0,23.5,14.5,5872,9332,7413,4972,21.3,33.8,26.9,18.0,2,2,4656,12182,11044,8437,12.8,33.5,30.4,23.2
Alabama,Baldwin County,4,5,17309,20544,15900,10870,26.8,31.8,24.6,16.8,17258,28428,28178,22146,18.0,29.6,29.3,23.1,3,2,14360,39431,43500,39710,10.5,28.8,31.8,29.0
Alabama,Barbour County,6,6,6965,4258,2622,1857,44.4,27.1,16.7,11.8,6679,6124,4025,2068,35.3,32.4,21.3,10.9,6,6,5021,6490,4943,2354,26.7,34.5,26.3,12.5
Alabama,Bibb County,1,1,4850,3407,1332,476,48.2,33.8,13.2,4.7,4984,4838,2756,962,36.8,35.7,20.4,7.1,1,1,3024,6574,4367,1664,19.3,42.1,27.9,10.6
Alabama,Blount County,1,1,9960,8763,4745,1773,39.5,34.7,18.8,7.0,9960,12136,8371,3235,29.6,36.0,24.8,9.6,1,1,8472,13179,12677,5080,21.5,33.4,32.2,12.9
Alabama,Bullock County,6,6,3428,1669,954,676,51.0,24.8,14.2,10.0,2992,2667,1325,586,39.5,35.2,17.5,7.7,6,6,2614,2478,1315,1031,35.1,33.3,17.7,13.9
Alabama,Butler County,6,6,6374,3927,2106,1083,47.2,29.1,15.6,8.0,4439,4749,3146,1433,32.2,34.5,22.9,10.4,6,6,3102,5274,3588,2032,22.2,37.7,25.6,14.5
Alabama,Calhoun County,3,2,23633,21711,16835,10266,32.6,30.0,23.2,14.2,19318,23856,19576,11265,26.1,32.2,26.4,15.2,3,2,15021,25062,24799,13818,19.1,31.8,31.5,17.6
Alabama,Chambers County,6,5,10833,6749,3998,2101,45.7,28.5,16.9,8.9,8778,7863,5517,2339,35.8,32.1,22.5,9.5,6,5,5019,9140,6896,2759,21.1,38.4,29.0,11.6
Alabama,Cherokee County,8,6,6030,4092,1966,866,46.5,31.6,15.2,6.7,6138,5865,3186,1636,36.5,34.9,18.9,9.7,6,6,3840,6828,5488,2578,20.5,36.4,29.3,13.8
Alabama,Chilton County,1,1,9023,6770,3438,1550,43.4,32.6,16.5,7.5,8757,9264,5307,2574,33.8,35.8,20.5,9.9,1,1,6364,11562,7395,4151,21.6,39.2,25.1,14.1
Alabama,Choctaw County,9,10,4482,3070,1418,836,45.7,31.3,14.5,8.5,3704,3670,2182,1013,35.0,34.7,20.6,9.6,9,10,2250,3512,2646,1126,23.6,36.8,27.8,11.8
Alabama,Clarke County,7,11,6471,5445,2614,1755,39.7,33.4,16.1,10.8,5165,6667,3733,2137,29.2,37.7,21.1,12.1,7,11,3339,7515,4057,2217,19.5,43.9,23.7,12.9
Alabama,Clay County,9,10,3999,2692,1340,628,46.2,31.1,15.5,7.3,3322,3690,1992,763,34.0,37.8,20.4,7.8,9,10,2377,3460,2784,914,24.9,36.3,29.2,9.6
Alabama,Cleburne County,8,4,4068,2394,1110,529,50.2,29.6,13.7,6.5,3536,3417,1701,879,37.1,35.8,17.8,9.2,8,4,2590,3988,2585,1257,24.9,38.3,24.8,12.1
Alabama,Coffee County,6,5,8522,6824,6354,4274,32.8,26.3,24.5,16.5,7755,7571,7985,5574,26.8,26.2,27.6,19.3,4,5,5291,10151,10799,8223,15.4,29.5,31.3,23.9
Alabama,Colbert County,3,2,11952,11110,7293,3956,34.8,32.4,21.3,11.5,9972,12665,9474,5273,26.7,33.9,25.3,14.1,3,2,6136,13131,11678,7063,16.1,34.5,30.7,18.6
Alabama,Conecuh County,9,11,4242,2927,1219,574,47.3,32.7,13.6,6.4,2984,3518,1877,851,32.3,38.1,20.3,9.2,7,11,1951,3962,2260,732,21.9,44.5,25.4,8.2
Alabama,Coosa County,8,7,3315,2403,1010,456,46.1,33.4,14.1,6.3,2831,3164,1597,663,34.3,38.3,19.3,8.0,8,3,2080,3017,2246,679,25.9,37.6,28.0,8.5
Alabama,Covington County,7,9,10288,6962,4642,2198,42.7,28.9,19.3,9.1,8115,8473,5975,3142,31.6,33.0,23.2,12.2,6,6,5343,8890,8445,3792,20.2,33.6,31.9,14.3
Alabama,Crenshaw County,8,6,4286,2444,1327,740,48.7,27.8,15.1,8.4,3700,2689,1840,1039,39.9,29.0,19.9,11.2,8,6,2105,3629,2450,1364,22.0,38.0,25.7,14.3
Alabama,Cullman County,6,3,18093,13529,8882,3405,41.2,30.8,20.2,7.8,15322,16584,13719,6162,29.6,32.0,26.5,11.9,4,3,10125,19331,18194,8123,18.2,34.7,32.6,14.6
Alabama,Dale County,4,5,7536,8199,9575,3948,25.8,28.0,32.7,13.5,6976,9159,10857,4398,22.2,29.2,34.6,14.0,4,5,4858,10704,12246,5437,14.6,32.2,36.8,16.4
Alabama,Dallas County,4,5,11488,8010,5448,3474,40.4,28.2,19.2,12.2,8524,9646,6568,4004,29.7,33.6,22.9,13.9,4,5,6015,9510,8080,3848,21.9,34.6,29.4,14.0
Alabama,Dekalb County,6,6,16665,10770,5529,2520,47.0,30.4,15.6,7.1,15469,14549,9194,3528,36.2,34.0,21.5,8.3,6,6,13025,16633,12289,5280,27.6,35.2,26.0,11.2
Alabama,Elmore County,2,2,10518,10188,6695,4031,33.5,32.4,21.3,12.8,9679,14576,11749,7173,22.4,33.8,27.2,16.6,2,2,7288,19298,16202,11664,13.4,35.4,29.8,21.4
Alabama,Escambia County,6,6,9037,7841,3942,1707,40.1,34.8,17.5,7.6,8030,8860,5927,2693,31.5,34.7,23.2,10.6,6,6,5240,10942,6564,3261,20.1,42.1,25.2,12.5
Alabama,Etowah County,3,2,23588,20194,15201,6689,35.9,30.7,23.1,10.2,18115,22531,19811,9372,25.9,32.3,28.4,13.4,3,2,12554,22869,24683,11485,17.5,31.9,34.5,16.0
Alabama,Fayette County,6,6,5060,3700,1917,995,43.4,31.7,16.4,8.5,4265,4404,2753,1157,33.9,35.0,21.9,9.2,6,6,2661,4614,2928,1677,22.4,38.8,24.6,14.1
Alabama,Franklin County,6,6,8212,5640,3171,1269,44.9,30.8,17.3,6.9,7904,6363,4572,2021,37.9,30.5,21.9,9.7,6,6,5355,7895,5420,2405,25.4,37.5,25.7,11.4
Alabama,Geneva County,3,2,6896,4924,2597,1058,44.6,31.8,16.8,6.8,6046,5626,4390,1526,34.4,32.0,25.0,8.7,3,2,3931,6960,5554,2317,21.0,37.1,29.6,12.3
Alabama,Greene County,3,2,2734,1727,838,618,46.2,29.2,14.2,10.4,2182,2165,1205,652,35.2,34.9,19.4,10.5,8,6,1429,2304,1542,648,24.1,38.9,26.0,10.9
Alabama,Hale County,3,2,4218,2862,1342,822,45.6,31.0,14.5,8.9,3683,3803,2247,858,34.8,35.9,21.2,8.1,3,2,1986,4406,2454,1425,19.3,42.9,23.9,13.9
Alabama,Henry County,3,2,4121,2871,2123,817,41.5,28.9,21.4,8.2,3654,3192,2576,1545,33.3,29.1,23.5,14.1,3,2,2585,4338,3272,2018,21.2,35.5,26.8,16.5
Alabama,Houston County,3,2,16226,15026,12206,7696,31.7,29.4,23.9,15.0,13771,17809,16274,10817,23.5,30.4,27.7,18.4,3,2,10782,23248,21775,14469,15.3,33.1,31.0,20.6
Alabama,Jackson County,6,5,12932,9876,5568,2471,41.9,32.0,18.1,8.0,12006,12707,7924,3798,33.0,34.9,21.7,10.4,6,5,8608,14819,9135,4628,23.1,39.8,24.6,12.4
Alabama,Jefferson County,1,1,111325,120393,109272,84718,26.2,28.3,25.7,19.9,82950,121233,123142,106833,19.1,27.9,28.4,24.6,1,1,51438,117727,138782,137022,11.6,26.5,31.2,30.8
Alabama,Lamar County,9,10,4802,3441,1321,631,47.1,33.8,13.0,6.2,3759,4036,2125,838,34.9,37.5,19.8,7.8,8,7,2267,3715,2883,1152,22.6,37.1,28.8,11.5
Alabama,Lauderdale County,3,2,16520,16585,9881,8450,32.1,32.2,19.2,16.4,13915,20105,13993,10881,23.6,34.1,23.8,18.5,3,2,9871,21416,17873,13710,15.7,34.1,28.4,21.8
Alabama,Lawrence County,3,2,8663,7293,2331,1211,44.4,37.4,12.0,6.2,7872,9029,4270,1723,34.4,39.4,18.7,7.5,3,2,4919,9464,6319,2590,21.1,40.6,27.1,11.1
Alabama,Lee County,3,2,12179,11714,10091,11500,26.8,25.8,22.2,25.3,11557,16576,16686,17351,18.6,26.7,26.8,27.9,3,2,10048,22389,25585,29925,11.4,25.5,29.1,34.0
Alabama,Limestone County,2,2,12856,10620,6585,4811,36.9,30.5,18.9,13.8,11081,14102,10924,7349,25.5,32.5,25.1,16.9,2,2,10314,19553,16959,14178,16.9,32.1,27.8,23.2
Alabama,Lowndes County,2,2,3007,2199,1170,566,43.3,31.7,16.9,8.2,2925,2731,1626,901,35.7,33.4,19.9,11.0,2,2,1863,2540,1783,1019,25.9,35.3,24.7,14.1
Alabama,Macon County,6,5,5236,3195,2852,2476,38.1,23.2,20.7,18.0,4188,3486,3664,2617,30.0,25.0,26.3,18.8,6,6,2299,3825,3864,2394,18.6,30.9,31.2,19.3
Alabama,Madison County,2,2,30211,35243,41361,46049,19.8,23.1,27.1,30.1,26308,39591,52676,61814,14.6,21.9,29.2,34.3,2,2,21679,49752,70009,91836,9.3,21.3,30.0,39.4
Alabama,Marengo County,7,11,5425,4840,2173,1612,38.6,34.4,15.5,11.5,4020,5351,3223,1732,28.1,37.4,22.5,12.1,7,11,2119,5782,3777,2105,15.4,42.0,27.4,15.3
Alabama,Marion County,8,4,9728,5584,2852,1301,50.0,28.7,14.7,6.7,7962,7107,4823,1719,36.8,32.9,22.3,8.0,7,11,4735,7471,6946,2498,21.9,34.5,32.1,11.5
Alabama,Marshall County,4,5,17985,13615,9719,5359,38.5,29.2,20.8,11.5,16845,16758,13719,7639,30.6,30.5,25.0,13.9,4,5,14194,20104,18259,10478,22.5,31.9,29.0,16.6
Alabama,Mobile County,2,2,69340,75114,51722,36078,29.9,32.3,22.3,15.5,58223,79822,65452,46625,23.3,31.9,26.2,18.6,2,2,40230,89651,83313,60005,14.7,32.8,30.5,22.0
Alabama,Monroe County,7,11,5799,4478,2413,1538,40.8,31.5,17.0,10.8,4939,5285,3341,1813,32.1,34.4,21.7,11.8,7,11,2857,6664,3566,1826,19.2,44.7,23.9,12.2
Alabama,Montgomery County,2,2,31713,32844,32733,31075,24.7,25.6,25.5,24.2,27905,34410,38733,40294,19.7,24.3,27.4,28.5,2,2,21604,38393,41633,45906,14.6,26.0,28.2,31.1
Alabama,Morgan County,3,2,19814,19282,15600,10019,30.6,29.8,24.1,15.5,17347,22252,20242,13490,23.7,30.3,27.6,18.4,3,2,14107,25383,25015,17472,17.2,31.0,30.5,21.3
Alabama,Perry County,8,6,3507,1936,885,825,49.0,27.1,12.4,11.5,2625,2119,1533,701,37.6,30.4,22.0,10.0,8,4,1552,2362,1391,810,25.4,38.6,22.7,13.2
Alabama,Pickens County,8,6,5682,4465,1957,859,43.8,34.4,15.1,6.6,4108,5110,2995,1323,30.3,37.8,22.1,9.8,3,2,2950,5841,3679,1369,21.3,42.2,26.6,9.9
Alabama,Pike County,6,5,6451,4406,2618,2242,41.0,28.0,16.7,14.3,5472,5312,3655,3264,30.9,30.0,20.6,18.4,6,5,3951,6604,4389,4562,20.3,33.9,22.5,23.4
Alabama,Randolph County,6,4,6363,3678,1776,992,49.7,28.7,13.9,7.7,5618,4723,2942,1479,38.1,32.0,19.9,10.0,6,4,3774,5528,3903,2344,24.3,35.6,25.1,15.1
Alabama,Russell County,2,2,12750,9153,5332,2437,43.0,30.8,18.0,8.2,10749,10594,7654,3110,33.5,33.0,23.8,9.7,2,2,6753,12000,12896,6523,17.7,31.4,33.8,17.1
Alabama,Saint Clair County,1,1,12450,10492,6271,2708,39.0,32.9,19.6,8.5,12353,14921,11036,4791,28.7,34.6,25.6,11.1,1,1,9980,21048,18988,9230,16.8,35.5,32.0,15.6
Alabama,Shelby County,1,1,13507,15884,14569,17978,21.8,25.6,23.5,29.0,12386,21671,25479,34649,13.2,23.0,27.1,36.8,1,1,11807,29335,40092,55892,8.6,21.4,29.2,40.8
Alabama,Sumter County,8,6,4259,2343,1356,996,47.6,26.2,15.1,11.1,3077,2719,1849,1086,35.2,31.1,21.2,12.4,8,6,1762,3295,1745,1326,21.7,40.5,21.5,16.3
Alabama,Talladega County,4,5,18098,14713,8576,4704,39.3,31.9,18.6,10.2,16102,18270,12737,5951,30.3,34.4,24.0,11.2,4,3,11599,20386,16756,7373,20.7,36.3,29.9,13.1
Alabama,Tallapoosa County,6,6,10611,7187,4461,2902,42.2,28.6,17.7,11.5,8489,9348,6524,4012,29.9,32.9,23.0,14.1,6,6,5843,9945,8109,5011,20.2,34.4,28.1,17.3
Alabama,Tuscaloosa County,3,2,27062,24689,19429,17782,30.4,27.8,21.8,20.0,20981,28115,26139,23804,21.2,28.4,26.4,24.0,3,2,15719,36907,33890,34444,13.0,30.5,28.0,28.5
Alabama,Walker County,1,1,19350,14080,7436,3154,44.0,32.0,16.9,7.2,15713,16647,11183,4376,32.8,34.7,23.3,9.1,1,1,9925,16705,14202,4954,21.7,36.5,31.0,10.8
Alabama,Washington County,8,7,4166,3693,1430,671,41.8,37.1,14.4,6.7,3112,4904,2255,969,27.7,43.6,20.1,8.6,8,7,2242,5310,2815,1141,19.5,46.1,24.5,9.9
Alabama,Wilcox County,8,7,3771,2048,1098,798,48.9,26.5,14.2,10.3,3228,2414,1528,809,40.5,30.3,19.2,10.1,9,10,1675,3058,1742,924,22.6,41.3,23.5,12.5
Alabama,Winston County,6,4,7402,4195,2073,776,51.2,29.0,14.3,5.4,6387,5855,3425,1411,37.4,34.3,20.1,8.3,6,4,4418,5816,5052,1965,25.6,33.7,29.3,11.4
Arizona,Apache County,6,6,13449,7571,6120,2520,45.3,25.5,20.6,8.5,13166,9008,9933,4110,36.4,24.9,27.4,11.3,6,6,10029,14422,14089,4654,23.2,33.4,32.6,10.8
Arizona,Cochise County,4,5,14876,16357,20147,9850,24.3,26.7,32.9,16.1,15563,18670,27294,14247,20.5,24.6,36.0,18.8,3,2,11840,20721,35735,20253,13.4,23.4,40.4,22.9
Arizona,Coconino County,3,2,10580,11996,15503,12399,21.0,23.8,30.7,24.6,10704,14279,21235,19758,16.2,21.6,32.2,29.9,3,2,9213,16954,26657,26738,11.6,21.3,33.5,33.6
Arizona,Gila County,4,3,8609,8648,7124,2615,31.9,32.0,26.4,9.7,7654,10087,12539,4870,21.8,28.7,35.7,13.9,4,3,6148,11522,14310,6417,16.0,30.0,37.3,16.7
Arizona,Graham County,6,8,4833,4138,4254,1688,32.4,27.7,28.5,11.3,4714,5811,6493,2284,24.4,30.1,33.6,11.8,7,8,3471,7497,8809,3009,15.2,32.9,38.7,13.2
Arizona,Greenlee County,7,8,1224,2034,993,492,25.8,42.9,20.9,10.4,912,1828,1832,635,17.5,35.1,35.2,12.2,7,9,809,2117,2113,609,14.3,37.5,37.4,10.8
Arizona,La Paz County,6,4,3330,2836,2058,767,37.0,31.5,22.9,8.5,4421,4880,3838,1250,30.7,33.9,26.7,8.7,6,4,3730,5675,4561,1542,24.1,36.6,29.4,9.9
Arizona,Maricopa County,1,1,248814,342255,456012,297573,18.5,25.5,33.9,22.1,338591,446445,649040,500881,17.5,23.1,33.5,25.9,1,1,345621,601685,869598,795441,13.2,23.0,33.3,30.4
Arizona,Mohave County,4,3,17954,22389,18892,6804,27.2,33.9,28.6,10.3,24596,38127,35769,10855,22.5,34.9,32.7,9.9,3,2,24027,53767,54916,17788,16.0,35.7,36.5,11.8
Arizona,Navajo County,4,6,14436,11622,10635,4075,35.4,28.5,26.1,10.0,15627,15036,16891,6661,28.8,27.7,31.2,12.3,4,5,12457,19792,25014,9897,18.5,29.5,37.2,14.7
Arizona,Pima County,2,2,82657,105908,136764,98703,19.5,25.0,32.3,23.3,90483,127343,182266,146108,16.6,23.3,33.4,26.7,2,2,81789,150306,227070,199431,12.4,22.8,34.5,30.3
Arizona,Pinal County,1,1,24763,22222,18860,5876,34.5,31.0,26.3,8.2,32513,36255,36157,14177,27.3,30.4,30.4,11.9,1,1,39320,78843,96609,47093,15.0,30.1,36.9,18.0
Arizona,Santa Cruz County,4,5,7124,4244,3483,1799,42.8,25.5,20.9,10.8,8830,5124,5089,3402,39.3,22.8,22.7,15.2,4,5,7789,7355,7517,6401,26.8,25.3,25.9,22.0
Arizona,Yavapai County,3,2,16320,22671,24597,13690,21.1,29.3,31.8,17.7,18376,33877,42565,25405,15.3,28.2,35.4,21.1,3,2,16811,41724,62469,41720,10.3,25.6,38.4,25.6
Arizona,Yuma County,3,2,22111,16549,16342,8022,35.1,26.3,25.9,12.7,33397,25134,27580,11569,34.2,25.7,28.2,11.8,3,2,36191,31385,39817,18017,28.9,25.0,31.7,14.4
Arkansas,Arkansas County,6,6,5465,4934,2215,1445,38.9,35.1,15.8,10.3,3831,5527,2838,1692,27.6,39.8,20.4,12.2,6,6,2314,5503,3520,1610,17.9,42.5,27.2,12.4
Arkansas,Ashley County,7,11,5659,5874,2267,1422,37.2,38.6,14.9,9.3,4325,6798,3017,1582,27.5,43.2,19.2,10.1,7,11,2183,5989,4376,1909,15.1,41.4,30.3,13.2
Arkansas,Baxter County,7,8,7491,8307,5130,2436,32.1,35.6,22.0,10.4,6482,10832,7859,3688,22.5,37.5,27.2,12.8,7,8,3945,11171,10676,5613,12.6,35.6,34.0,17.9
Arkansas,Benton County,2,2,16315,23121,15948,9291,25.2,35.7,24.7,14.4,19465,32644,27117,20210,19.6,32.8,27.3,20.3,2,2,20372,47498,39844,46526,13.2,30.8,25.8,30.2
Arkansas,Boone County,7,8,6071,6711,3983,2000,32.4,35.8,21.2,10.7,5344,8075,6727,2924,23.2,35.0,29.2,12.7,7,8,3683,9296,9106,3817,14.2,35.9,35.2,14.7
Arkansas,Bradley County,6,6,3391,2677,909,754,43.9,34.6,11.8,9.8,2794,3082,1494,998,33.4,36.8,17.9,11.9,7,9,1567,3218,1871,993,20.5,42.1,24.5,13.0
Arkansas,Calhoun County,9,8,1382,1534,575,279,36.7,40.7,15.3,7.4,1221,1701,699,285,31.3,43.5,17.9,7.3,9,8,720,1843,784,389,19.3,49.3,21.0,10.4
Arkansas,Carroll County,6,6,4012,4460,2735,1471,31.6,35.2,21.6,11.6,4857,5855,4115,2380,28.2,34.0,23.9,13.8,6,6,3259,6783,6093,3238,16.8,35.0,31.5,16.7
Arkansas,Chicot County,7,9,4527,2927,1055,769,48.8,31.5,11.4,8.3,3242,3196,1566,1058,35.8,35.3,17.3,11.7,7,9,1648,3486,1817,864,21.1,44.6,23.3,11.1
Arkansas,Clark County,7,8,4494,3664,2359,2288,35.1,28.6,18.4,17.9,3396,4447,3170,2722,24.7,32.4,23.1,19.8,7,8,1735,4426,3873,3148,13.2,33.6,29.4,23.9
Arkansas,Clay County,7,9,6482,3927,1396,645,52.1,31.5,11.2,5.2,4796,4603,1876,900,39.4,37.8,15.4,7.4,7,9,2336,4783,2605,1198,21.4,43.8,23.9,11.0
Arkansas,Cleburne County,6,6,5394,4763,2396,1295,39.0,34.4,17.3,9.4,4362,6290,4245,2402,25.2,36.4,24.5,13.9,6,6,2827,7397,5465,3166,15.0,39.2,29.0,16.8
Arkansas,Cleveland County,3,2,2011,1996,617,393,40.1,39.8,12.3,7.8,1524,2454,1116,565,26.9,43.4,19.7,10.0,3,2,796,2588,1507,887,13.8,44.8,26.1,15.4
Arkansas,Columbia County,7,8,5754,5058,3187,2103,35.7,31.4,19.8,13.1,4161,5742,3442,2694,25.9,35.8,21.5,16.8,7,8,2382,5742,3901,3011,15.8,38.2,25.9,20.0
Arkansas,Conway County,6,6,4373,4983,1754,1207,35.5,40.5,14.2,9.8,3617,5579,2729,1555,26.8,41.4,20.2,11.5,6,6,2274,6099,3724,2386,15.7,42.1,25.7,16.5
Arkansas,Craighead County,3,2,13660,12582,8910,6879,32.5,29.9,21.2,16.4,11515,16615,11971,10624,22.7,32.8,23.6,20.9,3,2,8010,21094,18801,16327,12.5,32.8,29.3,25.4
Arkansas,Crawford County,2,2,9572,8937,5904,2001,36.2,33.8,22.4,7.6,9628,12153,8708,3276,28.5,36.0,25.8,9.7,2,2,5942,15890,13255,5955,14.5,38.7,32.3,14.5
Arkansas,Crittenden County,1,1,12344,9005,4909,2849,42.4,30.9,16.9,9.8,9326,10024,7038,3863,30.8,33.1,23.3,12.8,1,1,5906,11322,8835,5116,18.9,36.3,28.3,16.4
Arkansas,Cross County,6,4,5130,3886,1670,933,44.2,33.4,14.4,8.0,3930,4738,2519,1225,31.7,38.2,20.3,9.9,6,4,2349,5420,2434,1623,19.9,45.8,20.6,13.7
Arkansas,Dallas County,6,6,2603,2465,749,559,40.8,38.7,11.7,8.8,1986,2464,963,576,33.2,41.1,16.1,9.6,6,6,913,2723,1053,705,16.9,50.5,19.5,13.1
Arkansas,Desha County,6,6,4326,3027,1568,1032,43.5,30.4,15.8,10.4,3351,3443,1720,1060,35.0,36.0,18.0,11.1,6,6,1845,3310,2053,975,22.5,40.4,25.1,11.9
Arkansas,Drew County,7,11,3843,3533,1586,1443,36.9,34.0,15.2,13.9,3113,3966,2480,1994,26.9,34.3,21.5,17.3,6,6,2025,4134,3097,2384,17.4,35.5,26.6,20.5
Arkansas,Faulkner County,2,2,9615,11278,7666,6235,27.6,32.4,22.0,17.9,8468,15914,13647,12820,16.7,31.3,26.8,25.2,2,2,6577,22042,22979,20379,9.1,30.6,31.9,28.3
Arkansas,Franklin County,2,2,3850,3304,1636,848,39.9,34.3,17.0,8.8,3369,4121,2879,1285,28.9,35.4,24.7,11.0,6,6,2163,4888,3552,1488,17.9,40.4,29.4,12.3
Arkansas,Fulton County,9,9,3142,2532,913,373,45.1,36.4,13.1,5.4,2295,3216,1868,864,27.8,39.0,22.7,10.5,9,9,1304,3855,2859,955,14.5,43.0,31.9,10.6
Arkansas,Garland County,3,2,15479,16498,12549,7375,29.8,31.8,24.2,14.2,13609,20538,17284,11263,21.7,32.8,27.6,18.0,3,2,8216,22301,23934,14802,11.9,32.2,34.6,21.4
Arkansas,Grant County,2,2,2800,3798,1555,836,31.1,42.3,17.3,9.3,2470,4576,2583,1195,22.8,42.3,23.9,11.0,2,2,1370,5348,3558,2119,11.1,43.1,28.7,17.1
Arkansas,Greene County,6,5,8612,7319,2926,1886,41.5,35.3,14.1,9.1,6848,9940,5052,2670,27.9,40.6,20.6,10.9,4,5,4618,12364,7326,4411,16.1,43.1,25.5,15.4
Arkansas,Hempstead County,6,5,5271,5138,2184,1288,38.0,37.0,15.7,9.3,4584,5699,2955,1631,30.8,38.3,19.9,11.0,6,6,3236,5625,4131,1802,21.9,38.0,27.9,12.2
Arkansas,Hot Spring County,6,6,6110,6826,2714,1549,35.5,39.7,15.8,9.0,5419,8036,4538,2267,26.7,39.7,22.4,11.2,6,5,3555,9823,6908,3035,15.2,42.1,29.6,13.0
Arkansas,Howard County,7,9,3271,3278,1311,707,38.2,38.3,15.3,8.3,2713,3510,1970,1078,29.3,37.9,21.2,11.6,6,6,1963,2995,2631,1353,22.0,33.5,29.4,15.1
Arkansas,Independence County,7,8,7416,7116,3513,2078,36.9,35.4,17.5,10.3,5562,9021,5004,3118,24.5,39.7,22.0,13.7,7,8,4261,9697,7035,3958,17.1,38.9,28.2,15.9
Arkansas,Izard County,9,10,3180,2920,1309,771,38.9,35.7,16.0,9.4,2540,3477,2395,1112,26.7,36.5,25.1,11.7,9,10,1800,4022,2955,1273,17.9,40.0,29.4,12.7
Arkansas,Jackson County,6,6,6117,4191,1501,842,48.4,33.1,11.9,6.7,4144,4679,2123,1258,34.0,38.3,17.4,10.3,6,6,2899,5707,2877,1109,23.0,45.3,22.8,8.8
Arkansas,Jefferson County,3,2,17637,17284,9260,7560,34.1,33.4,17.9,14.6,13377,18500,12922,8333,25.2,34.8,24.3,15.7,3,2,7420,18857,13928,8541,15.2,38.7,28.6,17.5
Arkansas,Johnson County,6,6,4313,4039,2006,1409,36.7,34.3,17.0,12.0,4824,5463,2657,1957,32.4,36.7,17.8,13.1,7,9,3520,6984,3578,2896,20.7,41.1,21.1,17.1
Arkansas,Lafayette County,8,7,2953,1882,843,420,48.4,30.9,13.8,6.9,1976,2048,1125,543,34.7,36.0,19.8,9.5,8,7,1114,2229,1201,609,21.6,43.3,23.3,11.8
Arkansas,Lawrence County,6,6,5356,4045,1371,698,46.7,35.3,12.0,6.1,4345,4342,2133,1004,36.7,36.7,18.0,8.5,6,6,2062,4906,3045,1479,17.9,42.7,26.5,12.9
Arkansas,Lee County,6,4,4258,1710,1093,564,55.8,22.4,14.3,7.4,3469,2346,1532,577,43.8,29.6,19.3,7.3,7,9,2176,2755,1495,549,31.2,39.5,21.4,7.9
Arkansas,Lincoln County,3,2,3750,3136,1646,508,41.5,34.7,18.2,5.6,3337,3600,1867,729,35.0,37.8,19.6,7.6,3,2,2182,4841,2169,895,21.6,48.0,21.5,8.9
Arkansas,Little River County,6,6,3082,3204,1716,708,35.4,36.8,19.7,8.1,2392,3438,2286,893,26.6,38.2,25.4,9.9,3,2,1366,3655,3087,902,15.2,40.6,34.3,10.0
Arkansas,Logan County,6,6,5549,4594,2207,896,41.9,34.7,16.7,6.8,4532,5763,3301,1408,30.2,38.4,22.0,9.4,6,6,2666,6640,3978,1919,17.5,43.7,26.2,12.6
Arkansas,Lonoke County,2,2,8028,8617,5318,2437,32.9,35.3,21.8,10.0,7483,11944,9167,4874,22.4,35.7,27.4,14.6,2,2,5871,15575,15619,8768,12.8,34.0,34.1,19.1
Arkansas,Madison County,2,2,3053,2635,1242,623,40.4,34.9,16.4,8.2,3001,3624,1764,938,32.2,38.9,18.9,10.1,2,2,2323,4958,2337,1157,21.6,46.0,21.7,10.7
Arkansas,Marion County,9,10,3099,3093,1776,695,35.8,35.7,20.5,8.0,2783,4440,3160,1210,24.0,38.3,27.3,10.4,9,10,1839,5463,3621,1665,14.6,43.4,28.8,13.2
Arkansas,Miller County,3,2,8607,8118,4858,2263,36.1,34.0,20.4,9.5,6627,9225,6710,3228,25.7,35.8,26.0,12.5,3,2,4342,11547,9313,4203,14.8,39.3,31.7,14.3
Arkansas,Mississippi County,4,5,13321,9897,6616,3506,40.0,29.7,19.8,10.5,11148,10151,6742,3571,35.3,32.1,21.3,11.3,4,3,5807,10433,8525,3754,20.4,36.6,29.9,13.2
Arkansas,Monroe County,7,9,3341,2224,933,596,47.1,31.4,13.2,8.4,2391,2520,1134,557,36.2,38.2,17.2,8.4,7,9,1251,2230,1426,508,23.1,41.2,26.3,9.4
Arkansas,Montgomery County,8,7,2163,1901,975,379,39.9,35.1,18.0,7.0,1950,2537,1406,571,30.2,39.2,21.8,8.8,8,7,1319,2530,2046,827,19.6,37.6,30.4,12.3
Arkansas,Nevada County,7,8,2560,2356,945,640,39.4,36.2,14.5,9.8,2033,2580,1258,704,30.9,39.2,19.1,10.7,7,9,1003,2584,1593,852,16.6,42.8,26.4,14.1
Arkansas,Newton County,9,8,2064,1860,669,336,41.9,37.7,13.6,6.8,1733,2199,1195,687,29.8,37.8,20.6,11.8,9,8,1072,2509,1481,862,18.1,42.4,25.0,14.6
Arkansas,Ouachita County,7,8,7038,6375,4145,2441,35.2,31.9,20.7,12.2,5032,6622,4906,2415,26.5,34.9,25.9,12.7,7,8,2410,7490,4638,2780,13.9,43.2,26.8,16.1
