state,county,2003 Continuum,2003 Influence,Less high 1990,High diploma 1990,Some college 1990,Bachelors or higher 1990,Per less high 1990,Per high diploma 1990,Per some college 1990,Per bachelors or higher 1990,Less high 2000,High diploma 2000,Some college 2000,Bachelors or higher 2000,Per less high 2000,Per high diploma 2000,Per some college 2000,Per bachelors or higher 2000,2013 Continuum,2013 Urban Influence Code,Less high 2011,High diploma 2011,Some college 2011,Bachelors or higher 2011,Per less high 2011,Per high diploma 2011,Per some college 2011,Per bachelors or higher 2011
Iowa,Hardin County,6,6,2757,4947,3511,1593,21.5,38.6,27.4,12.4,1806,4668,3980,2161,14.3,37.0,31.5,17.1,6,6,1124,4276,4608,2232,9.2,34.9,37.6,18.2
Iowa,Harrison County,2,2,2325,4330,2210,890,23.8,44.4,22.7,9.1,1572,4628,2959,1328,15.0,44.1,28.2,12.7,2,2,927,3838,3564,1753,9.2,38.1,35.4,17.4
Iowa,Henry County,7,9,2608,4941,3099,1805,20.9,39.7,24.9,14.5,1872,5361,4093,2183,13.9,39.7,30.3,16.2,6,6,1127,5129,4900,2580,8.2,37.3,35.7,18.8
Iowa,Howard County,7,11,1796,2932,1356,543,27.1,44.2,20.5,8.2,1375,2857,1574,839,20.7,43.0,23.7,12.6,6,6,740,2836,2047,826,11.5,44.0,31.7,12.8
Iowa,Humboldt County,7,9,1475,3219,1835,853,20.0,43.6,24.9,11.6,967,2717,2307,1087,13.7,38.4,32.6,15.4,7,9,543,2508,2513,1189,8.0,37.1,37.2,17.6
Iowa,Ida County,8,7,1336,2449,1151,610,24.1,44.2,20.8,11.0,804,2312,1504,729,15.0,43.2,28.1,13.6,8,7,415,2003,1606,965,8.3,40.1,32.2,19.3
Iowa,Iowa County,8,6,2341,4375,2087,1101,23.6,44.2,21.1,11.1,1372,4448,3081,1664,13.0,42.1,29.2,15.8,6,6,819,4369,3832,2348,7.2,38.4,33.7,20.7
Iowa,Jackson County,6,6,3567,5639,2346,1289,27.8,43.9,18.3,10.0,2516,6074,3364,1642,18.5,44.7,24.7,12.1,6,6,1286,6164,4204,2103,9.3,44.8,30.6,15.3
Iowa,Jasper County,6,5,5202,10261,4804,2959,22.4,44.2,20.7,12.7,3336,11343,6593,4019,13.2,44.8,26.1,15.9,6,5,1974,10227,8887,4680,7.7,39.7,34.5,18.2
Iowa,Jefferson County,7,9,1988,3788,2468,2965,17.7,33.8,22.0,26.5,1298,3423,2772,3400,11.9,31.4,25.4,31.2,7,8,694,3703,3892,3878,5.7,30.4,32.0,31.9
Iowa,Johnson County,3,2,4990,11314,13413,23336,9.4,21.3,25.3,44.0,3983,12449,16507,29920,6.3,19.8,26.3,47.6,3,2,4237,13995,21545,41922,5.2,17.1,26.4,51.3
Iowa,Jones County,3,2,2743,5663,3081,1364,21.3,44.1,24.0,10.6,2021,5833,4173,1749,14.7,42.3,30.3,12.7,2,2,1158,5770,5230,2416,7.9,39.6,35.9,16.6
Iowa,Keokuk County,8,7,1822,3675,1613,735,23.2,46.8,20.6,9.4,1228,3548,2003,888,16.0,46.3,26.1,11.6,8,7,684,3077,2314,1113,9.5,42.8,32.2,15.5
Iowa,Kossuth County,7,11,2580,4988,3342,1462,20.9,40.3,27.0,11.8,1686,4553,3870,1585,14.4,38.9,33.1,13.6,7,11,659,4118,3986,2066,6.1,38.0,36.8,19.1
Iowa,Lee County,5,8,5794,11319,5913,2766,22.5,43.9,22.9,10.7,4239,11035,7322,3232,16.4,42.7,28.3,12.5,5,8,2118,10361,8539,3842,8.5,41.7,34.3,15.5
Iowa,Linn County,3,2,16312,37537,30804,23233,15.1,34.8,28.6,21.5,11667,37590,40282,34357,9.4,30.3,32.5,27.7,2,2,7977,38963,51297,45203,5.6,27.2,35.8,31.5
Iowa,Louisa County,8,5,1760,3336,1646,685,23.7,44.9,22.2,9.2,1592,3206,2036,994,20.3,41.0,26.0,12.7,8,7,1349,2856,2449,1013,17.6,37.3,31.9,13.2
Iowa,Lucas County,6,6,1419,3001,1186,587,22.9,48.5,19.2,9.5,1323,2822,1488,703,20.9,44.5,23.5,11.1,6,6,563,2741,1889,912,9.2,44.9,30.9,14.9
Iowa,Lyon County,8,6,2229,2964,1559,768,29.6,39.4,20.7,10.2,1605,2890,1970,1074,21.3,38.3,26.1,14.2,8,6,729,2821,2480,1581,9.6,37.1,32.6,20.8
Iowa,Madison County,2,2,1506,3734,1952,982,18.4,45.7,23.9,12.0,1149,3791,2983,1331,12.4,41.0,32.2,14.4,2,2,632,4120,3537,2291,6.0,38.9,33.4,21.7
Iowa,Mahaska County,7,8,3493,5784,2767,1814,25.2,41.7,20.0,13.1,2521,5977,3608,2398,17.4,41.2,24.9,16.5,7,8,1279,5635,4659,3401,8.5,37.6,31.1,22.7
Iowa,Marion County,6,6,4946,7511,3907,2425,26.3,40.0,20.8,12.9,3313,8390,5076,3905,16.0,40.6,24.5,18.9,6,6,1729,7719,6799,5352,8.0,35.7,31.5,24.8
Iowa,Marshall County,4,5,4657,10031,6907,4040,18.2,39.1,26.9,15.8,4637,9745,7338,4459,17.7,37.2,28.0,17.0,4,5,4499,8962,8440,5358,16.5,32.9,31.0,19.7
Iowa,Mills County,2,2,2057,3374,2089,1088,23.9,39.2,24.3,12.6,1624,3541,2923,1574,16.8,36.6,30.3,16.3,2,2,706,3655,3397,2429,6.9,35.9,33.3,23.8
Iowa,Mitchell County,7,9,1770,3167,1614,814,24.0,43.0,21.9,11.1,1139,3256,1985,940,15.6,44.5,27.1,12.8,7,9,669,3243,2330,1089,9.1,44.2,31.8,14.9
Iowa,Monona County,6,6,1902,3139,1278,727,27.0,44.6,18.1,10.3,1295,3031,1795,951,18.3,42.9,25.4,13.4,6,6,561,2870,2239,962,8.5,43.3,33.8,14.5
Iowa,Monroe County,7,9,1332,2406,1292,437,24.4,44.0,23.6,8.0,960,2391,1369,680,17.8,44.3,25.4,12.6,7,9,591,2416,1452,928,11.0,44.8,27.0,17.2
Iowa,Montgomery County,6,6,1663,3583,1995,1059,20.0,43.2,24.0,12.8,1476,3304,2297,1047,18.2,40.7,28.3,12.9,6,6,860,2780,2646,1102,11.6,37.6,35.8,14.9
Iowa,Muscatine County,4,5,6321,9591,6049,3279,25.0,38.0,24.0,13.0,5293,9282,7690,4612,19.7,34.5,28.6,17.2,4,5,3915,9939,9182,5328,13.8,35.0,32.4,18.8
Iowa,O'Brien County,7,9,2722,3793,2476,1299,26.5,36.9,24.1,12.6,1967,3965,2745,1497,19.3,39.0,27.0,14.7,7,9,774,3703,3501,1845,7.9,37.7,35.6,18.8
Iowa,Osceola County,7,9,1336,1941,1042,478,27.9,40.5,21.7,10.0,880,1747,1396,624,18.9,37.6,30.0,13.4,7,9,622,1645,1349,762,14.2,37.6,30.8,17.4
Iowa,Page County,7,11,2502,4810,2591,1551,21.8,42.0,22.6,13.5,1695,4577,3452,1931,14.5,39.3,29.6,16.6,6,6,1304,3859,3719,2227,11.7,34.7,33.5,20.0
Iowa,Palo Alto County,7,9,1625,2654,1845,900,23.1,37.8,26.3,12.8,1093,2342,2330,927,16.3,35.0,34.8,13.9,7,9,460,1961,2658,1270,7.2,30.9,41.9,20.0
Iowa,Plymouth County,6,6,3211,5885,3301,2196,22.0,40.3,22.6,15.0,2021,6254,4631,3088,12.6,39.1,29.0,19.3,3,2,1333,6017,6080,3453,7.9,35.6,36.0,20.5
Iowa,Pocahontas County,9,10,1313,2675,1758,844,19.9,40.6,26.7,12.8,802,2394,1906,900,13.4,39.9,31.8,15.0,9,10,368,1967,1835,881,7.3,38.9,36.3,17.4
Iowa,Polk County,2,2,30479,68537,60219,49930,14.6,32.8,28.8,23.9,28402,71750,70949,72357,11.7,29.5,29.1,29.7,2,2,24320,75177,91315,106323,8.2,25.3,30.7,35.8
Iowa,Pottawattamie County,2,2,12109,21779,13244,5832,22.9,41.1,25.0,11.0,9101,22431,16910,8571,16.0,39.3,29.7,15.0,2,2,6761,21841,21316,12634,10.8,34.9,34.1,20.2
Iowa,Poweshiek County,7,9,2204,5472,2373,1943,18.4,45.6,19.8,16.2,1615,5178,3135,2248,13.3,42.5,25.7,18.5,7,9,862,4463,3820,2979,7.1,36.8,31.5,24.6
Iowa,Ringgold County,9,12,844,1717,885,394,22.0,44.7,23.0,10.3,650,1679,944,508,17.2,44.4,25.0,13.4,9,12,361,1255,1187,735,10.2,35.5,33.6,20.8
Iowa,Sac County,9,10,1891,3497,1891,1060,22.7,41.9,22.7,12.7,1259,3417,2191,1079,15.8,43.0,27.6,13.6,9,10,581,2816,2360,1414,8.1,39.3,32.9,19.7
Iowa,Scott County,2,2,17460,30497,25574,20583,18.6,32.4,27.2,21.9,13979,31372,31390,25408,13.7,30.7,30.7,24.9,2,2,8463,32303,36773,36654,7.4,28.3,32.2,32.1
Iowa,Shelby County,6,6,1856,3970,1889,1131,21.0,44.9,21.4,12.8,1201,4113,2269,1374,13.4,45.9,25.3,15.3,6,6,701,3123,2853,1804,8.3,36.8,33.6,21.3
Iowa,Sioux County,6,6,4854,5965,3875,2481,28.3,34.7,22.6,14.4,3569,6111,4895,3597,19.6,33.6,26.9,19.8,7,11,2213,6530,6516,5229,10.8,31.9,31.8,25.5
Iowa,Story County,3,2,3434,9595,10596,14703,9.0,25.0,27.6,38.4,2725,8995,11672,18756,6.5,21.3,27.7,44.5,3,2,1981,9026,13864,23228,4.1,18.8,28.8,48.3
Iowa,Tama County,6,6,2808,5005,2489,1304,24.2,43.1,21.4,11.2,1893,4906,3662,1550,15.8,40.8,30.5,12.9,6,6,1093,4902,4087,1883,9.1,41.0,34.2,15.7
Iowa,Taylor County,9,10,1217,2292,941,422,25.0,47.0,19.3,8.7,796,2221,1178,571,16.7,46.6,24.7,12.0,9,10,381,1843,1525,636,8.7,42.0,34.8,14.5
Iowa,Union County,6,6,1763,3557,1989,1069,21.0,42.5,23.7,12.8,1058,3603,2453,1228,12.7,43.2,29.4,14.7,6,6,622,3398,3233,1250,7.3,40.0,38.0,14.7
Iowa,Van Buren County,9,10,1299,2428,919,494,25.3,47.2,17.9,9.6,920,2462,1311,629,17.3,46.3,24.6,11.8,9,10,572,2267,1709,662,11.0,43.5,32.8,12.7
Iowa,Wapello County,5,8,6197,9652,5544,2633,25.8,40.2,23.1,11.0,4462,9616,6529,3513,18.5,39.9,27.1,14.6,5,8,3320,8813,7877,4029,13.8,36.7,32.8,16.8
Iowa,Warren County,2,2,2876,9710,5993,3584,13.0,43.8,27.0,16.2,2569,9730,7985,5472,10.0,37.8,31.0,21.2,2,2,1384,10069,10750,8713,4.5,32.6,34.8,28.2
Iowa,Washington County,3,2,2985,5605,2848,1511,23.1,43.3,22.0,11.7,2429,5429,3746,2272,17.5,39.1,27.0,16.4,3,2,1453,5375,5038,3141,9.7,35.8,33.6,20.9
Iowa,Wayne County,9,12,1416,2239,928,419,28.3,44.8,18.6,8.4,758,2169,1222,573,16.1,45.9,25.9,12.1,9,12,458,1910,1408,612,10.4,43.5,32.1,13.9
Iowa,Webster County,5,8,5729,9986,7141,3637,21.6,37.7,27.0,13.7,4094,9569,7935,4383,15.8,36.8,30.5,16.9,5,8,2457,8161,9801,4722,9.8,32.5,39.0,18.8
Iowa,Winnebago County,7,9,1691,2729,2368,1107,21.4,34.6,30.0,14.0,990,2956,2547,1279,12.7,38.0,32.8,16.5,7,9,575,2597,2698,1520,7.8,35.1,36.5,20.6
Iowa,Winneshiek County,7,11,2918,5106,2243,2118,23.6,41.2,18.1,17.1,2050,4794,3385,2635,15.9,37.3,26.3,20.5,7,11,807,4763,4244,3757,5.9,35.1,31.3,27.7
Iowa,Woodbury County,3,2,13270,23182,14637,10220,21.6,37.8,23.9,16.7,12049,22747,17862,12274,18.6,35.0,27.5,18.9,3,2,9399,22271,19688,13741,14.4,34.2,30.2,21.1
Iowa,Worth County,9,8,1208,2131,1534,598,22.1,39.0,28.0,10.9,767,2170,1845,694,14.0,39.6,33.7,12.7,9,8,399,1963,2172,824,7.4,36.6,40.5,15.4
Iowa,Wright County,7,9,2214,3818,2741,1118,22.4,38.6,27.7,11.3,1542,3867,3138,1335,15.6,39.1,31.8,13.5,7,9,911,3379,3188,1532,10.1,37.5,35.4,17.0
Kansas,Allen County,7,11,2434,3289,2552,1170,25.8,34.8,27.0,12.4,1567,3328,2987,1410,16.9,35.8,32.1,15.2,7,11,831,2946,3444,1604,9.4,33.4,39.0,18.2
Kansas,Anderson County,6,4,1547,2099,1129,421,29.8,40.4,21.7,8.1,989,2310,1523,637,18.1,42.3,27.9,11.7,6,4,503,2096,1881,884,9.4,39.1,35.1,16.5
Kansas,Atchison County,6,3,2350,4762,1941,1389,22.5,45.6,18.6,13.3,1590,4309,2609,1867,15.3,41.5,25.1,18.0,6,3,732,4160,3241,2017,7.2,41.0,31.9,19.9
Kansas,Barber County,9,12,825,1557,1098,516,20.6,39.0,27.5,12.9,518,1196,1165,767,14.2,32.8,32.0,21.0,9,12,282,1232,1170,678,8.4,36.6,34.8,20.2
Kansas,Barton County,7,8,4212,6186,6121,2602,22.0,32.4,32.0,13.6,3240,5734,6254,3037,17.7,31.4,34.2,16.6,7,8,2526,6172,6428,3081,13.9,33.9,35.3,16.9
Kansas,Bourbon County,6,4,2571,3330,2565,1381,26.1,33.8,26.0,14.0,1573,3161,3457,1774,15.8,31.7,34.7,17.8,6,4,1012,2986,3453,2118,10.6,31.2,36.1,22.1
Kansas,Brown County,6,6,1590,3077,1763,917,21.6,41.9,24.0,12.5,1091,2768,1873,1348,15.4,39.1,26.5,19.0,6,6,490,2665,2213,1326,7.3,39.8,33.1,19.8
Kansas,Butler County,2,2,6094,10967,9597,5467,19.0,34.1,29.9,17.0,4759,12128,13005,7668,12.7,32.3,34.6,20.4,2,2,3043,11453,16329,11962,7.1,26.8,38.2,28.0
Kansas,Chase County,8,5,460,859,481,284,22.1,41.2,23.1,13.6,268,827,578,408,12.9,39.7,27.8,19.6,9,10,190,647,624,469,9.8,33.5,32.3,24.3
Kansas,Chautauqua County,9,10,934,1131,762,335,29.5,35.8,24.1,10.6,580,1247,854,377,19.0,40.8,27.9,12.3,8,7,354,921,826,447,13.9,36.1,32.4,17.5
Kansas,Cherokee County,6,6,4132,5305,2977,1433,29.8,38.3,21.5,10.3,2890,5717,4437,1660,19.7,38.9,30.2,11.3,6,6,1860,4960,5023,2493,13.0,34.6,35.0,17.4
Kansas,Cheyenne County,9,12,596,836,569,306,25.8,36.2,24.7,13.3,327,806,764,360,14.5,35.7,33.9,16.0,9,12,139,613,760,435,7.1,31.5,39.0,22.3
Kansas,Clark County,9,10,284,544,589,300,16.5,31.7,34.3,17.5,206,452,620,362,12.6,27.6,37.8,22.1,9,10,121,390,538,443,8.1,26.1,36.1,29.7
Kansas,Clay County,7,9,1403,2602,1468,836,22.2,41.2,23.3,13.3,783,2380,1871,992,13.0,39.5,31.0,16.5,6,6,218,1972,2277,1387,3.7,33.7,38.9,23.7
Kansas,Cloud County,7,9,1801,2739,1917,1037,24.0,36.5,25.6,13.8,1000,2631,2032,1246,14.5,38.1,29.4,18.0,7,9,563,2175,2505,1111,8.9,34.2,39.4,17.5
Kansas,Coffey County,6,4,1289,2298,1250,752,23.1,41.1,22.4,13.5,775,2409,1555,1193,13.1,40.6,26.2,20.1,6,6,427,2188,2083,1250,7.2,36.8,35.0,21.0
Kansas,Comanche County,9,12,358,579,447,242,22.0,35.6,27.5,14.9,125,535,562,218,8.7,37.2,39.0,15.1,9,12,116,395,548,334,8.3,28.4,39.3,24.0
Kansas,Cowley County,4,5,5504,7565,7207,3561,23.1,31.7,30.2,14.9,3347,7143,8294,4198,14.6,31.1,36.1,18.3,4,5,2299,7143,9501,4501,9.8,30.5,40.5,19.2
Kansas,Crawford County,4,5,5723,6914,5764,4240,25.3,30.5,25.5,18.7,3616,7181,7007,5591,15.5,30.7,30.0,23.9,4,5,2355,6662,7827,6753,10.0,28.2,33.2,28.6
Kansas,Decatur County,9,12,608,1057,772,385,21.5,37.5,27.4,13.6,337,991,769,382,13.6,40.0,31.0,15.4,9,12,209,825,577,584,9.5,37.6,26.3,26.6
Kansas,Dickinson County,7,9,2585,5552,3077,1517,20.3,43.6,24.2,11.9,1795,5164,4201,1996,13.6,39.3,31.9,15.2,7,9,1408,4822,4480,2684,10.5,36.0,33.4,20.0
Kansas,Doniphan County,3,2,1393,2060,1211,503,27.0,39.9,23.4,9.7,1026,1902,1482,766,19.8,36.7,28.6,14.8,3,2,509,1984,1791,849,9.9,38.7,34.9,16.5
Kansas,Douglas County,3,2,4722,10669,10653,16264,11.2,25.2,25.2,38.4,4069,11859,14597,22732,7.6,22.3,27.4,42.7,3,2,3270,12966,16689,31824,5.1,20.0,25.8,49.1
Kansas,Edwards County,9,10,628,975,698,348,23.7,36.8,26.3,13.1,447,769,775,387,18.8,32.3,32.6,16.3,9,10,372,645,691,392,17.7,30.7,32.9,18.7
Kansas,Elk County,8,7,792,873,503,253,32.7,36.1,20.8,10.5,471,978,656,249,20.0,41.5,27.9,10.6,8,7,222,712,731,351,11.0,35.3,36.3,17.4
Kansas,Ellis County,5,8,2983,4737,4066,3610,19.4,30.8,26.4,23.4,2089,4863,4567,4759,12.8,29.9,28.1,29.2,5,8,1161,4858,5845,5670,6.6,27.7,33.3,32.3
Kansas,Ellsworth County,7,9,1071,1614,1298,585,23.4,35.3,28.4,12.8,707,1656,1535,762,15.2,35.5,32.9,16.4,7,9,485,1509,1697,992,10.4,32.2,36.2,21.2
Kansas,Finney County,5,8,5253,4859,5346,2593,29.1,26.9,29.6,14.4,7236,5519,6271,3170,32.6,24.9,28.3,14.3,5,8,6054,4968,6516,3998,28.1,23.1,30.3,18.6
Kansas,Ford County,5,8,3786,4569,4907,2935,23.4,28.2,30.3,18.1,5614,4305,5651,3062,30.1,23.1,30.3,16.4,5,8,6236,4698,5797,3655,30.6,23.0,28.4,17.9
Kansas,Franklin County,1,1,3186,5940,2999,1797,22.9,42.7,21.5,12.9,2314,6228,4611,2600,14.7,39.5,29.3,16.5,6,3,1277,6128,5983,3604,7.5,36.1,35.2,21.2
Kansas,Geary County,5,8,2696,6172,4975,2371,16.6,38.1,30.7,14.6,2202,4726,6118,2698,14.0,30.0,38.9,17.1,4,5,1502,5864,8327,4014,7.6,29.8,42.3,20.4
Kansas,Gove County,9,12,463,814,636,302,20.9,36.7,28.7,13.6,329,746,654,391,15.5,35.2,30.8,18.4,9,12,137,746,671,424,6.9,37.7,33.9,21.4
Kansas,Graham County,9,12,552,795,760,349,22.5,32.4,30.9,14.2,348,724,683,370,16.4,34.1,32.1,17.4,9,12,128,627,654,508,6.7,32.7,34.1,26.5
Kansas,Grant County,7,11,1023,1412,1120,561,24.9,34.3,27.2,13.6,1341,1319,1335,717,28.5,28.0,28.3,15.2,7,9,1352,1372,1165,866,28.4,28.9,24.5,18.2
Kansas,Gray County,9,10,1000,970,883,413,30.6,29.7,27.0,12.6,933,911,1115,577,26.4,25.8,31.5,16.3,9,10,901,966,1190,721,23.8,25.6,31.5,19.1
Kansas,Greeley County,9,12,199,431,309,189,17.6,38.2,27.4,16.8,160,288,364,171,16.3,29.3,37.0,17.4,9,12,106,271,289,228,11.9,30.3,32.3,25.5
Kansas,Greenwood County,6,6,1365,2331,1225,569,24.9,42.5,22.3,10.4,1020,2064,1485,774,19.1,38.6,27.8,14.5,6,6,465,1845,1528,758,10.1,40.1,33.2,16.5
Kansas,Hamilton County,9,12,436,538,454,211,26.6,32.8,27.7,12.9,403,524,500,300,23.3,30.3,29.0,17.4,9,10,346,595,541,228,20.2,34.8,31.6,13.3
Kansas,Harper County,8,7,1083,2094,1247,540,21.8,42.2,25.1,10.9,725,1743,1371,623,16.2,39.1,30.7,14.0,8,7,466,1496,1318,807,11.4,36.6,32.2,19.7
Kansas,Harvey County,2,2,3745,6760,5410,4054,18.8,33.9,27.1,20.3,3135,6414,6845,4884,14.7,30.1,32.2,23.0,2,2,2321,6790,7765,6081,10.1,29.6,33.8,26.5
Kansas,Haskell County,9,10,553,757,697,311,23.9,32.7,30.1,13.4,631,637,798,439,25.2,25.4,31.9,17.5,9,10,741,527,811,448,29.3,20.9,32.1,17.7
Kansas,Hodgeman County,9,10,222,549,449,255,15.1,37.2,30.4,17.3,180,422,503,271,13.1,30.7,36.6,19.7,9,10,103,360,599,329,7.4,25.9,43.1,23.7
Kansas,Jackson County,3,2,1419,3606,1596,768,19.2,48.8,21.6,10.4,1011,3774,2174,1269,12.3,45.9,26.4,15.4,3,2,536,3654,3123,1680,6.0,40.6,34.7,18.7
Kansas,Jefferson County,3,2,1973,4682,2340,1404,19.0,45.0,22.5,13.5,1349,5159,3443,2176,11.1,42.5,28.4,17.9,3,2,949,5345,4287,2560,7.2,40.7,32.6,19.5
Kansas,Jewell County,9,12,588,1250,860,357,19.2,40.9,28.2,11.7,347,1106,959,386,12.4,39.5,34.3,13.8,9,12,152,898,880,352,6.7,39.4,38.6,15.4
Kansas,Johnson County,1,1,16484,49958,70889,93401,7.1,21.7,30.7,40.5,15066,51871,87673,141219,5.1,17.5,29.6,47.7,1,1,15944,57514,105052,199897,4.2,15.2,27.8,52.8
Kansas,Kearny County,9,10,627,698,772,300,26.2,29.1,32.2,12.5,627,719,857,389,24.2,27.7,33.1,15.0,9,8,562,587,927,432,22.4,23.4,37.0,17.2
Kansas,Kingman County,6,6,1250,2051,1582,662,22.5,37.0,28.5,11.9,889,1955,1930,1035,15.3,33.7,33.2,17.8,2,2,524,1905,1926,1125,9.6,34.8,35.1,20.5
Kansas,Kiowa County,9,10,547,802,770,362,22.0,32.3,31.0,14.6,330,668,809,420,14.8,30.0,36.3,18.9,9,10,145,454,629,462,8.6,26.9,37.2,27.3
Kansas,Labette County,7,8,3966,4965,4557,1859,25.8,32.4,29.7,12.1,2553,4781,5290,2383,17.0,31.9,35.3,15.9,7,8,1602,4700,5130,2769,11.3,33.1,36.1,19.5
Kansas,Lane County,9,10,303,550,466,285,18.9,34.3,29.1,17.8,172,508,535,276,11.5,34.1,35.9,18.5,9,12,84,344,483,248,7.2,29.7,41.7,21.4
Kansas,Leavenworth County,1,1,6511,14002,11441,10051,15.5,33.3,27.2,23.9,6041,15188,13225,10338,13.5,33.9,29.5,23.1,1,1,4529,16160,16489,15167,8.7,30.9,31.5,29.0
Kansas,Lincoln County,9,10,590,985,755,307,22.4,37.4,28.6,11.6,383,906,815,444,15.0,35.6,32.0,17.4,9,10,133,727,934,457,5.9,32.3,41.5,20.3
Kansas,Linn County,1,1,1461,2382,1172,579,26.1,42.6,21.0,10.4,1246,2584,1880,828,19.1,39.5,28.8,12.7,1,1,785,2481,2399,996,11.8,37.2,36.0,15.0
Kansas,Logan County,9,12,453,767,536,333,21.7,36.7,25.7,15.9,273,797,627,361,13.3,38.7,30.5,17.5,9,12,150,690,750,354,7.7,35.5,38.6,18.2
Kansas,Lyon County,5,8,3596,6971,5004,4244,18.1,35.2,25.3,21.4,3732,6549,5550,4728,18.2,31.9,27.0,23.0,4,5,2393,6620,5731,5077,12.1,33.4,28.9,25.6
Kansas,Marion County,6,6,2307,3243,1948,1310,26.2,36.8,22.1,14.9,1405,3476,2509,1610,15.6,38.6,27.9,17.9,6,6,960,3084,2511,1913,11.3,36.4,29.7,22.6
Kansas,Marshall County,7,9,1798,3869,1520,814,22.5,48.4,19.0,10.2,1115,3407,1951,987,14.9,45.7,26.2,13.2,6,6,410,3164,2307,1174,5.8,44.8,32.7,16.6
Kansas,McPherson County,6,5,3796,5817,4768,3032,21.8,33.4,27.4,17.4,2681,6131,6033,4233,14.1,32.1,31.6,22.2,7,8,1807,5802,6844,5452,9.1,29.1,34.4,27.4
Kansas,Meade County,9,10,582,946,827,485,20.5,33.3,29.1,17.1,580,840,948,578,19.7,28.5,32.2,19.6,9,10,411,891,927,636,14.3,31.1,32.4,22.2
Kansas,Miami County,1,1,3259,6192,3696,1997,21.5,40.9,24.4,13.2,2305,6766,5803,3570,12.5,36.7,31.5,19.4,1,1,1205,7079,8413,5061,5.5,32.5,38.7,23.3
Kansas,Mitchell County,7,11,836,1929,1281,758,17.4,40.2,26.7,15.8,551,1681,1630,783,11.9,36.2,35.1,16.9,7,11,216,1468,1526,1113,5.0,34.0,35.3,25.7
Kansas,Montgomery County,5,8,6888,7873,7265,3464,27.0,30.9,28.5,13.6,4517,7286,8443,3844,18.8,30.2,35.0,16.0,5,8,2564,7310,9020,3890,11.3,32.1,39.6,17.1
Kansas,Morris County,9,9,816,1890,1020,532,19.2,44.4,24.0,12.5,645,1723,1180,676,15.3,40.8,27.9,16.0,8,6,471,1496,1484,735,11.3,35.7,35.5,17.6
Kansas,Morton County,9,10,519,837,444,348,24.2,39.0,20.7,16.2,392,748,643,382,18.1,34.5,29.7,17.6,9,12,288,652,786,279,14.4,32.5,39.2,13.9
Kansas,Nemaha County,8,6,1650,3288,1007,832,24.3,48.5,14.9,12.3,1145,3251,1615,1027,16.3,46.2,22.9,14.6,6,6,640,2847,1769,1536,9.4,41.9,26.0,22.6
Kansas,Neosho County,7,9,2568,3846,3548,1296,22.8,34.2,31.5,11.5,1839,3906,3700,1668,16.5,35.1,33.3,15.0,7,9,906,3660,4297,2023,8.3,33.6,39.5,18.6
Kansas,Ness County,9,12,618,1103,741,346,22.0,39.3,26.4,12.3,389,912,751,446,15.6,36.5,30.1,17.9,9,12,205,821,807,452,9.0,35.9,35.3,19.8
Kansas,Norton County,7,11,973,1484,1219,540,23.1,35.2,28.9,12.8,633,1571,1331,643,15.2,37.6,31.9,15.4,7,11,560,1419,1405,713,13.7,34.6,34.3,17.4
Kansas,Osage County,3,2,2341,4661,2190,945,23.1,46.0,21.6,9.3,1608,4707,3208,1594,14.5,42.3,28.9,14.3,3,2,1021,4488,3406,2154,9.2,40.5,30.8,19.5
Kansas,Osborne County,9,12,829,1413,846,380,23.9,40.7,24.4,11.0,472,1256,903,484,15.2,40.3,29.0,15.5,9,12,269,995,915,564,9.8,36.3,33.4,20.6
Kansas,Ottawa County,9,8,738,1489,1115,545,19.0,38.3,28.7,14.0,585,1601,1352,690,13.8,37.9,32.0,16.3,9,8,287,1369,1613,889,6.9,32.9,38.8,21.4
Kansas,Pawnee County,7,9,918,1714,1631,853,17.9,33.5,31.9,16.7,741,1452,1620,1062,15.2,29.8,33.2,21.8,7,9,544,1397,1958,1082,10.9,28.0,39.3,21.7
Kansas,Phillips County,7,11,1201,1769,1136,504,26.1,38.4,24.6,10.9,654,1541,1315,672,15.6,36.8,31.4,16.1,7,11,299,1345,1346,822,7.8,35.3,35.3,21.6
Kansas,Pottawatomie County,6,5,1835,4426,2240,1567,18.2,44.0,22.2,15.6,1234,4278,3327,2602,10.8,37.4,29.1,22.7,3,2,606,4419,4585,4568,4.3,31.2,32.3,32.2
Kansas,Pratt County,7,11,1141,2010,2056,1265,17.6,31.1,31.8,19.5,875,1763,2388,1339,13.7,27.7,37.5,21.0,7,11,655,1693,2384,1651,10.3,26.5,37.3,25.9
Kansas,Rawlins County,9,12,458,909,630,336,19.6,39.0,27.0,14.4,330,743,736,343,15.3,34.5,34.2,15.9,9,12,152,589,693,479,7.9,30.8,36.2,25.0
Kansas,Reno County,4,5,9293,13109,12605,6144,22.6,31.9,30.6,14.9,7435,13167,15022,7458,17.3,30.6,34.9,17.3,4,5,5167,12374,17050,8750,11.9,28.6,39.3,20.2
Kansas,Republic County,9,12,1035,1886,1365,490,21.7,39.5,28.6,10.3,484,1760,1379,633,11.4,41.4,32.4,14.9,9,12,261,1265,1360,721,7.2,35.1,37.7,20.0
Kansas,Rice County,7,9,1317,2538,1824,1309,18.8,36.3,26.1,18.7,1114,2251,2160,1176,16.6,33.6,32.2,17.5,7,9,767,1952,2322,1360,12.0,30.5,36.3,21.2
