county,nov_rate,state,year,2004_pop_est,total area sqmi,water area,land area
Gordon County,4.9,Georgia,2004,49426,358.01,2.48,355.54
Grady County,5.1,Georgia,2004,23840,460.34,2.22,458.12
Greene County,5.9,Georgia,2004,15330,406.24,17.96,388.28
Gwinnett County,4.3,Georgia,2004,687468,436.72,3.99,432.73
Habersham County,3.8,Georgia,2004,38491,279.2,1.03,278.17
Hall County,4,Georgia,2004,156385,429.19,35.53,393.66
Hancock County,8,Georgia,2004,9673,478.76,5.48,473.28
Haralson County,4.8,Georgia,2004,27621,283.16,1.05,282.11
Harris County,4.2,Georgia,2004,27180,472.93,9.24,463.69
Hart County,5.7,Georgia,2004,23966,256.42,24.21,232.21
Heard County,5.1,Georgia,2004,11273,301.08,5.06,296.03
Henry County,4.6,Georgia,2004,159971,324.48,1.77,322.71
Houston County,4.3,Georgia,2004,123723,379.83,3.08,376.75
Irwin County,5.2,Georgia,2004,9402,362.73,5.92,356.81
Jackson County,4.4,Georgia,2004,48288,343,0.64,342.36
Jasper County,5.1,Georgia,2004,12588,373.58,3.16,370.42
Jeff Davis County,8,Georgia,2004,13433,335.42,2.04,333.38
Jefferson County,8.3,Georgia,2004,16988,529.56,1.91,527.65
Jenkins County,5.8,Georgia,2004,8490,352.45,2.64,349.81
Johnson County,5.5,Georgia,2004,9613,306.52,2.26,304.26
Jones County,4.5,Georgia,2004,26537,395.39,1.64,393.75
Lamar County,5.6,Georgia,2004,16567,185.79,0.97,184.82
Lanier County,3.5,Georgia,2004,7824,199.83,13.01,186.82
Laurens County,5.6,Georgia,2004,46329,818.51,6.24,812.27
Lee County,3.9,Georgia,2004,25965,362.01,6.24,355.77
Liberty County,6.2,Georgia,2004,63254,602.52,83.47,519.05
Lincoln County,6.6,Georgia,2004,8284,257.28,46.19,211.09
Long County,3.9,Georgia,2004,11355,403.49,2.57,400.92
Lowndes County,3.7,Georgia,2004,96510,510.63,6.41,504.22
Lumpkin County,4.3,Georgia,2004,24916,284.87,0.4,284.47
Macon County,7.5,Georgia,2004,14304,405.95,2.67,403.28
Madison County,4.3,Georgia,2004,26859,285.57,1.69,283.88
Marion County,4.9,Georgia,2004,7637,367.49,0.49,367
McDuffie County,6.5,Georgia,2004,21256,266.3,6.52,259.77
McIntosh County,5,Georgia,2004,12182,574.53,141.08,433.45
Meriwether County,6.4,Georgia,2004,22563,505.34,2.06,503.28
Miller County,4,Georgia,2004,6135,283.72,0.68,283.05
Mitchell County,6,Georgia,2004,23520,513.81,1.85,511.96
Monroe County,4.2,Georgia,2004,23648,397.8,2.17,395.63
Montgomery County,6,Georgia,2004,9040,247.32,1.99,245.33
Morgan County,4.3,Georgia,2004,16604,354.6,4.96,349.64
Murray County,4.6,Georgia,2004,39465,346.88,2.47,344.41
Muscogee County,6.2,Georgia,2004,185057,221,4.74,216.26
Newton County,5.3,Georgia,2004,80603,279.19,2.76,276.43
Oconee County,3.2,Georgia,2004,27904,186.14,0.44,185.7
Oglethorpe County,4.5,Georgia,2004,13591,442.17,1.06,441.11
Paulding County,4.4,Georgia,2004,106350,315.06,1.63,313.43
Peach County,6.7,Georgia,2004,24818,151.46,0.4,151.06
Pickens County,4,Georgia,2004,26810,232.78,0.65,232.13
Pierce County,4.2,Georgia,2004,16755,343.9,0.65,343.25
Pike County,5,Georgia,2004,15474,219.43,1.06,218.37
Polk County,5,Georgia,2004,39564,312.13,0.99,311.14
Pulaski County,5.3,Georgia,2004,10646,249.89,2.47,247.42
Putnam County,5.1,Georgia,2004,19810,360.63,16.1,344.53
Quitman County,7.4,Georgia,2004,2457,160.92,9.38,151.54
Rabun County,3.7,Georgia,2004,15757,376.99,5.94,371.05
Randolph County,7.5,Georgia,2004,7726,430.89,1.64,429.25
Richmond County,6.4,Georgia,2004,196883,328.45,4.41,324.04
Rockdale County,5.3,Georgia,2004,76577,132.13,1.5,130.63
Schley County,6.3,Georgia,2004,4070,167.82,0.21,167.61
Screven County,5.5,Georgia,2004,15047,655.59,7.14,648.44
Seminole County,5.7,Georgia,2004,9065,256.56,18.52,238.04
Spalding County,6.2,Georgia,2004,60588,199.6,1.65,197.95
Stephens County,6.5,Georgia,2004,25314,184.23,4.97,179.26
Stewart County,11.2,Georgia,2004,5534,463.23,4.53,458.7
Sumter County,6.7,Georgia,2004,32902,492.54,7.26,485.28
Talbot County,7.6,Georgia,2004,6775,394.74,1.52,393.21
Taliaferro County,6.5,Georgia,2004,1903,195.47,0.08,195.39
Tattnall County,5.7,Georgia,2004,23034,488.22,4.53,483.69
Taylor County,6.4,Georgia,2004,8918,379.61,2.17,377.44
Telfair County,7.9,Georgia,2004,14685,444.08,2.99,441.09
Terrell County,6.7,Georgia,2004,10453,337.63,2.26,335.37
Thomas County,4.6,Georgia,2004,42762,552.08,3.78,548.3
Tift County,4.8,Georgia,2004,38622,268.86,3.81,265.05
Toombs County,6.3,Georgia,2004,26166,368.64,1.99,366.65
Towns County,3.3,Georgia,2004,9872,172.01,5.35,166.66
Treutlen County,6.3,Georgia,2004,6949,202.19,1.53,200.66
Troup County,6.1,Georgia,2004,62001,445.96,32.06,413.9
Turner County,4.8,Georgia,2004,9310,289.85,3.83,286.03
Twiggs County,6.3,Georgia,2004,10266,362.95,2.66,360.29
Union County,4.1,Georgia,2004,19378,329.02,6.47,322.55
Upson County,6.7,Georgia,2004,27514,327.64,2.15,325.48
Walker County,4.6,Georgia,2004,64228,447.03,0.45,446.58
Walton County,4.5,Georgia,2004,70334,330.05,0.87,329.18
Ware County,5.7,Georgia,2004,34991,906.31,4.02,902.29
Warren County,8.2,Georgia,2004,6195,286.74,1.22,285.52
Washington County,5.7,Georgia,2004,21088,684.37,4.03,680.34
Wayne County,5.8,Georgia,2004,28227,648.8,4.13,644.66
Webster County,7.5,Georgia,2004,2549,210.26,0.72,209.54
Wheeler County,6.2,Georgia,2004,6500,300.14,2.42,297.72
White County,4.6,Georgia,2004,24015,242.16,0.58,241.58
Whitfield County,4.7,Georgia,2004,91842,290.65,0.66,289.99
Wilcox County,5.7,Georgia,2004,8882,383.3,3,380.3
Wilkes County,6.9,Georgia,2004,10613,474,2.62,471.37
Wilkinson County,5.2,Georgia,2004,9968,452.01,5.45,446.56
Worth County,5.7,Georgia,2004,21873,574.58,4.86,569.73
Hawaii County,3.8,Hawaii,2004,162852,5086.7,1058.69,4028.02
Honolulu County,3.2,Hawaii,2004,907997,2126.85,1527.08,599.77
Kauai County,3.7,Hawaii,2004,62095,1266.37,643.93,622.44
Maui County,3.1,Hawaii,2004,140508,2398.74,1239.54,1159.2
Ada County,3.9,Idaho,2004,334926,1060.33,5.34,1054.99
Adams County,9.7,Idaho,2004,3693,1370,5.43,1364.58
Bannock County,4.3,Idaho,2004,76834,1147.46,34.16,1113.3
Bear Lake County,4.2,Idaho,2004,6170,1049.44,78.05,971.38
Benewah County,7.6,Idaho,2004,8907,783.98,7.91,776.07
Bingham County,4.1,Idaho,2004,42702,2120.24,25.51,2094.73
Blaine County,3.5,Idaho,2004,20811,2661.02,16.24,2644.78
Boise County,5.1,Idaho,2004,7004,1906.76,4.3,1902.46
Bonner County,5.5,Idaho,2004,38836,1919.59,181.92,1737.67
Bonneville County,3.2,Idaho,2004,89514,1900.65,32.18,1868.48
Boundary County,6.2,Idaho,2004,10163,1278.21,9.4,1268.81
Butte County,5.8,Idaho,2004,2812,2233.59,0.74,2232.85
Camas County,4.7,Idaho,2004,1022,1079.02,4.06,1074.96
Canyon County,5.1,Idaho,2004,157130,603.51,13.79,589.72
Caribou County,6.2,Idaho,2004,7106,1798.62,32.61,1766.01
Cassia County,5.2,Idaho,2004,21323,2580.31,13.86,2566.45
Clark County,6.2,Idaho,2004,923,1765.21,0.58,1764.63
Clearwater County,9.4,Idaho,2004,8610,2488.1,26.7,2461.4
Custer County,5.8,Idaho,2004,4129,4936.79,11.34,4925.45
Elmore County,5.3,Idaho,2004,26355,3100.51,22.93,3077.57
Franklin County,3.7,Idaho,2004,11959,668.36,2.92,665.43
Fremont County,3.9,Idaho,2004,12640,1895.59,28.84,1866.76
Gem County,4.8,Idaho,2004,15925,565.75,3.17,562.58
Gooding County,3.6,Idaho,2004,14562,733.84,3.06,730.78
Idaho County,6.9,Idaho,2004,15555,8502.48,17.59,8484.88
Jefferson County,3.8,Idaho,2004,20842,1105.55,10.47,1095.08
Jerome County,4.1,Idaho,2004,19331,601.87,2.03,599.84
Kootenai County,5.1,Idaho,2004,121002,1315.69,70.57,1245.12
Latah County,3.4,Idaho,2004,35864,1076.89,0.24,1076.65
Lemhi County,6.5,Idaho,2004,7660,4569.5,5.35,4564.16
Lewis County,3.3,Idaho,2004,3669,479.81,0.77,479.04
Lincoln County,4.6,Idaho,2004,4441,1205.86,0.33,1205.53
Madison County,2.7,Idaho,2004,31990,473.36,1.84,471.52
Minidoka County,7.5,Idaho,2004,19167,762.98,3.36,759.62
Nez Perce County,4.7,Idaho,2004,37798,856.36,7.28,849.08
Oneida County,3.1,Idaho,2004,4086,1201.61,1.28,1200.33
Owyhee County,2.6,Idaho,2004,10990,7696.71,18.72,7677.98
Payette County,7.4,Idaho,2004,21139,410.19,2.67,407.52
Power County,6.2,Idaho,2004,7432,1442.6,37.03,1405.57
Shoshone County,9.5,Idaho,2004,12781,2635.5,1.59,2633.91
Teton County,4.1,Idaho,2004,7460,450.57,0.21,450.36
Twin Falls County,4.2,Idaho,2004,68309,1928.47,3.44,1925.03
Valley County,5.8,Idaho,2004,8283,3733.66,55.84,3677.82
Washington County,6,Idaho,2004,9947,1473.54,17.23,1456.32
Adams County,3.9,Illinois,2004,66818,871.28,14.64,856.63
Alexander County,8.6,Illinois,2004,9186,252.54,16.16,236.38
Bond County,5.7,Illinois,2004,18101,382.67,2.46,380.2
Boone County,5.9,Illinois,2004,47893,281.94,0.68,281.27
Brown County,3.6,Illinois,2004,6968,307.24,1.59,305.65
Bureau County,5.2,Illinois,2004,34951,873.3,4.74,868.56
Calhoun County,5.5,Illinois,2004,5138,283.69,29.87,253.82
Carroll County,5.7,Illinois,2004,16102,465.77,21.56,444.21
Cass County,4.8,Illinois,2004,13640,383.73,7.83,375.9
Champaign County,4.2,Illinois,2004,188617,997.53,0.73,996.81
Christian County,6.2,Illinois,2004,35308,715.71,6.65,709.06
Clark County,5.7,Illinois,2004,16718,504.88,3.38,501.5
Clay County,7.1,Illinois,2004,14142,469.84,0.59,469.25
Clinton County,4.6,Illinois,2004,36495,503.48,29.25,474.23
Coles County,5,Illinois,2004,53182,510.07,1.78,508.29
Cook County,6.5,Illinois,2004,5252021,1635.04,689.36,945.68
Crawford County,5.6,Illinois,2004,20059,445.74,2.2,443.53
Cumberland County,5.8,Illinois,2004,11078,347,0.98,346.02
De Witt County,5.5,Illinois,2004,16671,405.15,7.58,397.58
Dekalb County,4.6,Illinois,2004,96106,634.97,0.81,634.16
Douglas County,4.5,Illinois,2004,20100,417.42,0.56,416.86
Du Page County,4.7,Illinois,2004,913940,336.55,2.95,333.61
Edgar County,5.7,Illinois,2004,19041,624.18,0.63,623.55
Edwards County,4.1,Illinois,2004,6825,222.66,0.31,222.35
Effingham County,6.5,Illinois,2004,34497,479.9,1.2,478.7
Fayette County,7.5,Illinois,2004,21056,725.36,8.87,716.49
Ford County,4.6,Illinois,2004,14135,486.42,0.52,485.9
Franklin County,7.3,Illinois,2004,39298,431.4,19.32,412.08
Fulton County,6.2,Illinois,2004,37630,882.59,16.97,865.62
Gallatin County,6.3,Illinois,2004,6071,328.41,4.68,323.73
Greene County,5.7,Illinois,2004,14411,546.34,3.25,543.09
Grundy County,6.2,Illinois,2004,41410,430.42,10.52,419.9
Hamilton County,5.7,Illinois,2004,8525,435.84,0.67,435.16
Hancock County,4.9,Illinois,2004,19577,814.54,19.92,794.62
Hardin County,8.1,Illinois,2004,4664,181.53,3.2,178.33
Henderson County,5.8,Illinois,2004,7912,395.12,16.31,378.81
Henry County,4.5,Illinois,2004,50509,825.6,2.38,823.21
Iroquois County,4.6,Illinois,2004,30493,1118.03,1.6,1116.43
Jackson County,4.6,Illinois,2004,59462,602.53,14.4,588.12
Jasper County,6.2,Illinois,2004,10010,498.02,3.62,494.4
Jefferson County,5.7,Illinois,2004,39638,583.71,12.76,570.96
Jersey County,5.3,Illinois,2004,22374,377.02,7.86,369.16
Jo Daviess County,4.3,Illinois,2004,22646,618.72,17.64,601.08
Johnson County,6.2,Illinois,2004,12903,348.88,4.25,344.63
Kane County,5.5,Illinois,2004,466884,524.08,3.64,520.44
Kankakee County,6.7,Illinois,2004,106744,681.44,4.7,676.75
Kendall County,4.8,Illinois,2004,73723,322.67,2.09,320.58
Knox County,8,Illinois,2004,53909,719.7,3.42,716.28
La Salle County,6.4,Illinois,2004,677735,1367.95,920.39,447.56
Lake County,4.8,Illinois,2004,112135,1148.04,13.12,1134.92
Lawrence County,5.5,Illinois,2004,16562,373.94,1.96,371.98
Lee County,4.9,Illinois,2004,35704,729.29,3.92,725.36
Livingston County,4.9,Illinois,2004,39145,1045.43,1.67,1043.76
Logan County,5.3,Illinois,2004,30981,619.01,0.87,618.14
Macon County,6.2,Illinois,2004,111181,585.38,4.86,580.52
Macoupin County,5.7,Illinois,2004,48612,867.61,4.04,863.57
Madison County,5.5,Illinois,2004,263722,740.35,15.33,725.02
Marion County,7.2,Illinois,2004,40229,575.71,3.44,572.26
Marshall County,4.2,Illinois,2004,13007,398.52,12.45,386.06
Mason County,7.6,Illinois,2004,15671,563.37,24.43,538.94
Massac County,5.6,Illinois,2004,15444,242.12,3.06,239.05
McDonough County,4.5,Illinois,2004,32798,590.02,0.75,589.27
McHenry County,4.9,Illinois,2004,287997,611.13,7.62,603.51
McLean County,4.7,Illinois,2004,159096,1186.29,2.76,1183.53
Menard County,4.8,Illinois,2004,12641,315.37,1.13,314.25
Mercer County,5.4,Illinois,2004,16795,568.88,7.86,561.02
Monroe County,3.9,Illinois,2004,30422,397.71,9.42,388.29
Montgomery County,7.7,Illinois,2004,30394,709.75,5.96,703.8
Morgan County,6.1,Illinois,2004,36332,572.26,3.51,568.76
Moultrie County,4.5,Illinois,2004,14521,344.47,8.87,335.6
Ogle County,5.1,Illinois,2004,52536,763.27,4.43,758.83
Peoria County,5.4,Illinois,2004,182613,630.89,11.36,619.52
Perry County,6.7,Illinois,2004,22630,446.81,5.85,440.96
Piatt County,4.1,Illinois,2004,16463,440.33,0.31,440.02
Pike County,4.7,Illinois,2004,16910,848.87,18.57,830.3
Pope County,6.7,Illinois,2004,4424,374.64,3.77,370.86
Pulaski County,8.1,Illinois,2004,6733,203.33,2.55,200.79
Putnam County,4.6,Illinois,2004,6015,172.24,12.45,159.8
Randolph County,5.7,Illinois,2004,33714,597.26,18.84,578.42
Richland County,5.8,Illinois,2004,16270,362.01,1.87,360.14
Rock Island County,4.7,Illinois,2004,147291,451.16,24.4,426.75
Saint Clair County,6.4,Illinois,2004,260214,673.95,10.15,663.81
Saline County,6.8,Illinois,2004,25763,386.98,3.67,383.31
Sangamon County,4.9,Illinois,2004,191885,877.01,8.82,868.18
Schuyler County,5,Illinois,2004,7374,441.39,4.07,437.31
Scott County,5.9,Illinois,2004,5467,252.77,1.85,250.92
Shelby County,5.8,Illinois,2004,22484,768.05,9.54,758.51
Stark County,5.7,Illinois,2004,6172,288.21,0.28,287.94
Stephenson County,5.8,Illinois,2004,48479,564.72,0.54,564.18
Tazewell County,5.2,Illinois,2004,129656,657.89,9.03,648.86
Union County,7.2,Illinois,2004,18048,422.13,5.97,416.16
Vermilion County,7.2,Illinois,2004,82955,902.14,3.06,899.08
Wabash County,5.9,Illinois,2004,12486,227.76,4.29,223.47
Warren County,5.5,Illinois,2004,17894,543.17,0.65,542.52
Washington County,4.4,Illinois,2004,15106,564.12,1.51,562.61
Wayne County,4.9,Illinois,2004,16881,715.56,1.66,713.9
White County,4.6,Illinois,2004,15089,501.7,6.83,494.87
Whiteside County,5.5,Illinois,2004,59352,697.01,12.24,684.77
Will County,5.7,Illinois,2004,605934,849.39,12.45,836.94
Williamson County,6,Illinois,2004,63379,444.38,20.96,423.41
Winnebago County,6.6,Illinois,2004,284337,519.27,5.54,513.74
Woodford County,4.2,Illinois,2004,36514,542.74,14.79,527.95
Adams County,3.9,Indiana,2004,33822,339.93,0.57,339.36
Allen County,5.3,Indiana,2004,340916,660.1,2.85,657.25
Bartholomew County,4.3,Indiana,2004,72882,409.36,2.52,406.84
Benton County,4.5,Indiana,2004,9016,406.4,0.09,406.31
Blackford County,7.2,Indiana,2004,13496,165.4,0.31,165.1
Boone County,4,Indiana,2004,50158,423.28,0.42,422.85
Brown County,4.7,Indiana,2004,15390,316.62,4.36,312.26
Carroll County,5.7,Indiana,2004,20148,375.05,2.8,372.26
Cass County,6.4,Indiana,2004,39921,414.92,2.06,412.87
Clark County,5.4,Indiana,2004,100435,376.2,1.16,375.04
Clay County,6.6,Indiana,2004,27015,360.39,2.78,357.62
Clinton County,5.8,Indiana,2004,33342,405.28,0.18,405.1
Crawford County,7.7,Indiana,2004,11029,308.85,3.17,305.68
Daviess County,3.8,Indiana,2004,30300,436.86,6.2,430.66
DeKalb County,5.9,Indiana,2004,41283,307.05,1.84,305.21
Dearborn County,5.2,Indiana,2004,48135,373.42,0.81,372.6
Decatur County,4.8,Indiana,2004,25208,363.84,0.97,362.88
Delaware County,6.4,Indiana,2004,118938,395.92,2.63,393.29
Dubois County,3.6,Indiana,2004,40950,435.23,5.14,430.09
Elkhart County,4.5,Indiana,2004,189316,467.85,4.03,463.81
Fayette County,8.5,Indiana,2004,24844,215.12,0.16,214.96
Floyd County,5.4,Indiana,2004,71465,148.31,0.31,148
Fountain County,5.5,Indiana,2004,17578,397.92,2.23,395.69
Franklin County,5.2,Indiana,2004,22852,391.34,5.33,386
Fulton County,5.2,Indiana,2004,20466,371.37,2.87,368.51
Gibson County,4.9,Indiana,2004,33198,499.05,10.27,488.78
Grant County,9.2,Indiana,2004,71479,414.83,0.81,414.03
Greene County,5.6,Indiana,2004,33384,545.91,4.18,541.73
Hamilton County,3.4,Indiana,2004,225319,402.73,4.79,397.94
Hancock County,4.3,Indiana,2004,60922,306.73,0.61,306.12
Harrison County,6.2,Indiana,2004,36736,486.88,1.66,485.22
Hendricks County,4.1,Indiana,2004,124115,408.88,0.48,408.39
Henry County,7.2,Indiana,2004,48184,394.9,1.97,392.93
Howard County,6.3,Indiana,2004,84291,293.93,0.86,293.07
Huntington County,5.8,Indiana,2004,37768,387.94,5.35,382.59
Jackson County,4.7,Indiana,2004,41417,513.75,4.44,509.31
Jasper County,4.7,Indiana,2004,31503,561.22,1.36,559.87
Jay County,5.6,Indiana,2004,21651,383.82,0.18,383.64
Jefferson County,4.7,Indiana,2004,31787,362.94,1.58,361.37
Jennings County,6,Indiana,2004,28202,378.35,1.13,377.22
Johnson County,4.8,Indiana,2004,124192,321.56,1.36,320.19
Knox County,4.7,Indiana,2004,38712,524.06,8.22,515.83
Kosciusko County,4.3,Indiana,2004,75447,554.34,16.84,537.5
LaGrange County,4.2,Indiana,2004,36017,386.72,7.15,379.56
LaPorte County,5.8,Indiana,2004,108914,613.04,14.8,598.24
Lake County,6.1,Indiana,2004,487405,626.34,129.36,496.98
Lawrence County,7.4,Indiana,2004,46106,452.07,3.24,448.83
Madison County,6.2,Indiana,2004,131366,452.91,0.78,452.13
Marion County,5.6,Indiana,2004,870378,403.04,6.79,396.25
Marshall County,5.1,Indiana,2004,46288,449.92,5.65,444.27
Martin County,5.1,Indiana,2004,10361,340.53,4.39,336.14
Miami County,6.2,Indiana,2004,37120,377.36,1.74,375.62
Monroe County,4.3,Indiana,2004,126359,411.32,16.97,394.35
Montgomery County,4.6,Indiana,2004,37795,505.34,0.83,504.51
Morgan County,4.8,Indiana,2004,67795,409.39,2.92,406.47
Newton County,4.3,Indiana,2004,14386,403.53,1.68,401.85
Noble County,5.7,Indiana,2004,46996,417.61,6.5,411.11
Ohio County,5.4,Indiana,2004,5868,87.47,0.75,86.72
Orange County,7.8,Indiana,2004,19624,408.2,8.68,399.52
Owen County,4.8,Indiana,2004,22190,387.83,2.65,385.18
Parke County,6.7,Indiana,2004,17460,450.1,5.32,444.77
Perry County,5.6,Indiana,2004,19148,386.34,4.95,381.39
Pike County,6.6,Indiana,2004,13047,341.08,4.91,336.18
Porter County,4.6,Indiana,2004,153664,521.61,103.5,418.11
Posey County,4.4,Indiana,2004,26664,419.45,10.95,408.5
Pulaski County,4.8,Indiana,2004,13667,434.57,0.89,433.68
Putnam County,4.8,Indiana,2004,37516,482.58,2.27,480.31
Randolph County,6.9,Indiana,2004,26582,453.23,0.39,452.83
Ripley County,5.1,Indiana,2004,27849,447.91,1.55,446.36
Rush County,4.8,Indiana,2004,17869,408.62,0.34,408.28
Saint Joseph County,5,Indiana,2004,264541,460.97,3.63,457.34
Scott County,6,Indiana,2004,23626,192.73,2.34,190.39
Shelby County,5.1,Indiana,2004,43488,413.11,0.47,412.64
Spencer County,6.1,Indiana,2004,20605,401.23,2.55,398.69
Starke County,6.8,Indiana,2004,23310,312.31,3,309.31
Steuben County,5.8,Indiana,2004,33718,322.48,13.76,308.72
Sullivan County,7.8,Indiana,2004,21809,454.04,6.85,447.2
Switzerland County,4.7,Indiana,2004,9863,223.52,2.34,221.18
Tippecanoe County,4.7,Indiana,2004,155832,503.07,3.28,499.79
Tipton County,5,Indiana,2004,16510,260.41,0.02,260.39
Union County,5.3,Indiana,2004,7291,165.25,3.7,161.55
Vanderburgh County,5.1,Indiana,2004,175113,235.74,1.16,234.57
Vermillion County,7.9,Indiana,2004,16515,259.94,3.05,256.89
Vigo County,6.7,Indiana,2004,104662,410.47,7.17,403.29
Wabash County,6.1,Indiana,2004,34131,421.07,7.9,413.17
Warren County,4.1,Indiana,2004,8609,366.6,1.72,364.88
Warrick County,4.6,Indiana,2004,55171,390.86,6.79,384.07
Washington County,6.3,Indiana,2004,27854,516.53,2.12,514.42
Wayne County,7.2,Indiana,2004,70070,404.34,0.78,403.57
Wells County,5.1,Indiana,2004,27826,370.41,0.45,369.96
White County,6.2,Indiana,2004,24976,508.8,3.56,505.24
Whitley County,4.9,Indiana,2004,31841,337.9,2.38,335.52
Adair County,3.7,Iowa,2004,8019,570.31,1,569.3
Adams County,4.6,Iowa,2004,4307,425.41,1.87,423.54
Allamakee County,4.4,Iowa,2004,14324,658.71,19.14,639.56
Appanoose County,4.9,Iowa,2004,13462,516.35,20.1,496.25
Audubon County,3.7,Iowa,2004,6430,443.58,0.44,443.13
Benton County,4.3,Iowa,2004,26181,718.45,2.06,716.39
