county,oct_rate,state,year
Fayette County,4.5,Iowa,2004
Floyd County,4,Iowa,2004
Franklin County,4.2,Iowa,2004
Fremont County,3.9,Iowa,2004
Greene County,3.6,Iowa,2004
Grundy County,3.1,Iowa,2004
Guthrie County,3,Iowa,2004
Hamilton County,4.1,Iowa,2004
Hancock County,3.8,Iowa,2004
Hardin County,4.7,Iowa,2004
Harrison County,4.9,Iowa,2004
Henry County,5.2,Iowa,2004
Howard County,3.7,Iowa,2004
Humboldt County,3.6,Iowa,2004
Ida County,4,Iowa,2004
Iowa County,4.1,Iowa,2004
Jackson County,4.4,Iowa,2004
Jasper County,5.9,Iowa,2004
Jefferson County,4.7,Iowa,2004
Johnson County,3.2,Iowa,2004
Jones County,3.9,Iowa,2004
Keokuk County,4.2,Iowa,2004
Kossuth County,6.1,Iowa,2004
Lee County,6.1,Iowa,2004
Linn County,4.5,Iowa,2004
Louisa County,3.9,Iowa,2004
Lucas County,5.6,Iowa,2004
Lyon County,3,Iowa,2004
Madison County,4,Iowa,2004
Mahaska County,4,Iowa,2004
Marion County,3.7,Iowa,2004
Marshall County,4.9,Iowa,2004
Mills County,4.3,Iowa,2004
Mitchell County,3.4,Iowa,2004
Monona County,4.8,Iowa,2004
Monroe County,4.9,Iowa,2004
Montgomery County,3.6,Iowa,2004
Muscatine County,3.7,Iowa,2004
O'Brien County,3.3,Iowa,2004
Osceola County,3.2,Iowa,2004
Page County,3.6,Iowa,2004
Palo Alto County,3.3,Iowa,2004
Plymouth County,3.7,Iowa,2004
Pocahontas County,4.7,Iowa,2004
Polk County,4,Iowa,2004
Pottawattamie County,5,Iowa,2004
Poweshiek County,4.3,Iowa,2004
Ringgold County,4.1,Iowa,2004
Sac County,3.3,Iowa,2004
Scott County,4.5,Iowa,2004
Shelby County,3.1,Iowa,2004
Sioux County,2.5,Iowa,2004
Story County,2.8,Iowa,2004
Tama County,6.5,Iowa,2004
Taylor County,3.6,Iowa,2004
Union County,4.6,Iowa,2004
Van Buren County,4.6,Iowa,2004
Wapello County,5.1,Iowa,2004
Warren County,3.5,Iowa,2004
Washington County,3.9,Iowa,2004
Wayne County,4.5,Iowa,2004
Webster County,4.3,Iowa,2004
Winnebago County,3.2,Iowa,2004
Winneshiek County,3.2,Iowa,2004
Woodbury County,4.8,Iowa,2004
Worth County,3.4,Iowa,2004
Wright County,4,Iowa,2004
Allen County,5.6,Kansas,2004
Anderson County,5.7,Kansas,2004
Atchison County,5.3,Kansas,2004
Barber County,3.7,Kansas,2004
Barton County,4.3,Kansas,2004
Bourbon County,5.3,Kansas,2004
Brown County,5,Kansas,2004
Butler County,5.4,Kansas,2004
Chase County,3.9,Kansas,2004
Chautauqua County,5.5,Kansas,2004
Cherokee County,6.8,Kansas,2004
Cheyenne County,4.2,Kansas,2004
Clark County,3.8,Kansas,2004
Clay County,4.1,Kansas,2004
Cloud County,3.6,Kansas,2004
Coffey County,4.8,Kansas,2004
Comanche County,3.2,Kansas,2004
Cowley County,5.7,Kansas,2004
Crawford County,5.9,Kansas,2004
Decatur County,3.6,Kansas,2004
Dickinson County,4.5,Kansas,2004
Doniphan County,8,Kansas,2004
Douglas County,4,Kansas,2004
Edwards County,3.7,Kansas,2004
Elk County,4.5,Kansas,2004
Ellis County,3.7,Kansas,2004
Ellsworth County,4.2,Kansas,2004
Finney County,4,Kansas,2004
Ford County,3.6,Kansas,2004
Franklin County,5.4,Kansas,2004
Geary County,6.2,Kansas,2004
Gove County,3.4,Kansas,2004
Graham County,3.9,Kansas,2004
Grant County,3.9,Kansas,2004
Gray County,3,Kansas,2004
Greeley County,3.8,Kansas,2004
Greenwood County,6.5,Kansas,2004
Hamilton County,3.9,Kansas,2004
Harper County,4,Kansas,2004
Harvey County,4.3,Kansas,2004
Haskell County,3.5,Kansas,2004
Hodgeman County,3.9,Kansas,2004
Jackson County,5.5,Kansas,2004
Jefferson County,5.4,Kansas,2004
Jewell County,3.2,Kansas,2004
Johnson County,4.6,Kansas,2004
Kearny County,4.3,Kansas,2004
Kingman County,4.6,Kansas,2004
Kiowa County,3.6,Kansas,2004
Labette County,6.5,Kansas,2004
Lane County,4.6,Kansas,2004
Leavenworth County,5.6,Kansas,2004
Lincoln County,4.2,Kansas,2004
Linn County,6.8,Kansas,2004
Logan County,3.6,Kansas,2004
Lyon County,4.4,Kansas,2004
Marion County,4.6,Kansas,2004
Marshall County,3.5,Kansas,2004
McPherson County,3.9,Kansas,2004
Meade County,3.8,Kansas,2004
Miami County,4.6,Kansas,2004
Mitchell County,3.7,Kansas,2004
Montgomery County,6.4,Kansas,2004
Morris County,4.7,Kansas,2004
Morton County,3.5,Kansas,2004
Nemaha County,3.7,Kansas,2004
Neosho County,4.7,Kansas,2004
Ness County,3.6,Kansas,2004
Norton County,4.4,Kansas,2004
Osage County,6,Kansas,2004
Osborne County,3.9,Kansas,2004
Ottawa County,4.8,Kansas,2004
Pawnee County,3.7,Kansas,2004
Phillips County,3.6,Kansas,2004
Pottawatomie County,4,Kansas,2004
Pratt County,3.4,Kansas,2004
Rawlins County,4.3,Kansas,2004
Reno County,5.1,Kansas,2004
Republic County,4.3,Kansas,2004
Rice County,4.5,Kansas,2004
Riley County,4,Kansas,2004
Rooks County,5.6,Kansas,2004
Rush County,4.5,Kansas,2004
Russell County,4.7,Kansas,2004
Saline County,4.3,Kansas,2004
Scott County,3.2,Kansas,2004
Sedgwick County,5.7,Kansas,2004
Seward County,4.2,Kansas,2004
Shawnee County,6.1,Kansas,2004
Sheridan County,3.1,Kansas,2004
Sherman County,3.5,Kansas,2004
Smith County,3.8,Kansas,2004
Stafford County,4.3,Kansas,2004
Stanton County,3.4,Kansas,2004
Stevens County,4.6,Kansas,2004
Sumner County,5.5,Kansas,2004
Thomas County,3.5,Kansas,2004
Trego County,3.5,Kansas,2004
Wabaunsee County,4.7,Kansas,2004
Wallace County,3.4,Kansas,2004
Washington County,3.7,Kansas,2004
Wichita County,3.8,Kansas,2004
Wilson County,5,Kansas,2004
Woodson County,6.8,Kansas,2004
Wyandotte County,8.3,Kansas,2004
Adair County,4.1,Kentucky,2004
Allen County,5.9,Kentucky,2004
Anderson County,3.6,Kentucky,2004
Ballard County,5.4,Kentucky,2004
Barren County,3.6,Kentucky,2004
Bath County,4.3,Kentucky,2004
Bell County,5.9,Kentucky,2004
Boone County,3.8,Kentucky,2004
Bourbon County,4,Kentucky,2004
Boyd County,5.1,Kentucky,2004
Boyle County,5.6,Kentucky,2004
Bracken County,4.9,Kentucky,2004
Breathitt County,5.9,Kentucky,2004
Breckinridge County,5.3,Kentucky,2004
Bullitt County,4.2,Kentucky,2004
Butler County,5.5,Kentucky,2004
Caldwell County,4.5,Kentucky,2004
Calloway County,4.1,Kentucky,2004
Campbell County,4.1,Kentucky,2004
Carlisle County,5.7,Kentucky,2004
Carroll County,4.2,Kentucky,2004
Carter County,6.8,Kentucky,2004
Casey County,5.5,Kentucky,2004
Christian County,5.3,Kentucky,2004
Clark County,4.3,Kentucky,2004
Clay County,6.2,Kentucky,2004
Clinton County,5.3,Kentucky,2004
Crittenden County,4.9,Kentucky,2004
Cumberland County,5.9,Kentucky,2004
Daviess County,4.5,Kentucky,2004
Edmonson County,4.3,Kentucky,2004
Elliott County,9.1,Kentucky,2004
Estill County,6.1,Kentucky,2004
Fayette County,3.6,Kentucky,2004
Fleming County,5,Kentucky,2004
Floyd County,5.9,Kentucky,2004
Franklin County,3.7,Kentucky,2004
Fulton County,7,Kentucky,2004
Gallatin County,5.1,Kentucky,2004
Garrard County,4.6,Kentucky,2004
Grant County,4.4,Kentucky,2004
Graves County,6.3,Kentucky,2004
Grayson County,6,Kentucky,2004
Green County,4.5,Kentucky,2004
Greenup County,5.1,Kentucky,2004
Hancock County,4.8,Kentucky,2004
Hardin County,4.3,Kentucky,2004
Harlan County,6.3,Kentucky,2004
Harrison County,4.6,Kentucky,2004
Hart County,4.2,Kentucky,2004
Henderson County,3.6,Kentucky,2004
Henry County,4.4,Kentucky,2004
Hickman County,7,Kentucky,2004
Hopkins County,4.3,Kentucky,2004
Jackson County,5.1,Kentucky,2004
Jefferson County,4.5,Kentucky,2004
Jessamine County,3.7,Kentucky,2004
Johnson County,5.7,Kentucky,2004
Kenton County,3.9,Kentucky,2004
Knott County,5.6,Kentucky,2004
Knox County,5.4,Kentucky,2004
Larue County,4.3,Kentucky,2004
Laurel County,4.5,Kentucky,2004
Lawrence County,6.6,Kentucky,2004
Lee County,6.1,Kentucky,2004
Leslie County,7,Kentucky,2004
Letcher County,6.1,Kentucky,2004
Lewis County,5.8,Kentucky,2004
Lincoln County,5.6,Kentucky,2004
Livingston County,4.4,Kentucky,2004
Logan County,5.2,Kentucky,2004
Lyon County,5.5,Kentucky,2004
Madison County,4.1,Kentucky,2004
Magoffin County,10.5,Kentucky,2004
Marion County,4.2,Kentucky,2004
Marshall County,5.2,Kentucky,2004
Martin County,6.3,Kentucky,2004
Mason County,5.8,Kentucky,2004
McCracken County,4.4,Kentucky,2004
McCreary County,6.8,Kentucky,2004
McLean County,5.6,Kentucky,2004
Meade County,4.9,Kentucky,2004
Menifee County,4.8,Kentucky,2004
Mercer County,4.4,Kentucky,2004
Metcalfe County,3.9,Kentucky,2004
Monroe County,3.9,Kentucky,2004
Montgomery County,5,Kentucky,2004
Morgan County,7.1,Kentucky,2004
Muhlenberg County,6.3,Kentucky,2004
Nelson County,3.9,Kentucky,2004
Nicholas County,5,Kentucky,2004
Ohio County,4.8,Kentucky,2004
Oldham County,3.4,Kentucky,2004
Owen County,4.7,Kentucky,2004
Owsley County,6.1,Kentucky,2004
Pendleton County,4,Kentucky,2004
Perry County,6.5,Kentucky,2004
Pike County,5.6,Kentucky,2004
Powell County,6.3,Kentucky,2004
Pulaski County,4.5,Kentucky,2004
Robertson County,5.2,Kentucky,2004
Rockcastle County,4.5,Kentucky,2004
Rowan County,4.1,Kentucky,2004
Russell County,4.9,Kentucky,2004
Scott County,3.9,Kentucky,2004
Shelby County,3.7,Kentucky,2004
Simpson County,4.2,Kentucky,2004
Spencer County,4,Kentucky,2004
Taylor County,4.4,Kentucky,2004
Todd County,4,Kentucky,2004
Trigg County,3.8,Kentucky,2004
Trimble County,4.2,Kentucky,2004
Union County,4.4,Kentucky,2004
Warren County,3.8,Kentucky,2004
Washington County,4.7,Kentucky,2004
Wayne County,4.7,Kentucky,2004
Webster County,3.5,Kentucky,2004
Whitley County,4.6,Kentucky,2004
Wolfe County,8,Kentucky,2004
Woodford County,3.2,Kentucky,2004
Acadia Parish,5.3,Louisiana,2004
Allen Parish,7.5,Louisiana,2004
Ascension Parish,6,Louisiana,2004
Assumption Parish,8.7,Louisiana,2004
Avoyelles Parish,6.9,Louisiana,2004
Beauregard Parish,5.9,Louisiana,2004
Bienville Parish,7.5,Louisiana,2004
Bossier Parish,5.2,Louisiana,2004
Caddo Parish,5.9,Louisiana,2004
Calcasieu Parish,5,Louisiana,2004
Caldwell Parish,7.6,Louisiana,2004
Cameron Parish,4,Louisiana,2004
Catahoula Parish,6.5,Louisiana,2004
Claiborne Parish,6.1,Louisiana,2004
Concordia Parish,10.1,Louisiana,2004
De Soto Parish,6.3,Louisiana,2004
East Baton Rouge Parish,5.4,Louisiana,2004
East Carroll Parish,11.4,Louisiana,2004
East Feliciana Parish,7.1,Louisiana,2004
Evangeline Parish,6.1,Louisiana,2004
Franklin Parish,7.7,Louisiana,2004
Grant Parish,5.9,Louisiana,2004
Iberia Parish,6.2,Louisiana,2004
Iberville Parish,8.8,Louisiana,2004
Jackson Parish,5.9,Louisiana,2004
Jefferson Davis Parish,4.6,Louisiana,2004
Jefferson Parish,4.8,Louisiana,2004
La Salle Parish,5.2,Louisiana,2004
Lafayette Parish,4.1,Louisiana,2004
Lafourche Parish,4.8,Louisiana,2004
Lincoln Parish,6.1,Louisiana,2004
Livingston Parish,6.1,Louisiana,2004
Madison Parish,9.7,Louisiana,2004
Morehouse Parish,9.2,Louisiana,2004
Natchitoches Parish,6.2,Louisiana,2004
Orleans Parish,6,Louisiana,2004
Ouachita Parish,5.3,Louisiana,2004
Plaquemines Parish,5.1,Louisiana,2004
Pointe Coupee Parish,6.7,Louisiana,2004
Rapides Parish,5,Louisiana,2004
Red River Parish,10,Louisiana,2004
Richland Parish,7.2,Louisiana,2004
Sabine Parish,5.6,Louisiana,2004
Saint Bernard Parish,5.1,Louisiana,2004
Saint Charles Parish,5.2,Louisiana,2004
Saint Helena Parish,5.8,Louisiana,2004
Saint James Parish,9.6,Louisiana,2004
Saint John the Baptist Parish,6.6,Louisiana,2004
Saint Landry Parish,6.1,Louisiana,2004
Saint Martin Parish,5.3,Louisiana,2004
Saint Mary Parish,8.8,Louisiana,2004
Saint Tammany Parish,4.3,Louisiana,2004
Tangipahoa Parish,6.2,Louisiana,2004
Tensas Parish,7.4,Louisiana,2004
Terrebonne Parish,4.9,Louisiana,2004
Union Parish,6.2,Louisiana,2004
Vermilion Parish,5.1,Louisiana,2004
Vernon Parish,4.4,Louisiana,2004
Washington Parish,7.2,Louisiana,2004
Webster Parish,6.4,Louisiana,2004
West Baton Rouge Parish,6.4,Louisiana,2004
West Carroll Parish,10.6,Louisiana,2004
West Feliciana Parish,5.8,Louisiana,2004
Winn Parish,5.9,Louisiana,2004
Androscoggin County,4.2,Maine,2004
Aroostook County,5.3,Maine,2004
Cumberland County,3.3,Maine,2004
Franklin County,5.5,Maine,2004
Hancock County,3.8,Maine,2004
Kennebec County,4.4,Maine,2004
Knox County,3.3,Maine,2004
Lincoln County,3.4,Maine,2004
Oxford County,5.1,Maine,2004
Penobscot County,5,Maine,2004
Piscataquis County,5.6,Maine,2004
Sagadahoc County,3.6,Maine,2004
Somerset County,6.7,Maine,2004
Waldo County,4.4,Maine,2004
Washington County,6.7,Maine,2004
York County,3.6,Maine,2004
Allegany County,5.3,Maryland,2004
Anne Arundel County,3.5,Maryland,2004
Baltimore City,6.9,Maryland,2004
Baltimore County,4.2,Maryland,2004
Calvert County,3.3,Maryland,2004
Caroline County,4.1,Maryland,2004
Carroll County,3.1,Maryland,2004
Cecil County,4,Maryland,2004
Charles County,3.2,Maryland,2004
Dorchester County,4.7,Maryland,2004
Frederick County,3,Maryland,2004
Garrett County,4,Maryland,2004
Harford County,3.6,Maryland,2004
Howard County,3.1,Maryland,2004
Kent County,3.8,Maryland,2004
Montgomery County,3,Maryland,2004
Prince George's County,4.3,Maryland,2004
Queen Anne's County,3.3,Maryland,2004
Saint Mary's County,3.2,Maryland,2004
Somerset County,5.7,Maryland,2004
Talbot County,3.4,Maryland,2004
Washington County,4,Maryland,2004
Wicomico County,4,Maryland,2004
Worcester County,5.7,Maryland,2004
Barnstable County,3.6,Massachusetts,2004
Berkshire County,3.8,Massachusetts,2004
Bristol County,5,Massachusetts,2004
Dukes County,2.7,Massachusetts,2004
Essex County,4.9,Massachusetts,2004
Franklin County,3.4,Massachusetts,2004
Hampden County,5.2,Massachusetts,2004
Hampshire County,3.4,Massachusetts,2004
Middlesex County,3.8,Massachusetts,2004
Nantucket County,1.7,Massachusetts,2004
Norfolk County,3.9,Massachusetts,2004
Plymouth County,4.3,Massachusetts,2004
Suffolk County,5.1,Massachusetts,2004
Worcester County,4.7,Massachusetts,2004
Alcona County,9.2,Michigan,2004
Alger County,6.3,Michigan,2004
Allegan County,5.6,Michigan,2004
Alpena County,6.6,Michigan,2004
Antrim County,6.3,Michigan,2004
Arenac County,7.6,Michigan,2004
Baraga County,9.6,Michigan,2004
Barry County,5,Michigan,2004
Bay County,6.3,Michigan,2004
Benzie County,5.5,Michigan,2004
Berrien County,6.4,Michigan,2004
Branch County,6,Michigan,2004
Calhoun County,5.9,Michigan,2004
Cass County,3.7,Michigan,2004
Charlevoix County,5.9,Michigan,2004
Cheboygan County,4.7,Michigan,2004
Chippewa County,6.1,Michigan,2004
Clare County,7.7,Michigan,2004
Clinton County,5.7,Michigan,2004
Crawford County,5.9,Michigan,2004
Delta County,6,Michigan,2004
Dickinson County,5.3,Michigan,2004
Eaton County,5.5,Michigan,2004
Emmet County,5.6,Michigan,2004
Genesee County,6.9,Michigan,2004
Gladwin County,8.3,Michigan,2004
Gogebic County,6.4,Michigan,2004
Grand Traverse County,5.4,Michigan,2004
Gratiot County,7.8,Michigan,2004
Hillsdale County,7.2,Michigan,2004
Houghton County,4.6,Michigan,2004
Huron County,6.5,Michigan,2004
Ingham County,6.2,Michigan,2004
Ionia County,7.7,Michigan,2004
Iosco County,7.1,Michigan,2004
Iron County,5.8,Michigan,2004
Isabella County,4.1,Michigan,2004
Jackson County,6.3,Michigan,2004
Kalamazoo County,5.1,Michigan,2004
Kalkaska County,5.8,Michigan,2004
Kent County,5.6,Michigan,2004
Keweenaw County,8.1,Michigan,2004
Lake County,8.8,Michigan,2004
Lapeer County,6.7,Michigan,2004
Leelanau County,4.3,Michigan,2004
Lenawee County,6.2,Michigan,2004
Livingston County,4.9,Michigan,2004
Luce County,6.1,Michigan,2004
Mackinac County,4,Michigan,2004
Macomb County,6.8,Michigan,2004
Manistee County,6.7,Michigan,2004
Marquette County,4.6,Michigan,2004
Mason County,7,Michigan,2004
Mecosta County,5.7,Michigan,2004
Menominee County,4.4,Michigan,2004
Midland County,5.4,Michigan,2004
Missaukee County,5.7,Michigan,2004
Monroe County,5.2,Michigan,2004
Montcalm County,6.7,Michigan,2004
Montmorency County,8.8,Michigan,2004
Muskegon County,6.4,Michigan,2004
Newaygo County,5.7,Michigan,2004
Oakland County,5.7,Michigan,2004
Oceana County,6.2,Michigan,2004
Ogemaw County,6.4,Michigan,2004
Ontonagon County,5.9,Michigan,2004
Osceola County,7.4,Michigan,2004
Oscoda County,9,Michigan,2004
Otsego County,6,Michigan,2004
Ottawa County,4.8,Michigan,2004
Presque Isle County,7.5,Michigan,2004
Roscommon County,6.4,Michigan,2004
Saginaw County,7.4,Michigan,2004
Saint Clair County,7.4,Michigan,2004
Saint Joseph County,5.5,Michigan,2004
Sanilac County,7.1,Michigan,2004
Schoolcraft County,7.7,Michigan,2004
Shiawassee County,7.1,Michigan,2004
Tuscola County,7,Michigan,2004
Van Buren County,5.9,Michigan,2004
Washtenaw County,3.8,Michigan,2004
Wayne County,8.7,Michigan,2004
Wexford County,6.9,Michigan,2004
Aitkin County,5,Minnesota,2004
Anoka County,3.9,Minnesota,2004
Becker County,4.1,Minnesota,2004
Beltrami County,4.4,Minnesota,2004
Benton County,3.8,Minnesota,2004
Big Stone County,3.3,Minnesota,2004
Blue Earth County,3.2,Minnesota,2004
Brown County,3.3,Minnesota,2004
Carlton County,4.7,Minnesota,2004
Carver County,3.3,Minnesota,2004
Cass County,5.1,Minnesota,2004
Chippewa County,3.6,Minnesota,2004
Chisago County,3.8,Minnesota,2004
Clay County,2.4,Minnesota,2004
Clearwater County,6.8,Minnesota,2004
Cook County,3.2,Minnesota,2004
Cottonwood County,3.4,Minnesota,2004
Crow Wing County,4.1,Minnesota,2004
Dakota County,3.6,Minnesota,2004
Dodge County,3.2,Minnesota,2004
Douglas County,2.8,Minnesota,2004
Faribault County,4.7,Minnesota,2004
Fillmore County,3.8,Minnesota,2004
Freeborn County,4.6,Minnesota,2004
Goodhue County,3.9,Minnesota,2004
Grant County,3.4,Minnesota,2004
Hennepin County,4,Minnesota,2004
Houston County,3.6,Minnesota,2004
Hubbard County,4.4,Minnesota,2004
Isanti County,3.9,Minnesota,2004
Itasca County,5.8,Minnesota,2004
Jackson County,3.1,Minnesota,2004
Kanabec County,5.1,Minnesota,2004
Kandiyohi County,3.4,Minnesota,2004
Kittson County,4.7,Minnesota,2004
Koochiching County,5,Minnesota,2004
Lac qui Parle County,3.3,Minnesota,2004
Lake County,3.8,Minnesota,2004
Lake of the Woods County,4.2,Minnesota,2004
Le Sueur County,4,Minnesota,2004
Lincoln County,2.9,Minnesota,2004
Lyon County,2.8,Minnesota,2004
Mahnomen County,4.5,Minnesota,2004
Marshall County,4.3,Minnesota,2004
Martin County,4,Minnesota,2004
McLeod County,3.9,Minnesota,2004
Meeker County,3.9,Minnesota,2004
Mille Lacs County,5.2,Minnesota,2004
Morrison County,3.9,Minnesota,2004
Mower County,3.9,Minnesota,2004
Murray County,2.9,Minnesota,2004
Nicollet County,2.9,Minnesota,2004
Nobles County,3.4,Minnesota,2004
Norman County,3.6,Minnesota,2004
Olmsted County,3.4,Minnesota,2004
Otter Tail County,3.7,Minnesota,2004
Pennington County,3.5,Minnesota,2004
Pine County,5,Minnesota,2004
Pipestone County,3.2,Minnesota,2004
Polk County,3.3,Minnesota,2004
Pope County,3,Minnesota,2004
Ramsey County,4.2,Minnesota,2004
Red Lake County,4.1,Minnesota,2004
Redwood County,3.2,Minnesota,2004
Renville County,3.7,Minnesota,2004
Rice County,3.9,Minnesota,2004
Rock County,2.9,Minnesota,2004
Roseau County,3.1,Minnesota,2004
Saint Louis County,4.7,Minnesota,2004
Scott County,3.3,Minnesota,2004
Sherburne County,3.8,Minnesota,2004
Sibley County,3.9,Minnesota,2004
Stearns County,3.5,Minnesota,2004
Steele County,3.5,Minnesota,2004
Stevens County,2.7,Minnesota,2004
Swift County,3.5,Minnesota,2004
Todd County,3.6,Minnesota,2004
Traverse County,3.2,Minnesota,2004
Wabasha County,3.4,Minnesota,2004
Wadena County,4.9,Minnesota,2004
Waseca County,4.1,Minnesota,2004
Washington County,3.5,Minnesota,2004
Watonwan County,3.4,Minnesota,2004
Wilkin County,3,Minnesota,2004
Winona County,3.4,Minnesota,2004
Wright County,3.6,Minnesota,2004
Yellow Medicine County,3.9,Minnesota,2004
Adams County,7.1,Mississippi,2004
Alcorn County,7,Mississippi,2004
Amite County,6.4,Mississippi,2004
Attala County,8.5,Mississippi,2004
Benton County,10.4,Mississippi,2004
Bolivar County,7.7,Mississippi,2004
Calhoun County,6.7,Mississippi,2004
Carroll County,6.3,Mississippi,2004
Chickasaw County,9.2,Mississippi,2004
Choctaw County,7.7,Mississippi,2004
Claiborne County,10.6,Mississippi,2004
Clarke County,7.6,Mississippi,2004
Clay County,9.6,Mississippi,2004
Coahoma County,8.3,Mississippi,2004
Copiah County,7.7,Mississippi,2004
Covington County,6,Mississippi,2004
Desoto County,4.2,Mississippi,2004
Forrest County,5.9,Mississippi,2004
Franklin County,8.2,Mississippi,2004
George County,8.7,Mississippi,2004
Greene County,8.9,Mississippi,2004
Grenada County,7.2,Mississippi,2004
Hancock County,5.6,Mississippi,2004
Harrison County,5.7,Mississippi,2004
Hinds County,6.3,Mississippi,2004
Holmes County,9.8,Mississippi,2004
Humphreys County,7.4,Mississippi,2004
Issaquena County,8,Mississippi,2004
Itawamba County,6.1,Mississippi,2004
Jackson County,6.3,Mississippi,2004
Jasper County,7.9,Mississippi,2004
Jefferson County,12.7,Mississippi,2004
Jefferson Davis County,8.1,Mississippi,2004
Jones County,5.7,Mississippi,2004
Kemper County,9,Mississippi,2004
Lafayette County,5.3,Mississippi,2004
Lamar County,4.7,Mississippi,2004
Lauderdale County,7.2,Mississippi,2004
Lawrence County,7.4,Mississippi,2004
Leake County,7,Mississippi,2004
Lee County,6.3,Mississippi,2004
Leflore County,8.4,Mississippi,2004
Lincoln County,6.7,Mississippi,2004
Lowndes County,7.8,Mississippi,2004
Madison County,5,Mississippi,2004
Marion County,7.2,Mississippi,2004
Marshall County,8.9,Mississippi,2004
Monroe County,7.9,Mississippi,2004
Montgomery County,7.8,Mississippi,2004
Neshoba County,6.7,Mississippi,2004
Newton County,6.4,Mississippi,2004
Noxubee County,13.9,Mississippi,2004
Oktibbeha County,6,Mississippi,2004
Panola County,9.4,Mississippi,2004
Pearl River County,6,Mississippi,2004
Perry County,7.5,Mississippi,2004
Pike County,7.7,Mississippi,2004
Pontotoc County,5.4,Mississippi,2004
Prentiss County,7.7,Mississippi,2004
Quitman County,8.8,Mississippi,2004
Rankin County,4.5,Mississippi,2004
Scott County,5.5,Mississippi,2004
Sharkey County,8.2,Mississippi,2004
Simpson County,5.8,Mississippi,2004
Smith County,5.7,Mississippi,2004
Stone County,6,Mississippi,2004
Sunflower County,8.5,Mississippi,2004
Tallahatchie County,8.1,Mississippi,2004
Tate County,6.5,Mississippi,2004
Tippah County,7.1,Mississippi,2004
Tishomingo County,8.4,Mississippi,2004
Tunica County,6.4,Mississippi,2004
Union County,6.8,Mississippi,2004
Walthall County,7.9,Mississippi,2004
Warren County,6.4,Mississippi,2004
Washington County,9.3,Mississippi,2004
Wayne County,7,Mississippi,2004
Webster County,7.9,Mississippi,2004
Wilkinson County,8.6,Mississippi,2004
Winston County,8,Mississippi,2004
Yalobusha County,8.7,Mississippi,2004
Yazoo County,9.5,Mississippi,2004
Adair County,4.1,Missouri,2004
Andrew County,4.7,Missouri,2004
Atchison County,5,Missouri,2004
Audrain County,5.2,Missouri,2004
Barry County,4.8,Missouri,2004
Barton County,5.4,Missouri,2004
Bates County,6.7,Missouri,2004
Benton County,5.7,Missouri,2004
Bollinger County,5.6,Missouri,2004
Boone County,3.6,Missouri,2004
Buchanan County,6.3,Missouri,2004
Butler County,5.3,Missouri,2004
Caldwell County,5.7,Missouri,2004
Callaway County,4.4,Missouri,2004
Camden County,4.9,Missouri,2004
Cape Girardeau County,4.4,Missouri,2004
Carroll County,4.9,Missouri,2004
Carter County,6.1,Missouri,2004
Cass County,5.2,Missouri,2004
Cedar County,5.8,Missouri,2004
Chariton County,5.9,Missouri,2004
Christian County,4.1,Missouri,2004
Clark County,5.5,Missouri,2004
Clay County,4.8,Missouri,2004
Clinton County,5.6,Missouri,2004
Cole County,3.9,Missouri,2004
Cooper County,4.8,Missouri,2004
Crawford County,5.8,Missouri,2004
Dade County,5.4,Missouri,2004
Dallas County,5.3,Missouri,2004
Daviess County,4.8,Missouri,2004
Dekalb County,5.6,Missouri,2004
Dent County,6.1,Missouri,2004
Douglas County,5.8,Missouri,2004
Dunklin County,6.7,Missouri,2004
Franklin County,5.3,Missouri,2004
Gasconade County,5.1,Missouri,2004
Gentry County,4.4,Missouri,2004
Greene County,4.5,Missouri,2004
Grundy County,5.1,Missouri,2004
Harrison County,4.1,Missouri,2004
Henry County,6.3,Missouri,2004
Hickory County,7.9,Missouri,2004
Holt County,4.5,Missouri,2004
Howard County,4.5,Missouri,2004
Howell County,5.1,Missouri,2004
Iron County,7.5,Missouri,2004
Jackson County,6.9,Missouri,2004
Jasper County,5,Missouri,2004
Jefferson County,5.3,Missouri,2004
Johnson County,4.7,Missouri,2004
Knox County,3.7,Missouri,2004
Laclede County,6.5,Missouri,2004
Lafayette County,5.3,Missouri,2004
Lawrence County,4.4,Missouri,2004
Lewis County,3.8,Missouri,2004
Lincoln County,5.3,Missouri,2004
Linn County,9,Missouri,2004
Livingston County,4.8,Missouri,2004
Macon County,4.8,Missouri,2004
Madison County,5.8,Missouri,2004
Maries County,4.5,Missouri,2004
Marion County,4.9,Missouri,2004
McDonald County,4.3,Missouri,2004
Mercer County,4.4,Missouri,2004
Miller County,5.3,Missouri,2004
Mississippi County,7.7,Missouri,2004
Moniteau County,4.2,Missouri,2004
Monroe County,5.2,Missouri,2004
Montgomery County,5.9,Missouri,2004
Morgan County,5.4,Missouri,2004
New Madrid County,7.1,Missouri,2004
Newton County,5,Missouri,2004
Nodaway County,3.4,Missouri,2004
Oregon County,5.3,Missouri,2004
Osage County,3.9,Missouri,2004
Ozark County,5.9,Missouri,2004
Pemiscot County,7.5,Missouri,2004
Perry County,4,Missouri,2004
Pettis County,5.4,Missouri,2004
Phelps County,4.3,Missouri,2004
Pike County,5.3,Missouri,2004
Platte County,4.5,Missouri,2004
Polk County,5.1,Missouri,2004
Pulaski County,5.4,Missouri,2004
Putnam County,4.2,Missouri,2004
Ralls County,5.3,Missouri,2004
Randolph County,4.7,Missouri,2004
