county,oct_rate,state,year
Ashley County,7.9,Arkansas,2004
Baxter County,5.3,Arkansas,2004
Benton County,3.1,Arkansas,2004
Boone County,4.6,Arkansas,2004
Bradley County,6.9,Arkansas,2004
Calhoun County,5.8,Arkansas,2004
Carroll County,3.4,Arkansas,2004
Chicot County,9.5,Arkansas,2004
Clark County,5.3,Arkansas,2004
Clay County,6.5,Arkansas,2004
Cleburne County,4.6,Arkansas,2004
Cleveland County,4.8,Arkansas,2004
Columbia County,5.9,Arkansas,2004
Conway County,4.8,Arkansas,2004
Craighead County,4.5,Arkansas,2004
Crawford County,4.5,Arkansas,2004
Crittenden County,6.2,Arkansas,2004
Cross County,7.1,Arkansas,2004
Dallas County,5.6,Arkansas,2004
Desha County,6.9,Arkansas,2004
Drew County,7.2,Arkansas,2004
Faulkner County,4.5,Arkansas,2004
Franklin County,4.2,Arkansas,2004
Fulton County,5.4,Arkansas,2004
Garland County,5.4,Arkansas,2004
Grant County,4.7,Arkansas,2004
Greene County,5.1,Arkansas,2004
Hempstead County,5.3,Arkansas,2004
Hot Spring County,5.1,Arkansas,2004
Howard County,5.1,Arkansas,2004
Independence County,5.6,Arkansas,2004
Izard County,6.1,Arkansas,2004
Jackson County,7.3,Arkansas,2004
Jefferson County,7,Arkansas,2004
Johnson County,4.4,Arkansas,2004
Lafayette County,6,Arkansas,2004
Lawrence County,6.6,Arkansas,2004
Lee County,8.5,Arkansas,2004
Lincoln County,6.9,Arkansas,2004
Little River County,4.4,Arkansas,2004
Logan County,4.7,Arkansas,2004
Lonoke County,4.2,Arkansas,2004
Madison County,3,Arkansas,2004
Marion County,4.8,Arkansas,2004
Miller County,4.4,Arkansas,2004
Mississippi County,8,Arkansas,2004
Monroe County,6,Arkansas,2004
Montgomery County,4.7,Arkansas,2004
Nevada County,5.4,Arkansas,2004
Newton County,4.8,Arkansas,2004
Ouachita County,6.1,Arkansas,2004
Perry County,5,Arkansas,2004
Phillips County,7.8,Arkansas,2004
Pike County,4.5,Arkansas,2004
Poinsett County,5.2,Arkansas,2004
Polk County,4.8,Arkansas,2004
Pope County,4.4,Arkansas,2004
Prairie County,4.6,Arkansas,2004
Pulaski County,4.6,Arkansas,2004
Randolph County,6.7,Arkansas,2004
Saint Francis County,7.5,Arkansas,2004
Saline County,4.2,Arkansas,2004
Scott County,4.2,Arkansas,2004
Searcy County,4.6,Arkansas,2004
Sebastian County,4.4,Arkansas,2004
Sevier County,4,Arkansas,2004
Sharp County,6.5,Arkansas,2004
Stone County,6.3,Arkansas,2004
Union County,6.4,Arkansas,2004
Van Buren County,6,Arkansas,2004
Washington County,3.3,Arkansas,2004
White County,5.6,Arkansas,2004
Woodruff County,7.9,Arkansas,2004
Yell County,4,Arkansas,2004
Alameda County,5.4,California,2004
Alpine County,8.2,California,2004
Amador County,5.2,California,2004
Butte County,6.3,California,2004
Calaveras County,5.9,California,2004
Colusa County,9.8,California,2004
Contra Costa County,5,California,2004
Del Norte County,7.1,California,2004
El Dorado County,4.6,California,2004
Fresno County,9.4,California,2004
Glenn County,6.5,California,2004
Humboldt County,5.5,California,2004
Imperial County,18.5,California,2004
Inyo County,4.9,California,2004
Kern County,8.6,California,2004
Kings County,9.4,California,2004
Lake County,7.8,California,2004
Lassen County,5.8,California,2004
Los Angeles County,6.1,California,2004
Madera County,7.9,California,2004
Marin County,4.1,California,2004
Mariposa County,5.8,California,2004
Mendocino County,5.3,California,2004
Merced County,8.6,California,2004
Modoc County,6.4,California,2004
Mono County,5.6,California,2004
Monterey County,5.8,California,2004
Napa County,4.4,California,2004
Nevada County,4.6,California,2004
Orange County,4,California,2004
Placer County,4.3,California,2004
Plumas County,6.4,California,2004
Riverside County,5.8,California,2004
Sacramento County,5.2,California,2004
San Benito County,7.6,California,2004
San Bernardino County,5.3,California,2004
San Diego County,4.5,California,2004
San Francisco County,5.4,California,2004
San Joaquin County,7.7,California,2004
San Luis Obispo County,4.3,California,2004
San Mateo County,4.5,California,2004
Santa Barbara County,4.5,California,2004
Santa Clara County,5.7,California,2004
Santa Cruz County,5.5,California,2004
Shasta County,6.4,California,2004
Sierra County,6.9,California,2004
Siskiyou County,7.3,California,2004
Solano County,5.3,California,2004
Sonoma County,4.5,California,2004
Stanislaus County,8.1,California,2004
Sutter County,9.1,California,2004
Tehama County,6.1,California,2004
Trinity County,8.5,California,2004
Tulare County,10.4,California,2004
Tuolumne County,6,California,2004
Ventura County,5.1,California,2004
Yolo County,5.3,California,2004
Yuba County,8,California,2004
Adams County,5.6,Colorado,2004
Alamosa County,4.8,Colorado,2004
Arapahoe County,5.1,Colorado,2004
Archuleta County,4.5,Colorado,2004
Baca County,4.1,Colorado,2004
Bent County,6.8,Colorado,2004
Boulder County,4.4,Colorado,2004
Broomfield County,5.1,Colorado,2004
Chaffee County,5.7,Colorado,2004
Cheyenne County,3.3,Colorado,2004
Clear Creek County,5.2,Colorado,2004
Conejos County,6.8,Colorado,2004
Costilla County,9.6,Colorado,2004
Crowley County,8.4,Colorado,2004
Custer County,4.7,Colorado,2004
Delta County,4.8,Colorado,2004
Denver County,5.8,Colorado,2004
Dolores County,4.9,Colorado,2004
Douglas County,4.3,Colorado,2004
Eagle County,4.5,Colorado,2004
El Paso County,5.2,Colorado,2004
Elbert County,4.3,Colorado,2004
Fremont County,6.3,Colorado,2004
Garfield County,3.5,Colorado,2004
Gilpin County,4.7,Colorado,2004
Grand County,4.2,Colorado,2004
Gunnison County,4,Colorado,2004
Hinsdale County,3,Colorado,2004
Huerfano County,7.4,Colorado,2004
Jackson County,3.4,Colorado,2004
Jefferson County,4.7,Colorado,2004
Kiowa County,5,Colorado,2004
Kit Carson County,3.4,Colorado,2004
La Plata County,3.6,Colorado,2004
Lake County,5.3,Colorado,2004
Larimer County,4.1,Colorado,2004
Las Animas County,4.7,Colorado,2004
Lincoln County,4.2,Colorado,2004
Logan County,4,Colorado,2004
Mesa County,4.9,Colorado,2004
Mineral County,4.5,Colorado,2004
Moffat County,4.3,Colorado,2004
Montezuma County,4.7,Colorado,2004
Montrose County,4.6,Colorado,2004
Morgan County,4,Colorado,2004
Otero County,5.3,Colorado,2004
Ouray County,3.6,Colorado,2004
Park County,4.9,Colorado,2004
Phillips County,3.7,Colorado,2004
Pitkin County,5.8,Colorado,2004
Prowers County,4.4,Colorado,2004
Pueblo County,6.8,Colorado,2004
Rio Blanco County,3.2,Colorado,2004
Rio Grande County,5.6,Colorado,2004
Routt County,3.9,Colorado,2004
Saguache County,6,Colorado,2004
San Juan County,3.9,Colorado,2004
San Miguel County,4.7,Colorado,2004
Sedgwick County,3.4,Colorado,2004
Summit County,4.7,Colorado,2004
Teller County,4.9,Colorado,2004
Washington County,4.5,Colorado,2004
Weld County,5.1,Colorado,2004
Yuma County,3.5,Colorado,2004
Fairfield County,4,Connecticut,2004
Hartford County,4.9,Connecticut,2004
Litchfield County,4.3,Connecticut,2004
Middlesex County,3.6,Connecticut,2004
New Haven County,4.7,Connecticut,2004
New London County,4,Connecticut,2004
Tolland County,3.7,Connecticut,2004
Windham County,4.9,Connecticut,2004
Kent County,3.3,Delaware,2004
New Castle County,4.2,Delaware,2004
Sussex County,3.4,Delaware,2004
Alachua County,3.4,Florida,2004
Baker County,3.8,Florida,2004
Bay County,4.2,Florida,2004
Bradford County,3.8,Florida,2004
Brevard County,4.7,Florida,2004
Broward County,4.5,Florida,2004
Calhoun County,4.9,Florida,2004
Charlotte County,6.4,Florida,2004
Citrus County,5.2,Florida,2004
Clay County,4.2,Florida,2004
Collier County,4.6,Florida,2004
Columbia County,4.2,Florida,2004
Desoto County,8.6,Florida,2004
Dixie County,5,Florida,2004
Duval County,4.8,Florida,2004
Escambia County,6.4,Florida,2004
Flagler County,5.1,Florida,2004
Franklin County,3.8,Florida,2004
Gadsden County,4.7,Florida,2004
Gilchrist County,3.9,Florida,2004
Glades County,6.1,Florida,2004
Gulf County,3.6,Florida,2004
Hamilton County,4.6,Florida,2004
Hardee County,8.3,Florida,2004
Hendry County,10.4,Florida,2004
Hernando County,5.5,Florida,2004
Highlands County,6,Florida,2004
Hillsborough County,4.2,Florida,2004
Holmes County,4.2,Florida,2004
Indian River County,9.6,Florida,2004
Jackson County,4.3,Florida,2004
Jefferson County,3.4,Florida,2004
Lafayette County,3,Florida,2004
Lake County,4.4,Florida,2004
Lee County,4.2,Florida,2004
Leon County,3.6,Florida,2004
Levy County,4.4,Florida,2004
Liberty County,3.3,Florida,2004
Madison County,6.2,Florida,2004
Manatee County,4.1,Florida,2004
Marion County,4.5,Florida,2004
Martin County,5.5,Florida,2004
Miami-Dade County,3.7,Florida,2004
Monroe County,3.2,Florida,2004
Nassau County,3.8,Florida,2004
Okaloosa County,3.5,Florida,2004
Okeechobee County,7.3,Florida,2004
Orange County,4.4,Florida,2004
Osceola County,4.9,Florida,2004
Palm Beach County,5.4,Florida,2004
Pasco County,4.9,Florida,2004
Pinellas County,4.4,Florida,2004
Polk County,5.2,Florida,2004
Putnam County,5.6,Florida,2004
Saint Johns County,3.7,Florida,2004
Saint Lucie County,7.8,Florida,2004
Santa Rosa County,5.3,Florida,2004
Sarasota County,4,Florida,2004
Seminole County,4.1,Florida,2004
Sumter County,4.4,Florida,2004
Suwannee County,4.4,Florida,2004
Taylor County,4.9,Florida,2004
Union County,3.5,Florida,2004
Volusia County,4.7,Florida,2004
Wakulla County,3.5,Florida,2004
Walton County,3.5,Florida,2004
Washington County,4.1,Florida,2004
Appling County,5.8,Georgia,2004
Atkinson County,5.7,Georgia,2004
Bacon County,5,Georgia,2004
Baker County,4.3,Georgia,2004
Baldwin County,5.3,Georgia,2004
Banks County,3.6,Georgia,2004
Barrow County,4.7,Georgia,2004
Bartow County,5.1,Georgia,2004
Ben Hill County,4.9,Georgia,2004
Berrien County,3.9,Georgia,2004
Bibb County,5.4,Georgia,2004
Bleckley County,7.3,Georgia,2004
Brantley County,4.9,Georgia,2004
Brooks County,3.8,Georgia,2004
Bryan County,3.7,Georgia,2004
Bulloch County,4.7,Georgia,2004
Burke County,6.3,Georgia,2004
Butts County,6.1,Georgia,2004
Calhoun County,5.8,Georgia,2004
Camden County,4.7,Georgia,2004
Candler County,5.1,Georgia,2004
Carroll County,5,Georgia,2004
Catoosa County,4,Georgia,2004
Charlton County,5.3,Georgia,2004
Chatham County,4.2,Georgia,2004
Chattahoochee County,9.2,Georgia,2004
Chattooga County,5.4,Georgia,2004
Cherokee County,3.8,Georgia,2004
Clarke County,4.2,Georgia,2004
Clay County,4.9,Georgia,2004
Clayton County,6,Georgia,2004
Clinch County,6.4,Georgia,2004
Cobb County,4.5,Georgia,2004
Coffee County,5.7,Georgia,2004
Colquitt County,4.9,Georgia,2004
Columbia County,4.4,Georgia,2004
Cook County,6,Georgia,2004
Coweta County,4.3,Georgia,2004
Crawford County,4.5,Georgia,2004
Crisp County,5.4,Georgia,2004
Dade County,4.4,Georgia,2004
Dawson County,3.9,Georgia,2004
Decatur County,6.5,Georgia,2004
Dekalb County,5.7,Georgia,2004
Dodge County,5.4,Georgia,2004
Dooly County,6.1,Georgia,2004
Dougherty County,6.2,Georgia,2004
Douglas County,5.2,Georgia,2004
Early County,5.2,Georgia,2004
Echols County,3.2,Georgia,2004
Effingham County,3.9,Georgia,2004
Elbert County,5.4,Georgia,2004
Emanuel County,5.3,Georgia,2004
Evans County,4,Georgia,2004
Fannin County,5,Georgia,2004
Fayette County,3.9,Georgia,2004
Floyd County,5.2,Georgia,2004
Forsyth County,3.5,Georgia,2004
Franklin County,5.5,Georgia,2004
Fulton County,5.2,Georgia,2004
Gilmer County,4.4,Georgia,2004
Glascock County,5.3,Georgia,2004
Glynn County,4.1,Georgia,2004
Gordon County,4.6,Georgia,2004
Grady County,4.8,Georgia,2004
Greene County,6,Georgia,2004
Gwinnett County,4.3,Georgia,2004
Habersham County,3.8,Georgia,2004
Hall County,4.1,Georgia,2004
Hancock County,7.9,Georgia,2004
Haralson County,5.1,Georgia,2004
Harris County,4.1,Georgia,2004
Hart County,5.4,Georgia,2004
Heard County,5,Georgia,2004
Henry County,4.6,Georgia,2004
Houston County,4.4,Georgia,2004
Irwin County,4.8,Georgia,2004
Jackson County,4.4,Georgia,2004
Jasper County,5.1,Georgia,2004
Jeff Davis County,8.4,Georgia,2004
Jefferson County,8.1,Georgia,2004
Jenkins County,5.7,Georgia,2004
Johnson County,5.8,Georgia,2004
Jones County,4.5,Georgia,2004
Lamar County,5.5,Georgia,2004
Lanier County,3.6,Georgia,2004
Laurens County,5.4,Georgia,2004
Lee County,3.7,Georgia,2004
Liberty County,6.4,Georgia,2004
Lincoln County,6.4,Georgia,2004
Long County,4.4,Georgia,2004
Lowndes County,3.7,Georgia,2004
Lumpkin County,4.3,Georgia,2004
Macon County,7.1,Georgia,2004
Madison County,4.2,Georgia,2004
Marion County,4.7,Georgia,2004
McDuffie County,6.3,Georgia,2004
McIntosh County,4.5,Georgia,2004
Meriwether County,6.9,Georgia,2004
Miller County,3.8,Georgia,2004
Mitchell County,5.8,Georgia,2004
Monroe County,4.4,Georgia,2004
Montgomery County,6,Georgia,2004
Morgan County,4.4,Georgia,2004
Murray County,4.3,Georgia,2004
Muscogee County,6.1,Georgia,2004
Newton County,5.5,Georgia,2004
Oconee County,3.4,Georgia,2004
Oglethorpe County,4,Georgia,2004
Paulding County,4.5,Georgia,2004
Peach County,6.8,Georgia,2004
Pickens County,4.1,Georgia,2004
Pierce County,4.5,Georgia,2004
Pike County,5.1,Georgia,2004
Polk County,4.9,Georgia,2004
Pulaski County,5.3,Georgia,2004
Putnam County,4.6,Georgia,2004
Quitman County,6.7,Georgia,2004
Rabun County,3.8,Georgia,2004
Randolph County,7.4,Georgia,2004
Richmond County,6.5,Georgia,2004
Rockdale County,5.2,Georgia,2004
Schley County,6.2,Georgia,2004
Screven County,5.5,Georgia,2004
Seminole County,5.5,Georgia,2004
Spalding County,6.2,Georgia,2004
Stephens County,5.9,Georgia,2004
Stewart County,10.9,Georgia,2004
Sumter County,5.9,Georgia,2004
Talbot County,6.5,Georgia,2004
Taliaferro County,6.2,Georgia,2004
Tattnall County,5.6,Georgia,2004
Taylor County,6.7,Georgia,2004
Telfair County,7.4,Georgia,2004
Terrell County,6.2,Georgia,2004
Thomas County,4.7,Georgia,2004
Tift County,4.8,Georgia,2004
Toombs County,5.9,Georgia,2004
Towns County,3.3,Georgia,2004
Treutlen County,6.4,Georgia,2004
Troup County,6,Georgia,2004
Turner County,5.1,Georgia,2004
Twiggs County,5.9,Georgia,2004
Union County,4.2,Georgia,2004
Upson County,6.3,Georgia,2004
Walker County,4.6,Georgia,2004
Walton County,4.6,Georgia,2004
Ware County,5.5,Georgia,2004
Warren County,7.6,Georgia,2004
Washington County,5.8,Georgia,2004
Wayne County,6,Georgia,2004
Webster County,7.2,Georgia,2004
Wheeler County,6.3,Georgia,2004
White County,4.1,Georgia,2004
Whitfield County,4.8,Georgia,2004
Wilcox County,6,Georgia,2004
Wilkes County,7.5,Georgia,2004
Wilkinson County,5.6,Georgia,2004
Worth County,5.9,Georgia,2004
Hawaii County,3.7,Hawaii,2004
Honolulu County,3.2,Hawaii,2004
Kauai County,3.5,Hawaii,2004
Maui County,3.1,Hawaii,2004
Ada County,3.9,Idaho,2004
Adams County,6.8,Idaho,2004
Bannock County,4.2,Idaho,2004
Bear Lake County,3.6,Idaho,2004
Benewah County,6.6,Idaho,2004
Bingham County,3.5,Idaho,2004
Blaine County,2.9,Idaho,2004
Boise County,3.9,Idaho,2004
Bonner County,5,Idaho,2004
Bonneville County,3.1,Idaho,2004
Boundary County,5.9,Idaho,2004
Butte County,4.5,Idaho,2004
Camas County,3,Idaho,2004
Canyon County,4.6,Idaho,2004
Caribou County,5.2,Idaho,2004
Cassia County,4.3,Idaho,2004
Clark County,6.3,Idaho,2004
Clearwater County,7,Idaho,2004
Custer County,3.6,Idaho,2004
Elmore County,4.7,Idaho,2004
Franklin County,3.3,Idaho,2004
Fremont County,2.9,Idaho,2004
Gem County,4.8,Idaho,2004
Gooding County,3,Idaho,2004
Idaho County,5.8,Idaho,2004
Jefferson County,3.3,Idaho,2004
Jerome County,3.5,Idaho,2004
Kootenai County,4.6,Idaho,2004
Latah County,3.2,Idaho,2004
Lemhi County,5.1,Idaho,2004
Lewis County,3.1,Idaho,2004
Lincoln County,3.8,Idaho,2004
Madison County,2.4,Idaho,2004
Minidoka County,5.9,Idaho,2004
Nez Perce County,4.4,Idaho,2004
Oneida County,2.5,Idaho,2004
Owyhee County,2.6,Idaho,2004
Payette County,7.1,Idaho,2004
Power County,3.3,Idaho,2004
Shoshone County,7.6,Idaho,2004
Teton County,2.5,Idaho,2004
Twin Falls County,3.7,Idaho,2004
Valley County,4.8,Idaho,2004
Washington County,5,Idaho,2004
Adams County,3.8,Illinois,2004
Alexander County,8.6,Illinois,2004
Bond County,5.9,Illinois,2004
Boone County,5.7,Illinois,2004
Brown County,3.7,Illinois,2004
Bureau County,5.2,Illinois,2004
Calhoun County,5.5,Illinois,2004
Carroll County,5.6,Illinois,2004
Cass County,4.5,Illinois,2004
Champaign County,4.1,Illinois,2004
Christian County,5.8,Illinois,2004
Clark County,5.9,Illinois,2004
Clay County,6.2,Illinois,2004
Clinton County,4.6,Illinois,2004
Coles County,4.6,Illinois,2004
Cook County,6.5,Illinois,2004
Crawford County,5.1,Illinois,2004
Cumberland County,5.8,Illinois,2004
De Witt County,5.4,Illinois,2004
Dekalb County,4.4,Illinois,2004
Douglas County,4.3,Illinois,2004
Du Page County,4.8,Illinois,2004
Edgar County,5.6,Illinois,2004
Edwards County,3.9,Illinois,2004
Effingham County,6.6,Illinois,2004
Fayette County,7.1,Illinois,2004
Ford County,4.5,Illinois,2004
Franklin County,7.1,Illinois,2004
Fulton County,6.1,Illinois,2004
Gallatin County,6.5,Illinois,2004
Greene County,5.4,Illinois,2004
Grundy County,5.6,Illinois,2004
Hamilton County,5.5,Illinois,2004
Hancock County,4.8,Illinois,2004
Hardin County,8,Illinois,2004
Henderson County,5.6,Illinois,2004
Henry County,4.6,Illinois,2004
Iroquois County,4.4,Illinois,2004
Jackson County,4.5,Illinois,2004
Jasper County,5.7,Illinois,2004
Jefferson County,5.5,Illinois,2004
Jersey County,5.2,Illinois,2004
Jo Daviess County,4.2,Illinois,2004
Johnson County,5.7,Illinois,2004
Kane County,5.1,Illinois,2004
Kankakee County,6.7,Illinois,2004
Kendall County,4.7,Illinois,2004
Knox County,8.2,Illinois,2004
La Salle County,6,Illinois,2004
Lake County,4.7,Illinois,2004
Lawrence County,5.3,Illinois,2004
Lee County,4.7,Illinois,2004
Livingston County,4.8,Illinois,2004
Logan County,5.2,Illinois,2004
Macon County,6.2,Illinois,2004
Macoupin County,5.6,Illinois,2004
Madison County,5.8,Illinois,2004
Marion County,7,Illinois,2004
Marshall County,4,Illinois,2004
Mason County,7.7,Illinois,2004
Massac County,5.6,Illinois,2004
McDonough County,4.1,Illinois,2004
McHenry County,4.8,Illinois,2004
McLean County,4.6,Illinois,2004
Menard County,4.8,Illinois,2004
Mercer County,5.2,Illinois,2004
Monroe County,4,Illinois,2004
Montgomery County,7.2,Illinois,2004
Morgan County,5.9,Illinois,2004
Moultrie County,4.3,Illinois,2004
Ogle County,5.1,Illinois,2004
Peoria County,5.4,Illinois,2004
Perry County,6.4,Illinois,2004
Piatt County,3.9,Illinois,2004
Pike County,4.6,Illinois,2004
Pope County,6.3,Illinois,2004
Pulaski County,7.8,Illinois,2004
Putnam County,4.6,Illinois,2004
Randolph County,5.4,Illinois,2004
Richland County,5.9,Illinois,2004
Rock Island County,4.7,Illinois,2004
Saint Clair County,6.8,Illinois,2004
Saline County,6.5,Illinois,2004
Sangamon County,4.9,Illinois,2004
Schuyler County,4.9,Illinois,2004
Scott County,5.9,Illinois,2004
Shelby County,5.2,Illinois,2004
Stark County,5,Illinois,2004
Stephenson County,5.8,Illinois,2004
Tazewell County,5.3,Illinois,2004
Union County,6.5,Illinois,2004
Vermilion County,7.2,Illinois,2004
Wabash County,6.2,Illinois,2004
Warren County,5.4,Illinois,2004
Washington County,4.1,Illinois,2004
Wayne County,4.8,Illinois,2004
White County,4.4,Illinois,2004
Whiteside County,5.4,Illinois,2004
Will County,5.5,Illinois,2004
Williamson County,6,Illinois,2004
Winnebago County,6.8,Illinois,2004
Woodford County,4,Illinois,2004
Adams County,3.5,Indiana,2004
Allen County,5,Indiana,2004
Bartholomew County,4.1,Indiana,2004
Benton County,4.4,Indiana,2004
Blackford County,6.8,Indiana,2004
Boone County,3.6,Indiana,2004
Brown County,5.2,Indiana,2004
Carroll County,5.1,Indiana,2004
Cass County,6.1,Indiana,2004
Clark County,5.4,Indiana,2004
Clay County,5.9,Indiana,2004
Clinton County,5.2,Indiana,2004
Crawford County,6.1,Indiana,2004
Daviess County,3.6,Indiana,2004
DeKalb County,5.3,Indiana,2004
Dearborn County,5.4,Indiana,2004
Decatur County,5,Indiana,2004
Delaware County,6,Indiana,2004
Dubois County,3.3,Indiana,2004
Elkhart County,4.2,Indiana,2004
Fayette County,7.8,Indiana,2004
Floyd County,5.2,Indiana,2004
Fountain County,4.9,Indiana,2004
Franklin County,5.1,Indiana,2004
Fulton County,4.7,Indiana,2004
Gibson County,4.6,Indiana,2004
Grant County,8.8,Indiana,2004
Greene County,6.6,Indiana,2004
Hamilton County,3.2,Indiana,2004
Hancock County,3.8,Indiana,2004
Harrison County,5.5,Indiana,2004
Hendricks County,3.6,Indiana,2004
Henry County,6.8,Indiana,2004
Howard County,6.1,Indiana,2004
Huntington County,5.3,Indiana,2004
Jackson County,4.3,Indiana,2004
Jasper County,4.5,Indiana,2004
Jay County,5,Indiana,2004
Jefferson County,4.5,Indiana,2004
Jennings County,5.3,Indiana,2004
Johnson County,4.4,Indiana,2004
Knox County,4.5,Indiana,2004
Kosciusko County,4.1,Indiana,2004
LaGrange County,4,Indiana,2004
LaPorte County,5.6,Indiana,2004
Lake County,6,Indiana,2004
Lawrence County,8.1,Indiana,2004
Madison County,5.8,Indiana,2004
Marion County,5.4,Indiana,2004
Marshall County,4.8,Indiana,2004
Martin County,4.7,Indiana,2004
Miami County,5.7,Indiana,2004
Monroe County,5.1,Indiana,2004
Montgomery County,4.1,Indiana,2004
Morgan County,4.8,Indiana,2004
Newton County,4,Indiana,2004
Noble County,5.2,Indiana,2004
Ohio County,6.1,Indiana,2004
Orange County,6.8,Indiana,2004
Owen County,5.9,Indiana,2004
Parke County,6.1,Indiana,2004
Perry County,4.9,Indiana,2004
Pike County,5.6,Indiana,2004
Porter County,4.3,Indiana,2004
Posey County,4.3,Indiana,2004
Pulaski County,4.4,Indiana,2004
Putnam County,4.4,Indiana,2004
Randolph County,6.3,Indiana,2004
Ripley County,4.8,Indiana,2004
Rush County,4.3,Indiana,2004
Saint Joseph County,4.8,Indiana,2004
Scott County,5.4,Indiana,2004
Shelby County,4.6,Indiana,2004
Spencer County,4.6,Indiana,2004
Starke County,6.2,Indiana,2004
Steuben County,5.4,Indiana,2004
Sullivan County,7.6,Indiana,2004
Switzerland County,4.5,Indiana,2004
Tippecanoe County,4.5,Indiana,2004
Tipton County,4.5,Indiana,2004
Union County,4.7,Indiana,2004
Vanderburgh County,4.9,Indiana,2004
Vermillion County,7.5,Indiana,2004
Vigo County,6.6,Indiana,2004
Wabash County,5.8,Indiana,2004
Warren County,3.9,Indiana,2004
Warrick County,4.2,Indiana,2004
Washington County,6.2,Indiana,2004
Wayne County,6.8,Indiana,2004
Wells County,5,Indiana,2004
White County,5.6,Indiana,2004
Whitley County,5,Indiana,2004
Adair County,3.5,Iowa,2004
Adams County,3.9,Iowa,2004
Allamakee County,4.1,Iowa,2004
Appanoose County,4.9,Iowa,2004
Audubon County,3.6,Iowa,2004
Benton County,4.3,Iowa,2004
Black Hawk County,4.2,Iowa,2004
Boone County,3.3,Iowa,2004
Bremer County,3.3,Iowa,2004
Buchanan County,3.8,Iowa,2004
Buena Vista County,3.5,Iowa,2004
Butler County,3.7,Iowa,2004
Calhoun County,3.8,Iowa,2004
Carroll County,2.6,Iowa,2004
Cass County,3.9,Iowa,2004
Cedar County,3.7,Iowa,2004
Cerro Gordo County,3.9,Iowa,2004
Cherokee County,3.9,Iowa,2004
Chickasaw County,4.6,Iowa,2004
Clarke County,4.9,Iowa,2004
Clay County,3.5,Iowa,2004
Clayton County,5.5,Iowa,2004
Clinton County,4.8,Iowa,2004
Crawford County,3,Iowa,2004
Dallas County,3.1,Iowa,2004
Davis County,4.6,Iowa,2004
Decatur County,4.1,Iowa,2004
Delaware County,3.8,Iowa,2004
Des Moines County,5.4,Iowa,2004
Dickinson County,3.5,Iowa,2004
Dubuque County,3.7,Iowa,2004
Emmet County,3.7,Iowa,2004
