county,nov_rate,state,year,2016_pop_est,total area sqmi,water area,land area,per_pov,med_income
Beauregard Parish,5.5,Louisiana,2016,36927,1165.99,5.9,1160.09,14.8,49436
Bienville Parish,6.7,Louisiana,2016,13865,821.77,11.13,810.64,23.5,33887
Bossier Parish,4.9,Louisiana,2016,126057,866.93,27.68,839.25,16.7,50048
Caddo Parish,6.1,Louisiana,2016,248851,936.9,54.91,881.99,26.4,38414
Calcasieu Parish,4.2,Louisiana,2016,200601,1094.34,23.22,1071.12,19.9,47052
Caldwell Parish,6.5,Louisiana,2016,10087,540.72,11.3,529.42,22.6,35428
Cameron Parish,3.7,Louisiana,2016,6882,1931.6,618.63,1312.96,12.3,52479
Catahoula Parish,7.7,Louisiana,2016,9921,739.43,35.78,703.65,27.5,33154
Claiborne Parish,6,Louisiana,2016,16132,767.55,12.9,754.65,34.9,34228
Concordia Parish,7.5,Louisiana,2016,19920,748.68,52.77,695.91,28.5,32685
De Soto Parish,6.7,Louisiana,2016,27149,894.49,17.29,877.2,21.1,43325
East Baton Rouge Parish,4.7,Louisiana,2016,447037,470.54,15.11,455.43,19.9,50451
East Carroll Parish,10.3,Louisiana,2016,7271,442.45,21.01,421.44,43.5,25810
East Feliciana Parish,5,Louisiana,2016,19683,455.69,2.29,453.4,20.0,46172
Evangeline Parish,6.5,Louisiana,2016,33709,679.61,15.34,664.27,29.4,34440
Franklin Parish,7.8,Louisiana,2016,20330,635.43,11.82,623.61,29.2,31873
Grant Parish,6.2,Louisiana,2016,22365,664.56,19.45,645.11,21.5,42948
Iberia Parish,8.3,Louisiana,2016,73273,1030.86,455.73,575.13,23.4,41604
Iberville Parish,5.9,Louisiana,2016,32920,652.84,34.2,618.64,22.8,41679
Jackson Parish,4.9,Louisiana,2016,15808,580.34,10.59,569.75,21.2,41192
Jefferson Davis Parish,5.3,Louisiana,2016,31413,658.58,6.26,652.31,19.3,42134
Jefferson Parish,4.7,Louisiana,2016,436523,642.41,335.89,306.52,16.1,49681
La Salle Parish,5.3,Louisiana,2016,15052,270.29,0.46,269.83,19.3,45169
Lafayette Parish,5.5,Louisiana,2016,241398,1472.19,387.51,1084.68,18.1,51125
Lafourche Parish,5.8,Louisiana,2016,98305,662.36,38.54,623.83,17.1,52220
Lincoln Parish,5.7,Louisiana,2016,47745,472.27,0.89,471.38,30.2,39158
Livingston Parish,4.7,Louisiana,2016,140138,702.84,54.82,648.02,12.6,58318
Madison Parish,7.7,Louisiana,2016,11528,650.53,26.45,624.09,41.3,27306
Morehouse Parish,8.7,Louisiana,2016,26071,805.2,10.95,794.25,28.7,32269
Natchitoches Parish,6.4,Louisiana,2016,39162,1299.3,43.85,1255.45,31.9,32094
Orleans Parish,5.2,Louisiana,2016,391495,350.21,169.66,180.56,24.1,38418
Ouachita Parish,5.5,Louisiana,2016,156983,632.7,22.17,610.53,24.5,38525
Plaquemines Parish,5,Louisiana,2016,23464,2428.54,1583.98,844.56,15.4,55950
Pointe Coupee Parish,5.9,Louisiana,2016,22159,590.68,33.34,557.34,19.7,42545
Rapides Parish,5.7,Louisiana,2016,132424,1361.96,39.42,1322.54,19.9,42452
Red River Parish,5.9,Louisiana,2016,8550,402.08,12.79,389.29,26.3,33044
Richland Parish,6.2,Louisiana,2016,20430,564.51,6.05,558.45,27.2,33820
Sabine Parish,6.1,Louisiana,2016,23977,1011.51,146.25,865.27,18.5,42700
Saint Bernard Parish,5.4,Louisiana,2016,45688,1793.75,1328.71,465.04,23.5,39450
Saint Charles Parish,4.6,Louisiana,2016,52923,410.16,126.52,283.64,13.1,64742
Saint Helena Parish,6.7,Louisiana,2016,10512,409.46,1.09,408.36,24.7,35519
Saint James Parish,6.3,Louisiana,2016,21557,257.79,11.66,246.13,19.0,47876
Saint John the Baptist Parish,5.9,Louisiana,2016,43631,347.84,128.94,218.9,18.5,52166
Saint Landry Parish,7.1,Louisiana,2016,83883,938.83,10.18,928.65,26.6,32185
Saint Martin Parish,6.8,Louisiana,2016,54007,816.46,76.6,739.85,18.5,46560
Saint Mary Parish,8.4,Louisiana,2016,52093,1118.83,506.04,612.79,22.2,37822
Saint Tammany Parish,4.5,Louisiana,2016,253602,1124.08,269.93,854.15,9.8,65861
Tangipahoa Parish,5.9,Louisiana,2016,130710,823.12,32.88,790.24,21.5,44625
Tensas Parish,8.2,Louisiana,2016,4597,641.2,38.72,602.48,31.6,26657
Terrebonne Parish,6.4,Louisiana,2016,113220,2079.9,824.97,1254.93,21.1,49206
Union Parish,5.9,Louisiana,2016,22487,905.28,27.68,877.6,20.2,42166
Vermilion Parish,6.8,Louisiana,2016,60205,1538.31,364.53,1173.78,19.6,44048
Vernon Parish,6.9,Louisiana,2016,50569,1341.51,13.1,1328.41,14.9,47172
Washington Parish,6.1,Louisiana,2016,46310,675.97,6.4,669.57,27.8,34240
Webster Parish,7.5,Louisiana,2016,39710,615.07,19.85,595.22,24.1,33251
West Baton Rouge Parish,4.7,Louisiana,2016,25795,203.62,12.42,191.2,16.8,54454
West Carroll Parish,10.4,Louisiana,2016,11114,360.32,0.92,359.4,23.8,35638
West Feliciana Parish,4.2,Louisiana,2016,15344,426.01,20.01,406,23.7,56459
Winn Parish,7.2,Louisiana,2016,14376,956.91,6.43,950.49,24.3,37600
Androscoggin County,3.4,Maine,2016,107319,497.23,26.95,470.27,12.7,48494
Aroostook County,5.5,Maine,2016,67959,6828.79,157.25,6671.54,16.3,39746
Cumberland County,3,Maine,2016,292041,1216.89,381.38,835.51,10.0,65475
Franklin County,4.4,Maine,2016,30001,1744.31,46.5,1697.81,14.3,43532
Hancock County,4.6,Maine,2016,54419,2351.03,763.33,1587.7,11.0,53941
Kennebec County,3.5,Maine,2016,120569,951.18,83.6,867.58,14.1,51013
Knox County,3.5,Maine,2016,39744,1142.1,776.43,365.67,11.4,53610
Lincoln County,3.8,Maine,2016,34216,699.81,243.82,455.99,11.3,54026
Oxford County,4.5,Maine,2016,57217,2175.26,97.26,2078,13.4,44508
Penobscot County,4,Maine,2016,151806,3556.14,160.41,3395.73,14.8,47076
Piscataquis County,5.4,Maine,2016,16843,4377.36,411.14,3966.22,18.9,35874
Sagadahoc County,3,Maine,2016,35273,370.19,116.29,253.9,9.3,59271
Somerset County,5.2,Maine,2016,50915,4095.37,168.87,3926.5,19.5,42134
Waldo County,3.7,Maine,2016,39364,852.74,123.01,729.73,14.3,48422
Washington County,5.1,Maine,2016,31450,3254.91,686.44,2568.48,18.4,37711
York County,3.3,Maine,2016,202343,1271.34,280.43,990.92,8.1,60520
Allegany County,5,Maryland,2016,72130,429.82,4.4,425.42,17.2,44708
Anne Arundel County,3.4,Maryland,2016,568346,587.9,171.96,415.94,7.0,95297
Baltimore City,5.8,Maryland,2016,614664,92.08,11.27,80.8,21.8,46604
Baltimore County,4.2,Maryland,2016,831026,682.03,83.44,598.59,9.0,72305
Calvert County,3.4,Maryland,2016,91251,345.09,129.91,215.17,5.8,97188
Caroline County,4.6,Maryland,2016,32850,326.06,5.92,320.14,15.3,49616
Carroll County,3.1,Maryland,2016,167656,452.4,3.27,449.13,5.5,89529
Cecil County,4.5,Maryland,2016,102603,417.88,69.75,348.13,10.0,70504
Charles County,3.9,Maryland,2016,157705,643.22,182.22,461,7.4,93947
Dorchester County,5.7,Maryland,2016,32258,982.92,425.38,557.54,17.4,44491
Frederick County,3.4,Maryland,2016,247591,667.34,4.46,662.88,6.9,89541
Garrett County,4.7,Maryland,2016,29425,655.9,7.94,647.96,12.8,46710
Harford County,3.7,Maryland,2016,251032,526.72,86.37,440.35,7.2,83595
Howard County,3,Maryland,2016,317233,253.55,1.51,252.04,5.2,119386
Kent County,4.3,Maryland,2016,19730,414.31,134.87,279.43,14.0,54210
Montgomery County,3.1,Maryland,2016,1043863,507.14,11.63,495.52,6.9,99604
Prince George's County,4.1,Maryland,2016,908049,498.45,13.01,485.43,9.2,78680
Queen Anne's County,3.4,Maryland,2016,48929,509.79,137.58,372.21,7.3,79966
Saint Mary's County,3.6,Maryland,2016,112587,764.5,403.25,361.25,9.1,80049
Somerset County,6.7,Maryland,2016,25928,610.78,283.56,327.21,24.3,38546
Talbot County,4.1,Maryland,2016,37278,476.77,207.64,269.14,10.4,62264
Washington County,4.5,Maryland,2016,150292,467.55,9.41,458.14,13.2,54643
Wicomico County,6,Maryland,2016,102577,399.79,22.62,377.17,18.0,50015
Worcester County,10.1,Maryland,2016,51444,694.73,221.49,473.24,11.4,53509
Barnstable County,3.6,Massachusetts,2016,214276,1305.62,910.1,395.51,7.6,67374
Berkshire County,3.2,Massachusetts,2016,126903,946.27,14.95,931.32,10.9,56011
Bristol County,3.4,Massachusetts,2016,558324,691.19,135.19,556,10.7,65154
Dukes County,4.4,Massachusetts,2016,17246,490.95,387.18,103.78,7.6,66528
Essex County,2.9,Massachusetts,2016,779018,828.53,327.86,500.67,10.7,73503
Franklin County,2.4,Massachusetts,2016,70382,724.74,22.71,702.03,10.0,56544
Hampden County,3.7,Massachusetts,2016,468467,634.12,15.71,618.4,16.5,51589
Hampshire County,2.4,Massachusetts,2016,161816,545.44,16.41,529.03,11.9,64425
Middlesex County,2.3,Massachusetts,2016,1589774,847.54,24.08,823.46,7.7,94977
Nantucket County,3.4,Massachusetts,2016,11008,303.64,255.83,47.81,6.4,82324
Norfolk County,2.5,Massachusetts,2016,697181,443.94,44.35,399.58,6.1,92606
Plymouth County,2.8,Massachusetts,2016,513565,1093.39,432.54,660.85,8.0,81483
Suffolk County,2.6,Massachusetts,2016,784230,120.19,61.68,58.52,19.5,61367
Worcester County,2.9,Massachusetts,2016,819589,1579.02,65.95,1513.06,9.6,69064
Alcona County,6.4,Michigan,2016,10352,1790.54,1116.1,674.43,16.2,37900
Alger County,7.5,Michigan,2016,9219,5049.08,4131.25,917.83,13.9,43693
Allegan County,3.1,Michigan,2016,115548,1833.3,1005.83,827.46,9.0,58311
Alpena County,4.8,Michigan,2016,28704,1695,1120.85,574.15,15.5,42332
Antrim County,5.9,Michigan,2016,23144,601.9,124.97,476.94,11.7,50356
Arenac County,6.7,Michigan,2016,15122,680.81,313.97,366.84,16.5,43339
Baraga County,6.4,Michigan,2016,8503,1068.85,164.85,904,16.5,44187
Barry County,3.1,Michigan,2016,59702,576.9,20.77,556.14,8.4,60818
Bay County,4.2,Michigan,2016,104747,630.91,186.66,444.25,15.2,45731
Benzie County,5.1,Michigan,2016,17572,859.64,538.32,321.31,10.8,50323
Berrien County,4.1,Michigan,2016,154010,1581.38,1010.39,571,16.7,47237
Branch County,3.9,Michigan,2016,43427,519.49,12.08,507.41,16.8,48321
Calhoun County,3.8,Michigan,2016,134386,718.44,9.72,708.72,16.8,46423
Cass County,4,Michigan,2016,51599,508.46,16.29,492.18,12.9,51530
Charlevoix County,4.6,Michigan,2016,26174,1390.76,973.92,416.84,11.5,52944
Cheboygan County,9,Michigan,2016,25401,885.23,169.63,715.6,18.0,41667
Chippewa County,5.9,Michigan,2016,37724,2697.98,1136.92,1561.06,16.0,43683
Clare County,5.9,Michigan,2016,30358,575.22,8.42,566.8,21.7,37646
Clinton County,2.8,Michigan,2016,77888,574.57,3.12,571.46,8.4,66396
Crawford County,6.4,Michigan,2016,13744,563.37,5.25,558.12,21.4,39208
Delta County,5.2,Michigan,2016,36202,1991.58,821.56,1170.03,14.3,43835
Dickinson County,4.2,Michigan,2016,25535,777.12,10.78,766.34,12.8,46094
Eaton County,3,Michigan,2016,109160,579.02,2.61,576.41,11.2,57807
Emmet County,5.6,Michigan,2016,33182,882.26,414.44,467.82,11.8,51122
Genesee County,4.4,Michigan,2016,408615,649.34,9.7,639.64,20.3,44174
Gladwin County,5.5,Michigan,2016,25122,516.43,9.63,506.8,18.0,41251
Gogebic County,5.8,Michigan,2016,15243,1476.43,374.57,1101.86,20.4,36429
Grand Traverse County,3.4,Michigan,2016,92084,601.13,136.06,465.07,10.0,57367
Gratiot County,4.4,Michigan,2016,41202,571.61,1.48,570.13,18.8,42642
Hillsdale County,4.2,Michigan,2016,45774,607.14,8.3,598.84,14.5,49049
Houghton County,4.6,Michigan,2016,36555,1501.56,489.84,1011.72,20.2,38603
Huron County,3.8,Michigan,2016,31481,2136.47,1299.95,836.52,14.2,44845
Ingham County,3.3,Michigan,2016,288051,560.94,1.75,559.19,20.1,49387
Ionia County,3.2,Michigan,2016,64232,580.23,7.02,573.21,14.5,50383
Iosco County,5.7,Michigan,2016,25327,1890.77,1341.66,549.11,18.2,39721
Iron County,5.4,Michigan,2016,11195,1211.02,44.67,1166.36,15.4,38913
Isabella County,3.7,Michigan,2016,71282,577.75,3.48,574.27,23.4,42924
Jackson County,3.9,Michigan,2016,158460,723.76,17.17,706.6,13.6,50809
Kalamazoo County,3.4,Michigan,2016,261654,580.18,18.32,561.86,16.6,53370
Kalkaska County,5.5,Michigan,2016,17263,570.76,9.75,561.02,15.3,48426
Kent County,2.9,Michigan,2016,642173,872.18,16.01,856.17,12.1,59649
Keweenaw County,7.8,Michigan,2016,2199,5965.96,5424.98,540.97,12.3,42799
Lake County,6,Michigan,2016,11496,574.6,7.17,567.44,21.9,33708
Lapeer County,5.3,Michigan,2016,88340,663.08,8.88,654.2,10.8,56079
Leelanau County,3.8,Michigan,2016,21765,2532.38,2183.91,348.47,8.1,62174
Lenawee County,3.5,Michigan,2016,98504,761.31,10.81,750.5,12.5,52738
Livingston County,3.7,Michigan,2016,188624,585.43,17.03,568.4,5.8,79388
Luce County,6.1,Michigan,2016,6358,1911.89,1008.8,903.08,20.9,41881
Mackinac County,10.2,Michigan,2016,10820,2100.55,1078.96,1021.58,13.7,42887
Macomb County,4.6,Michigan,2016,867730,569.78,89.34,480.44,11.0,60175
Manistee County,5.3,Michigan,2016,24373,1280.77,737.16,543.61,14.2,46851
Marquette County,4.7,Michigan,2016,66435,3425.17,1604.12,1821.05,15.1,50681
Mason County,4.8,Michigan,2016,28876,1241.86,746.7,495.17,15.3,46624
Mecosta County,4.2,Michigan,2016,43221,571.1,15.41,555.69,20.7,41759
Menominee County,4.9,Michigan,2016,23281,1337.99,294.47,1043.52,13.0,42306
Midland County,3.9,Michigan,2016,83462,527.89,6.7,521.19,9.5,58526
Missaukee County,4.1,Michigan,2016,15102,573.82,7.08,566.75,14.7,41625
Monroe County,3.5,Michigan,2016,149208,680.03,128.93,551.1,10.0,61962
Montcalm County,4,Michigan,2016,62974,720.98,12.94,708.04,15.6,46877
Montmorency County,9.1,Michigan,2016,9173,562.44,14.81,547.63,17.0,37021
Muskegon County,4.4,Michigan,2016,173408,1459.3,950.18,509.12,18.8,44473
Newaygo County,3.8,Michigan,2016,47938,861.39,19.03,842.37,17.2,47221
Oakland County,3.8,Michigan,2016,1243970,908,35.49,872.51,8.7,72078
Oceana County,5.7,Michigan,2016,26027,1306.73,766.27,540.46,18.0,42446
Ogemaw County,6.2,Michigan,2016,20904,574.63,10.33,564.3,17.3,37842
Ontonagon County,7.4,Michigan,2016,5911,3741.45,2429.92,1311.53,15.8,35894
Osceola County,4.3,Michigan,2016,23110,573.1,7.12,565.98,19.1,41018
Oscoda County,6.3,Michigan,2016,8264,571.57,6.57,565,18.6,36181
Otsego County,5.1,Michigan,2016,24470,525.98,11.44,514.54,14.0,50061
Ottawa County,2.8,Michigan,2016,282250,1631.97,1066.32,565.65,9.0,65004
Presque Isle County,7.4,Michigan,2016,12762,2572.75,1912.68,660.07,14.7,43484
Roscommon County,6.6,Michigan,2016,23700,579.84,58.44,521.4,17.7,37817
Saginaw County,4.2,Michigan,2016,192326,815.78,6.85,808.93,17.8,45739
Saint Clair County,5.1,Michigan,2016,159587,836.63,112.26,724.37,13.8,52178
Saint Joseph County,3.6,Michigan,2016,60853,521.15,17.43,503.72,14.9,48271
Sanilac County,4.5,Michigan,2016,41409,1590.22,626.42,963.8,15.5,43579
Schoolcraft County,7.1,Michigan,2016,8001,1883.69,705.58,1178.11,14.8,42883
Shiawassee County,4,Michigan,2016,68554,540.73,2,538.73,12.0,52716
Tuscola County,4.8,Michigan,2016,53338,913.82,101.39,812.43,13.6,46950
Van Buren County,4.4,Michigan,2016,75223,1090.19,479.33,610.86,16.5,48518
Washtenaw County,2.9,Michigan,2016,364709,722.53,12.59,709.94,14.6,66040
Wayne County,5.7,Michigan,2016,1749366,672.2,58.05,614.15,22.9,43570
Wexford County,4.5,Michigan,2016,33163,575.84,10.35,565.49,17.8,40485
Aitkin County,6.8,Minnesota,2016,15583,1995.31,176.01,1819.3,13.1,46617
Anoka County,3.3,Minnesota,2016,345957,446.26,22.65,423.61,6.8,76497
Becker County,4,Minnesota,2016,33734,1445.11,134.69,1310.42,12.7,55780
Beltrami County,4.4,Minnesota,2016,46106,3055.59,550.32,2505.27,18.3,45344
Benton County,3.7,Minnesota,2016,39992,413,4.72,408.28,8.5,53675
Big Stone County,4.1,Minnesota,2016,5050,527.88,30.93,496.95,11.9,46713
Blue Earth County,2.6,Minnesota,2016,66441,765.9,13.54,752.36,15.0,53829
Brown County,3.3,Minnesota,2016,25331,618.6,7.74,610.86,8.2,56049
Carlton County,4.7,Minnesota,2016,35738,875.23,14.9,860.33,10.2,58509
Carver County,2.9,Minnesota,2016,100262,376.15,19.11,357.04,4.3,94057
Cass County,6.9,Minnesota,2016,28993,2414.21,396.61,2017.6,15.5,49585
Chippewa County,3.4,Minnesota,2016,12133,587.83,5.02,582.8,8.9,51675
Chisago County,3.7,Minnesota,2016,54748,442.49,24.86,417.63,6.7,74908
Clay County,2.6,Minnesota,2016,62875,1052.74,7.49,1045.24,12.0,59937
Clearwater County,8,Minnesota,2016,8827,1029.79,35.08,994.71,16.5,43797
Cook County,5.1,Minnesota,2016,5286,3339.72,1889.11,1450.6,10.1,48884
Cottonwood County,5.6,Minnesota,2016,11470,648.91,8.91,639.99,12.0,47437
Crow Wing County,4.9,Minnesota,2016,63940,1156.56,160,996.57,11.0,51803
Dakota County,3,Minnesota,2016,417486,586.33,16.75,569.58,5.6,79111
Dodge County,2.9,Minnesota,2016,20506,439.63,0.12,439.5,7.7,68238
Douglas County,3.2,Minnesota,2016,37456,719.94,85.62,634.32,8.6,55257
Faribault County,4,Minnesota,2016,13935,721.61,7.98,713.63,11.7,49176
Fillmore County,3.3,Minnesota,2016,21003,862.15,0.9,861.25,12.3,60575
Freeborn County,3.8,Minnesota,2016,30446,722.63,14.99,707.64,11.0,48943
Goodhue County,3.1,Minnesota,2016,46676,780.44,22.17,758.27,7.7,66038
Grant County,3.7,Minnesota,2016,5956,575.18,28.77,546.41,12.0,51274
Hennepin County,3.1,Minnesota,2016,1232483,606.38,49.77,556.62,10.9,71184
Houston County,3.2,Minnesota,2016,18814,568.91,10.5,558.41,8.5,58201
Hubbard County,6.4,Minnesota,2016,20718,999.39,76.93,922.46,13.1,49129
Isanti County,3.9,Minnesota,2016,39025,451.87,12.81,439.07,7.7,68303
Itasca County,8.9,Minnesota,2016,45242,2927.78,262.72,2665.06,13.3,51644
Jackson County,3.2,Minnesota,2016,9944,719.46,17.76,701.69,8.7,58849
Kanabec County,5.6,Minnesota,2016,15830,533.38,8.45,524.93,13.2,51347
Kandiyohi County,3.1,Minnesota,2016,42495,861.97,65.92,796.06,11.5,53034
Kittson County,3.6,Minnesota,2016,4333,1103.51,6.43,1097.08,11.0,50012
Koochiching County,9.4,Minnesota,2016,12628,3154.32,51.96,3102.36,14.3,49393
Lac qui Parle County,3.2,Minnesota,2016,6715,778.05,13.19,764.87,9.7,49669
Lake County,5.4,Minnesota,2016,10625,2990.82,891.66,2099.16,9.1,62746
Lake of the Woods County,6.3,Minnesota,2016,3814,1775.05,478.35,1296.7,10.9,47584
Le Sueur County,4,Minnesota,2016,27591,473.86,25.36,448.5,8.4,63451
Lincoln County,2.3,Minnesota,2016,5783,548.44,11.41,537.03,12.7,46405
Lyon County,2.7,Minnesota,2016,25699,721.46,7.29,714.17,12.8,52989
Mahnomen County,4.5,Minnesota,2016,5465,582.99,26.85,556.14,17.5,41640
Marshall County,6.4,Minnesota,2016,9324,1812.79,40.55,1772.24,9.8,54651
Martin County,3.3,Minnesota,2016,19829,729.56,20.21,709.34,12.1,48326
McLeod County,3.8,Minnesota,2016,35842,505.67,13.76,491.91,7.4,58393
Meeker County,3.6,Minnesota,2016,23110,645.08,36.54,608.54,7.1,61374
Mille Lacs County,5.2,Minnesota,2016,25866,681.77,107.3,574.47,12.1,53407
Morrison County,5,Minnesota,2016,32821,1153.32,28.82,1124.5,11.9,51422
Mower County,2.6,Minnesota,2016,39163,711.71,0.21,711.5,13.2,53302
Murray County,3.2,Minnesota,2016,8329,719.52,15.09,704.43,9.3,52373
Nicollet County,2.4,Minnesota,2016,33575,466.95,14.65,452.29,8.0,66868
Nobles County,3,Minnesota,2016,21848,722.33,6.94,715.39,11.6,56069
Norman County,3.6,Minnesota,2016,6579,876.82,0.55,876.27,12.1,49572
Olmsted County,2.6,Minnesota,2016,153102,654.5,1.49,653.01,8.6,72511
Otter Tail County,3.8,Minnesota,2016,58085,2224.91,245.2,1979.71,10.5,51252
Pennington County,4.6,Minnesota,2016,14235,618.34,1.8,616.54,9.8,52724
Pine County,5.1,Minnesota,2016,28874,1434.57,23.52,1411.04,12.2,50962
Pipestone County,2.9,Minnesota,2016,9202,466.15,0.26,465.89,10.9,51050
Polk County,3.3,Minnesota,2016,31660,1997.81,27.44,1970.37,14.5,50893
Pope County,3.2,Minnesota,2016,11049,717.29,47.15,670.14,9.1,58892
Ramsey County,3.2,Minnesota,2016,540649,170.13,14.36,155.78,13.9,60287
Red Lake County,6.6,Minnesota,2016,4007,432.51,0.08,432.43,9.8,50625
Redwood County,3.4,Minnesota,2016,15263,881.24,1.51,879.73,9.1,54918
Renville County,4.1,Minnesota,2016,14660,987.22,4.3,982.92,9.9,56724
Rice County,2.8,Minnesota,2016,65622,516.13,18.56,497.57,9.7,67726
Rock County,1.9,Minnesota,2016,9564,482.84,0.23,482.61,9.4,57518
Roseau County,4.1,Minnesota,2016,15626,1678.33,15.82,1662.51,7.8,55879
Saint Louis County,5.1,Minnesota,2016,199980,6859.91,634.75,6225.16,14.7,50156
Scott County,2.8,Minnesota,2016,143680,368.56,11.88,356.68,5.5,91046
Sherburne County,3.6,Minnesota,2016,93528,451,14.7,436.3,6.3,83304
Sibley County,3.4,Minnesota,2016,14827,600.41,11.76,588.65,9.1,60978
Stearns County,3.2,Minnesota,2016,155652,1389.93,45.41,1344.52,11.7,57881
Steele County,3,Minnesota,2016,36805,432.16,2.62,429.55,9.1,60619
Stevens County,2.5,Minnesota,2016,9693,575.24,13.17,562.06,11.1,58179
Swift County,4,Minnesota,2016,9419,752.35,8.82,743.53,10.2,50954
Todd County,4.6,Minnesota,2016,24233,979.34,37.32,942.02,12.5,46255
Traverse County,2.8,Minnesota,2016,3356,585.96,11.87,574.09,12.7,50416
Wabasha County,3.1,Minnesota,2016,21273,549.83,24.82,525.01,7.6,63115
Wadena County,4.8,Minnesota,2016,13761,543,7.98,535.02,14.6,40963
Waseca County,3.5,Minnesota,2016,18911,432.81,9.56,423.25,9.3,53383
Washington County,3,Minnesota,2016,253117,423.16,31.46,391.7,4.5,90755
Watonwan County,3.9,Minnesota,2016,10908,439.92,5.4,434.51,11.3,49482
Wilkin County,2.5,Minnesota,2016,6358,751.63,0.2,751.43,8.9,54373
Winona County,3,Minnesota,2016,50948,641.59,15.29,626.3,11.5,56499
Wright County,3.2,Minnesota,2016,132550,714.39,53.63,660.75,5.3,76256
Yellow Medicine County,2.9,Minnesota,2016,9935,763.39,5.43,757.96,9.9,55690
Adams County,7.2,Mississippi,2016,31248,486.25,25.99,460.26,31.4,32956
Alcorn County,4.7,Mississippi,2016,37304,401.35,1.46,399.89,16.9,38675
Amite County,6.3,Mississippi,2016,12458,731.64,2.04,729.6,24.0,34986
Attala County,5.9,Mississippi,2016,18934,737.1,1.97,735.13,23.8,31722
Benton County,5.2,Mississippi,2016,8264,408.65,1.86,406.79,25.3,36400
Bolivar County,6.2,Mississippi,2016,32737,905.76,29.47,876.28,35.3,29633
Calhoun County,4.5,Mississippi,2016,14610,587.97,1.43,586.54,21.9,34417
Carroll County,6.6,Mississippi,2016,10255,634.54,6.81,627.73,17.4,39622
Chickasaw County,5.7,Mississippi,2016,17246,504.27,2.71,501.56,22.2,34611
Choctaw County,4.8,Mississippi,2016,8242,419.81,0.71,419.1,23.1,36194
Claiborne County,9.2,Mississippi,2016,9139,501.36,14.59,486.77,38.2,29266
Clarke County,6,Mississippi,2016,15888,693.41,2.14,691.27,20.9,37814
Clay County,6.6,Mississippi,2016,19850,416.02,7.46,408.56,23.9,34408
Coahoma County,7.2,Mississippi,2016,23809,583.14,28.99,554.15,41.2,26815
Copiah County,5.6,Mississippi,2016,28482,779.38,2.78,776.6,27.1,34450
Covington County,4.7,Mississippi,2016,19569,414.94,1.15,413.79,23.5,33348
Desoto County,3.5,Mississippi,2016,175611,496.77,18.91,477.86,10.2,64138
Forrest County,4.9,Mississippi,2016,75979,470.17,3.59,466.58,25.4,36709
