county,oct_rate,state,year
Nobles County,3.8,Minnesota,2008
Norman County,4.4,Minnesota,2008
Olmsted County,4.4,Minnesota,2008
Otter Tail County,4.9,Minnesota,2008
Pennington County,4.4,Minnesota,2008
Pine County,7.2,Minnesota,2008
Pipestone County,3.7,Minnesota,2008
Polk County,3.8,Minnesota,2008
Pope County,4.4,Minnesota,2008
Ramsey County,5.5,Minnesota,2008
Red Lake County,5.2,Minnesota,2008
Redwood County,4.8,Minnesota,2008
Renville County,4.5,Minnesota,2008
Rice County,5.4,Minnesota,2008
Rock County,3.7,Minnesota,2008
Roseau County,3.4,Minnesota,2008
Saint Louis County,6,Minnesota,2008
Scott County,4.8,Minnesota,2008
Sherburne County,5.5,Minnesota,2008
Sibley County,5.2,Minnesota,2008
Stearns County,5.1,Minnesota,2008
Steele County,4.5,Minnesota,2008
Stevens County,3.8,Minnesota,2008
Swift County,5.1,Minnesota,2008
Todd County,5.9,Minnesota,2008
Traverse County,4.6,Minnesota,2008
Wabasha County,4.5,Minnesota,2008
Wadena County,6.4,Minnesota,2008
Waseca County,4.8,Minnesota,2008
Washington County,5,Minnesota,2008
Watonwan County,6.2,Minnesota,2008
Wilkin County,4.1,Minnesota,2008
Winona County,4.5,Minnesota,2008
Wright County,5.5,Minnesota,2008
Yellow Medicine County,4.3,Minnesota,2008
Adams County,6.6,Mississippi,2008
Alcorn County,8.1,Mississippi,2008
Amite County,6.9,Mississippi,2008
Attala County,8.8,Mississippi,2008
Benton County,12.4,Mississippi,2008
Bolivar County,8,Mississippi,2008
Calhoun County,8.6,Mississippi,2008
Carroll County,7.3,Mississippi,2008
Chickasaw County,11.7,Mississippi,2008
Choctaw County,7.5,Mississippi,2008
Claiborne County,9.4,Mississippi,2008
Clarke County,7.5,Mississippi,2008
Clay County,13.8,Mississippi,2008
Coahoma County,8.3,Mississippi,2008
Copiah County,7.6,Mississippi,2008
Covington County,6.6,Mississippi,2008
Desoto County,4.9,Mississippi,2008
Forrest County,5.9,Mississippi,2008
Franklin County,7.4,Mississippi,2008
George County,7.6,Mississippi,2008
Greene County,9.3,Mississippi,2008
Grenada County,8.3,Mississippi,2008
Hancock County,5.9,Mississippi,2008
Harrison County,5.6,Mississippi,2008
Hinds County,6.4,Mississippi,2008
Holmes County,13.1,Mississippi,2008
Humphreys County,8.4,Mississippi,2008
Issaquena County,6.1,Mississippi,2008
Itawamba County,9.2,Mississippi,2008
Jackson County,6,Mississippi,2008
Jasper County,7.6,Mississippi,2008
Jefferson County,10.5,Mississippi,2008
Jefferson Davis County,7.1,Mississippi,2008
Jones County,5.9,Mississippi,2008
Kemper County,9.3,Mississippi,2008
Lafayette County,5.1,Mississippi,2008
Lamar County,4.8,Mississippi,2008
Lauderdale County,7.4,Mississippi,2008
Lawrence County,8.2,Mississippi,2008
Leake County,7,Mississippi,2008
Lee County,7.4,Mississippi,2008
Leflore County,8.6,Mississippi,2008
Lincoln County,7.3,Mississippi,2008
Lowndes County,7.6,Mississippi,2008
Madison County,5.3,Mississippi,2008
Marion County,7.2,Mississippi,2008
Marshall County,7.5,Mississippi,2008
Monroe County,10,Mississippi,2008
Montgomery County,9.2,Mississippi,2008
Neshoba County,5.7,Mississippi,2008
Newton County,6.8,Mississippi,2008
Noxubee County,16.2,Mississippi,2008
Oktibbeha County,6.1,Mississippi,2008
Panola County,8.7,Mississippi,2008
Pearl River County,7,Mississippi,2008
Perry County,8.3,Mississippi,2008
Pike County,7.4,Mississippi,2008
Pontotoc County,8,Mississippi,2008
Prentiss County,7.9,Mississippi,2008
Quitman County,8,Mississippi,2008
Rankin County,4.3,Mississippi,2008
Scott County,5.2,Mississippi,2008
Sharkey County,6.8,Mississippi,2008
Simpson County,6.4,Mississippi,2008
Smith County,6.4,Mississippi,2008
Stone County,5.6,Mississippi,2008
Sunflower County,9.2,Mississippi,2008
Tallahatchie County,7.6,Mississippi,2008
Tate County,7,Mississippi,2008
Tippah County,11.6,Mississippi,2008
Tishomingo County,9.8,Mississippi,2008
Tunica County,9.6,Mississippi,2008
Union County,7.4,Mississippi,2008
Walthall County,7.5,Mississippi,2008
Warren County,6.1,Mississippi,2008
Washington County,9,Mississippi,2008
Wayne County,6.9,Mississippi,2008
Webster County,9.4,Mississippi,2008
Wilkinson County,7.2,Mississippi,2008
Winston County,8.4,Mississippi,2008
Yalobusha County,9.6,Mississippi,2008
Yazoo County,8.8,Mississippi,2008
Adair County,4.9,Missouri,2008
Andrew County,4.7,Missouri,2008
Atchison County,4.5,Missouri,2008
Audrain County,6.4,Missouri,2008
Barry County,5.7,Missouri,2008
Barton County,9.5,Missouri,2008
Bates County,7.3,Missouri,2008
Benton County,6.8,Missouri,2008
Bollinger County,6.4,Missouri,2008
Boone County,4.4,Missouri,2008
Buchanan County,5.5,Missouri,2008
Butler County,6.4,Missouri,2008
Caldwell County,7,Missouri,2008
Callaway County,5.5,Missouri,2008
Camden County,6.3,Missouri,2008
Cape Girardeau County,5.3,Missouri,2008
Carroll County,7.7,Missouri,2008
Carter County,6.2,Missouri,2008
Cass County,6.2,Missouri,2008
Cedar County,6.5,Missouri,2008
Chariton County,6.6,Missouri,2008
Christian County,5.3,Missouri,2008
Clark County,5.1,Missouri,2008
Clay County,5.4,Missouri,2008
Clinton County,5.8,Missouri,2008
Cole County,4.6,Missouri,2008
Cooper County,5.7,Missouri,2008
Crawford County,7.7,Missouri,2008
Dade County,6.6,Missouri,2008
Dallas County,10.3,Missouri,2008
Daviess County,5.3,Missouri,2008
Dekalb County,6.1,Missouri,2008
Dent County,7.7,Missouri,2008
Douglas County,6.5,Missouri,2008
Dunklin County,7.3,Missouri,2008
Franklin County,7.7,Missouri,2008
Gasconade County,6.9,Missouri,2008
Gentry County,4.5,Missouri,2008
Greene County,5.6,Missouri,2008
Grundy County,5.5,Missouri,2008
Harrison County,4.6,Missouri,2008
Henry County,7,Missouri,2008
Hickory County,10.8,Missouri,2008
Holt County,4.4,Missouri,2008
Howard County,6,Missouri,2008
Howell County,5.9,Missouri,2008
Iron County,5.4,Missouri,2008
Jackson County,7.5,Missouri,2008
Jasper County,5.4,Missouri,2008
Jefferson County,6.8,Missouri,2008
Johnson County,5.3,Missouri,2008
Knox County,4.7,Missouri,2008
Laclede County,8.3,Missouri,2008
Lafayette County,6.1,Missouri,2008
Lawrence County,5.1,Missouri,2008
Lewis County,4.6,Missouri,2008
Lincoln County,7.5,Missouri,2008
Linn County,8.5,Missouri,2008
Livingston County,5.6,Missouri,2008
Macon County,6,Missouri,2008
Madison County,5.9,Missouri,2008
Maries County,6.3,Missouri,2008
Marion County,5.6,Missouri,2008
McDonald County,5,Missouri,2008
Mercer County,4.5,Missouri,2008
Miller County,6.6,Missouri,2008
Mississippi County,7.4,Missouri,2008
Moniteau County,5.5,Missouri,2008
Monroe County,6.4,Missouri,2008
Montgomery County,6.5,Missouri,2008
Morgan County,7.8,Missouri,2008
New Madrid County,6.3,Missouri,2008
Newton County,5.6,Missouri,2008
Nodaway County,3.9,Missouri,2008
Oregon County,6.4,Missouri,2008
Osage County,6.2,Missouri,2008
Ozark County,5.9,Missouri,2008
Pemiscot County,7.2,Missouri,2008
Perry County,4.7,Missouri,2008
Pettis County,5.9,Missouri,2008
Phelps County,5.7,Missouri,2008
Pike County,5.4,Missouri,2008
Platte County,5.1,Missouri,2008
Polk County,6.3,Missouri,2008
Pulaski County,5.6,Missouri,2008
Putnam County,5.1,Missouri,2008
Ralls County,4.6,Missouri,2008
Randolph County,5.8,Missouri,2008
Ray County,6.6,Missouri,2008
Reynolds County,6.4,Missouri,2008
Ripley County,6.9,Missouri,2008
Saint Charles County,5.7,Missouri,2008
Saint Clair County,7.1,Missouri,2008
Saint Francois County,7.3,Missouri,2008
Saint Louis City,8.3,Missouri,2008
Saint Louis County,6.4,Missouri,2008
Sainte Genevieve County,6,Missouri,2008
Saline County,5.5,Missouri,2008
Schuyler County,5.6,Missouri,2008
Scotland County,6.1,Missouri,2008
Scott County,6.7,Missouri,2008
Shannon County,8.3,Missouri,2008
Shelby County,4.4,Missouri,2008
Stoddard County,6.9,Missouri,2008
Stone County,6.4,Missouri,2008
Sullivan County,5.6,Missouri,2008
Taney County,5.5,Missouri,2008
Texas County,7.2,Missouri,2008
Vernon County,6,Missouri,2008
Warren County,7,Missouri,2008
Washington County,10.2,Missouri,2008
Wayne County,6.6,Missouri,2008
Webster County,6.3,Missouri,2008
Worth County,5.2,Missouri,2008
Wright County,7.7,Missouri,2008
Beaverhead County,4.4,Montana,2008
Big Horn County,7.9,Montana,2008
Blaine County,4,Montana,2008
Broadwater County,5.3,Montana,2008
Carbon County,4.3,Montana,2008
Carter County,3.9,Montana,2008
Cascade County,4.8,Montana,2008
Chouteau County,3.8,Montana,2008
Custer County,3.8,Montana,2008
Daniels County,3.7,Montana,2008
Dawson County,3.6,Montana,2008
Deer Lodge County,6.6,Montana,2008
Fallon County,2.4,Montana,2008
Fergus County,4.2,Montana,2008
Flathead County,7.4,Montana,2008
Gallatin County,4.8,Montana,2008
Garfield County,3.4,Montana,2008
Glacier County,9.1,Montana,2008
Golden Valley County,5.8,Montana,2008
Granite County,6.3,Montana,2008
Hill County,4.8,Montana,2008
Jefferson County,4.7,Montana,2008
Judith Basin County,3.8,Montana,2008
Lake County,7.9,Montana,2008
Lewis and Clark County,4.1,Montana,2008
Liberty County,4.8,Montana,2008
Lincoln County,9.2,Montana,2008
Madison County,5.2,Montana,2008
McCone County,2.6,Montana,2008
Meagher County,6.5,Montana,2008
Mineral County,7.5,Montana,2008
Missoula County,4.9,Montana,2008
Musselshell County,5.2,Montana,2008
Park County,4.9,Montana,2008
Petroleum County,4.1,Montana,2008
Phillips County,4,Montana,2008
Pondera County,5.3,Montana,2008
Powder River County,3.3,Montana,2008
Powell County,7.2,Montana,2008
Prairie County,3.3,Montana,2008
Ravalli County,7,Montana,2008
Richland County,2.9,Montana,2008
Roosevelt County,7.3,Montana,2008
Rosebud County,5.8,Montana,2008
Sanders County,9.7,Montana,2008
Sheridan County,3.2,Montana,2008
Silver Bow County,4.9,Montana,2008
Stillwater County,4.5,Montana,2008
Sweet Grass County,2.8,Montana,2008
Teton County,4,Montana,2008
Toole County,3.5,Montana,2008
Treasure County,3.2,Montana,2008
Valley County,3.9,Montana,2008
Wheatland County,3.9,Montana,2008
Wibaux County,3.9,Montana,2008
Yellowstone County,3.9,Montana,2008
Adams County,3.1,Nebraska,2008
Antelope County,2.7,Nebraska,2008
Arthur County,3.3,Nebraska,2008
Banner County,2,Nebraska,2008
Blaine County,4,Nebraska,2008
Boone County,2.7,Nebraska,2008
Box Butte County,3.6,Nebraska,2008
Boyd County,2.7,Nebraska,2008
Brown County,2.5,Nebraska,2008
Buffalo County,2.5,Nebraska,2008
Burt County,3.6,Nebraska,2008
Butler County,2.8,Nebraska,2008
Cass County,3.5,Nebraska,2008
Cedar County,2.3,Nebraska,2008
Chase County,2.7,Nebraska,2008
Cherry County,2.3,Nebraska,2008
Cheyenne County,2.5,Nebraska,2008
Clay County,3.4,Nebraska,2008
Colfax County,2.6,Nebraska,2008
Cuming County,2.7,Nebraska,2008
Custer County,2.4,Nebraska,2008
Dakota County,3.6,Nebraska,2008
Dawes County,2.7,Nebraska,2008
Dawson County,3.4,Nebraska,2008
Deuel County,2.7,Nebraska,2008
Dixon County,3,Nebraska,2008
Dodge County,3.4,Nebraska,2008
Douglas County,3.6,Nebraska,2008
Dundy County,3.3,Nebraska,2008
Fillmore County,2.9,Nebraska,2008
Franklin County,3.3,Nebraska,2008
Frontier County,2.8,Nebraska,2008
Furnas County,2.7,Nebraska,2008
Gage County,5.5,Nebraska,2008
Garden County,3.2,Nebraska,2008
Garfield County,2,Nebraska,2008
Gosper County,3.3,Nebraska,2008
Grant County,3.3,Nebraska,2008
Greeley County,2.6,Nebraska,2008
Hall County,4.2,Nebraska,2008
Hamilton County,2.9,Nebraska,2008
Harlan County,3.6,Nebraska,2008
Hayes County,3.6,Nebraska,2008
Hitchcock County,3.1,Nebraska,2008
Holt County,2.3,Nebraska,2008
Hooker County,3.8,Nebraska,2008
Howard County,4.7,Nebraska,2008
Jefferson County,4.1,Nebraska,2008
Johnson County,3.7,Nebraska,2008
Kearney County,2.4,Nebraska,2008
Keith County,2.9,Nebraska,2008
Keya Paha County,4.2,Nebraska,2008
Kimball County,3.7,Nebraska,2008
Knox County,2.9,Nebraska,2008
Lancaster County,3,Nebraska,2008
Lincoln County,2.8,Nebraska,2008
Logan County,1.7,Nebraska,2008
Loup County,4.1,Nebraska,2008
Madison County,3.2,Nebraska,2008
McPherson County,1.6,Nebraska,2008
Merrick County,3.7,Nebraska,2008
Morrill County,3.5,Nebraska,2008
Nance County,2.9,Nebraska,2008
Nemaha County,4.1,Nebraska,2008
Nuckolls County,3,Nebraska,2008
Otoe County,3.6,Nebraska,2008
Pawnee County,3.5,Nebraska,2008
Perkins County,2.4,Nebraska,2008
Phelps County,2.5,Nebraska,2008
Pierce County,2.9,Nebraska,2008
Platte County,2.8,Nebraska,2008
Polk County,2.5,Nebraska,2008
Red Willow County,2.8,Nebraska,2008
Richardson County,4,Nebraska,2008
Rock County,2.2,Nebraska,2008
Saline County,3.3,Nebraska,2008
Sarpy County,3.3,Nebraska,2008
Saunders County,3.1,Nebraska,2008
Scotts Bluff County,3.6,Nebraska,2008
Seward County,3,Nebraska,2008
Sheridan County,2.9,Nebraska,2008
Sherman County,3,Nebraska,2008
Sioux County,3,Nebraska,2008
Stanton County,2.9,Nebraska,2008
Thayer County,2.7,Nebraska,2008
Thomas County,3.2,Nebraska,2008
Thurston County,6.3,Nebraska,2008
Valley County,2.4,Nebraska,2008
Washington County,3,Nebraska,2008
Wayne County,2.7,Nebraska,2008
Webster County,3,Nebraska,2008
Wheeler County,2.5,Nebraska,2008
York County,3.3,Nebraska,2008
Carson City,7.5,Nevada,2008
Churchill County,6.5,Nevada,2008
Clark County,7.7,Nevada,2008
Douglas County,7.9,Nevada,2008
Elko County,4.3,Nevada,2008
Esmeralda County,5.2,Nevada,2008
Eureka County,4.1,Nevada,2008
Humboldt County,5.2,Nevada,2008
Lander County,4,Nevada,2008
Lincoln County,6.1,Nevada,2008
Lyon County,10.3,Nevada,2008
Mineral County,7.5,Nevada,2008
Nye County,10.8,Nevada,2008
Pershing County,7.2,Nevada,2008
Storey County,7,Nevada,2008
Washoe County,7.3,Nevada,2008
White Pine County,4.8,Nevada,2008
Belknap County,3.7,New Hampshire,2008
Carroll County,3.2,New Hampshire,2008
Cheshire County,3.3,New Hampshire,2008
Coos County,4.2,New Hampshire,2008
Grafton County,2.9,New Hampshire,2008
Hillsborough County,3.6,New Hampshire,2008
Merrimack County,3.3,New Hampshire,2008
Rockingham County,3.9,New Hampshire,2008
Strafford County,3.4,New Hampshire,2008
Sullivan County,3.2,New Hampshire,2008
Atlantic County,7.2,New Jersey,2008
Bergen County,4.4,New Jersey,2008
Burlington County,5.2,New Jersey,2008
Camden County,6.2,New Jersey,2008
Cape May County,7.5,New Jersey,2008
Cumberland County,8,New Jersey,2008
Essex County,6.7,New Jersey,2008
Gloucester County,5.4,New Jersey,2008
Hudson County,6.5,New Jersey,2008
Hunterdon County,3.7,New Jersey,2008
Mercer County,4.8,New Jersey,2008
Middlesex County,5.1,New Jersey,2008
Monmouth County,4.9,New Jersey,2008
Morris County,4,New Jersey,2008
Ocean County,6,New Jersey,2008
Passaic County,6.7,New Jersey,2008
Salem County,6.5,New Jersey,2008
Somerset County,4.1,New Jersey,2008
Sussex County,4.8,New Jersey,2008
Union County,5.8,New Jersey,2008
Warren County,5.2,New Jersey,2008
Bernalillo County,4.8,New Mexico,2008
Catron County,5.9,New Mexico,2008
Chaves County,4.4,New Mexico,2008
Cibola County,4.7,New Mexico,2008
Colfax County,4.8,New Mexico,2008
Curry County,3.2,New Mexico,2008
Debaca County,4.2,New Mexico,2008
Dona Ana County,4.7,New Mexico,2008
Eddy County,3,New Mexico,2008
Grant County,5.7,New Mexico,2008
Guadalupe County,6,New Mexico,2008
Harding County,2.5,New Mexico,2008
Hidalgo County,3.6,New Mexico,2008
Lea County,3,New Mexico,2008
Lincoln County,3.8,New Mexico,2008
Los Alamos County,3,New Mexico,2008
Luna County,9,New Mexico,2008
McKinley County,5.7,New Mexico,2008
Mora County,8.4,New Mexico,2008
Otero County,4.8,New Mexico,2008
Quay County,4.7,New Mexico,2008
Rio Arriba County,5.5,New Mexico,2008
Roosevelt County,3,New Mexico,2008
San Juan County,3.9,New Mexico,2008
San Miguel County,4.8,New Mexico,2008
Sandoval County,5.5,New Mexico,2008
Santa Fe County,4.1,New Mexico,2008
Sierra County,3.7,New Mexico,2008
Socorro County,3.5,New Mexico,2008
Taos County,5.8,New Mexico,2008
Torrance County,5.6,New Mexico,2008
Union County,3,New Mexico,2008
Valencia County,5.6,New Mexico,2008
Albany County,4.9,New York,2008
Allegany County,5.5,New York,2008
Bronx County,8.3,New York,2008
Broome County,5.4,New York,2008
Cattaraugus County,5.6,New York,2008
Cayuga County,5.5,New York,2008
Chautauqua County,5.3,New York,2008
Chemung County,5.6,New York,2008
Chenango County,5.9,New York,2008
Clinton County,6.2,New York,2008
Columbia County,4.7,New York,2008
Cortland County,5.9,New York,2008
Delaware County,5.6,New York,2008
Dutchess County,5.2,New York,2008
Erie County,5.4,New York,2008
Essex County,6,New York,2008
Franklin County,6.3,New York,2008
Fulton County,6.6,New York,2008
Genesee County,5,New York,2008
Greene County,5.7,New York,2008
Hamilton County,4.8,New York,2008
Herkimer County,5.1,New York,2008
Jefferson County,6.6,New York,2008
Kings County,6.6,New York,2008
Lewis County,5.8,New York,2008
Livingston County,5.3,New York,2008
Madison County,5.1,New York,2008
Monroe County,5.5,New York,2008
Montgomery County,6.2,New York,2008
Nassau County,5,New York,2008
New York County,5.4,New York,2008
Niagara County,6,New York,2008
Oneida County,5.2,New York,2008
Onondaga County,5.4,New York,2008
Ontario County,4.8,New York,2008
Orange County,5.5,New York,2008
Orleans County,6.1,New York,2008
Oswego County,6.5,New York,2008
Otsego County,5.2,New York,2008
Putnam County,4.5,New York,2008
Queens County,5.5,New York,2008
Rensselaer County,4.9,New York,2008
Richmond County,5.5,New York,2008
Rockland County,5,New York,2008
Saint Lawrence County,6.8,New York,2008
Saratoga County,4.5,New York,2008
Schenectady County,5,New York,2008
Schoharie County,5.6,New York,2008
Schuyler County,5.2,New York,2008
Seneca County,4.9,New York,2008
Steuben County,5.7,New York,2008
Suffolk County,5.1,New York,2008
Sullivan County,6.3,New York,2008
Tioga County,4.8,New York,2008
Tompkins County,4.2,New York,2008
Ulster County,5.4,New York,2008
Warren County,5.4,New York,2008
Washington County,4.8,New York,2008
Wayne County,5.5,New York,2008
Westchester County,5,New York,2008
Wyoming County,5.3,New York,2008
Yates County,4.4,New York,2008
Alamance County,6.3,North Carolina,2008
Alexander County,6.9,North Carolina,2008
Alleghany County,6.6,North Carolina,2008
Anson County,9,North Carolina,2008
Ashe County,6.6,North Carolina,2008
Avery County,5.3,North Carolina,2008
Beaufort County,6.7,North Carolina,2008
Bertie County,7.2,North Carolina,2008
Bladen County,7.5,North Carolina,2008
Brunswick County,6.2,North Carolina,2008
Buncombe County,4.5,North Carolina,2008
Burke County,7.6,North Carolina,2008
Cabarrus County,5.8,North Carolina,2008
Caldwell County,7.7,North Carolina,2008
Camden County,5.3,North Carolina,2008
Carteret County,4.9,North Carolina,2008
Caswell County,8.1,North Carolina,2008
Catawba County,7.2,North Carolina,2008
Chatham County,4.7,North Carolina,2008
Cherokee County,9,North Carolina,2008
Chowan County,8.5,North Carolina,2008
Clay County,6.6,North Carolina,2008
Cleveland County,8.7,North Carolina,2008
Columbus County,7.5,North Carolina,2008
Craven County,6,North Carolina,2008
Cumberland County,5.8,North Carolina,2008
Currituck County,4.3,North Carolina,2008
Dare County,4.9,North Carolina,2008
Davidson County,7.3,North Carolina,2008
Davie County,6.4,North Carolina,2008
Duplin County,5.7,North Carolina,2008
Durham County,4.6,North Carolina,2008
Edgecombe County,10.4,North Carolina,2008
Forsyth County,5.6,North Carolina,2008
Franklin County,6,North Carolina,2008
Gaston County,8.2,North Carolina,2008
Gates County,4.7,North Carolina,2008
Graham County,10,North Carolina,2008
Granville County,6.5,North Carolina,2008
Greene County,6.1,North Carolina,2008
Guilford County,5.9,North Carolina,2008
Halifax County,9.1,North Carolina,2008
Harnett County,6.6,North Carolina,2008
Haywood County,5,North Carolina,2008
Henderson County,4.6,North Carolina,2008
Hertford County,5.9,North Carolina,2008
Hoke County,5.6,North Carolina,2008
Hyde County,4.3,North Carolina,2008
Iredell County,6.6,North Carolina,2008
Jackson County,4.1,North Carolina,2008
Johnston County,5.7,North Carolina,2008
Jones County,6.8,North Carolina,2008
Lee County,7.8,North Carolina,2008
Lenoir County,7.3,North Carolina,2008
Lincoln County,7.8,North Carolina,2008
Macon County,5.3,North Carolina,2008
Madison County,5,North Carolina,2008
Martin County,6.4,North Carolina,2008
McDowell County,8.8,North Carolina,2008
Mecklenburg County,6,North Carolina,2008
Mitchell County,7,North Carolina,2008
Montgomery County,7.7,North Carolina,2008
Moore County,5.9,North Carolina,2008
Nash County,7.3,North Carolina,2008
New Hanover County,5.1,North Carolina,2008
Northampton County,7.1,North Carolina,2008
Onslow County,5.3,North Carolina,2008
Orange County,3.7,North Carolina,2008
Pamlico County,5.7,North Carolina,2008
Pasquotank County,6.4,North Carolina,2008
Pender County,6.3,North Carolina,2008
Perquimans County,6.4,North Carolina,2008
Person County,6.5,North Carolina,2008
Pitt County,6.4,North Carolina,2008
Polk County,5,North Carolina,2008
Randolph County,6,North Carolina,2008
Richmond County,9.3,North Carolina,2008
Robeson County,7.6,North Carolina,2008
Rockingham County,7.7,North Carolina,2008
Rowan County,6.8,North Carolina,2008
Rutherford County,8.4,North Carolina,2008
Sampson County,5.2,North Carolina,2008
Scotland County,10.7,North Carolina,2008
Stanly County,6.7,North Carolina,2008
Stokes County,5.9,North Carolina,2008
Surry County,7.5,North Carolina,2008
Swain County,5.6,North Carolina,2008
Transylvania County,4.9,North Carolina,2008
Tyrrell County,6.7,North Carolina,2008
Union County,5.5,North Carolina,2008
Vance County,8.8,North Carolina,2008
Wake County,4.5,North Carolina,2008
Warren County,8.4,North Carolina,2008
Washington County,7.1,North Carolina,2008
Watauga County,4,North Carolina,2008
Wayne County,5.6,North Carolina,2008
Wilkes County,7.1,North Carolina,2008
Wilson County,7.4,North Carolina,2008
Yadkin County,6,North Carolina,2008
Yancey County,7,North Carolina,2008
Adams County,2.1,North Dakota,2008
Barnes County,2.1,North Dakota,2008
Benson County,5.2,North Dakota,2008
Billings County,1.5,North Dakota,2008
Bottineau County,2.4,North Dakota,2008
Bowman County,2,North Dakota,2008
Burke County,1.9,North Dakota,2008
Burleigh County,2.2,North Dakota,2008
Cass County,2.3,North Dakota,2008
Cavalier County,2.3,North Dakota,2008
Dickey County,2.2,North Dakota,2008
Divide County,3.1,North Dakota,2008
Dunn County,2.4,North Dakota,2008
Eddy County,3.2,North Dakota,2008
Emmons County,3.5,North Dakota,2008
Foster County,2.4,North Dakota,2008
Golden Valley County,2.7,North Dakota,2008
Grand Forks County,2.5,North Dakota,2008
Grant County,2.6,North Dakota,2008
Griggs County,2.4,North Dakota,2008
Hettinger County,2.7,North Dakota,2008
Kidder County,3,North Dakota,2008
Lamoure County,2.4,North Dakota,2008
Logan County,2.8,North Dakota,2008
McHenry County,2.5,North Dakota,2008
McIntosh County,2.6,North Dakota,2008
McKenzie County,2.1,North Dakota,2008
McLean County,3.1,North Dakota,2008
Mercer County,2.7,North Dakota,2008
Morton County,2.5,North Dakota,2008
Mountrail County,3.5,North Dakota,2008
Nelson County,2.2,North Dakota,2008
Oliver County,2.6,North Dakota,2008
Pembina County,3.1,North Dakota,2008
Pierce County,3.3,North Dakota,2008
Ramsey County,2.9,North Dakota,2008
Ransom County,2.5,North Dakota,2008
Renville County,1.9,North Dakota,2008
Richland County,3.3,North Dakota,2008
Rolette County,6.9,North Dakota,2008
Sargent County,3,North Dakota,2008
Sheridan County,2.7,North Dakota,2008
Sioux County,4.2,North Dakota,2008
Slope County,1.2,North Dakota,2008
Stark County,1.8,North Dakota,2008
Steele County,1.8,North Dakota,2008
Stutsman County,2.3,North Dakota,2008
Towner County,2.2,North Dakota,2008
Traill County,2.5,North Dakota,2008
Walsh County,3.1,North Dakota,2008
Ward County,2.3,North Dakota,2008
Wells County,2.6,North Dakota,2008
Williams County,1.5,North Dakota,2008
Adams County,8.9,Ohio,2008
Allen County,7.5,Ohio,2008
Ashland County,7.8,Ohio,2008
Ashtabula County,8,Ohio,2008
Athens County,6.1,Ohio,2008
Auglaize County,5.7,Ohio,2008
Belmont County,6.3,Ohio,2008
Brown County,7.6,Ohio,2008
Butler County,6.2,Ohio,2008
Carroll County,7.4,Ohio,2008
Champaign County,7.3,Ohio,2008
Clark County,6.7,Ohio,2008
Clermont County,6.1,Ohio,2008
Clinton County,6.5,Ohio,2008
Columbiana County,7.2,Ohio,2008
Coshocton County,8.4,Ohio,2008
Crawford County,9,Ohio,2008
Cuyahoga County,6,Ohio,2008
Darke County,6.1,Ohio,2008
Defiance County,7.6,Ohio,2008
Delaware County,4.9,Ohio,2008
Erie County,7.1,Ohio,2008
Fairfield County,5.8,Ohio,2008
Fayette County,5.8,Ohio,2008
Franklin County,5.8,Ohio,2008
Fulton County,8.3,Ohio,2008
Gallia County,6.1,Ohio,2008
Geauga County,4.5,Ohio,2008
Greene County,6.5,Ohio,2008
Guernsey County,9.4,Ohio,2008
Hamilton County,6,Ohio,2008
Hancock County,6.4,Ohio,2008
Hardin County,7.1,Ohio,2008
Harrison County,7.4,Ohio,2008
Henry County,7.4,Ohio,2008
Highland County,7.6,Ohio,2008
Hocking County,7.6,Ohio,2008
Holmes County,5.2,Ohio,2008
Huron County,9.4,Ohio,2008
Jackson County,8.3,Ohio,2008
Jefferson County,8.4,Ohio,2008
Knox County,6.1,Ohio,2008
Lake County,4.8,Ohio,2008
Lawrence County,5.5,Ohio,2008
Licking County,6.3,Ohio,2008
Logan County,6.3,Ohio,2008
Lorain County,5.7,Ohio,2008
Lucas County,8.6,Ohio,2008
Madison County,6.5,Ohio,2008
Mahoning County,7.2,Ohio,2008
Marion County,7.3,Ohio,2008
Medina County,4.9,Ohio,2008
Meigs County,9.3,Ohio,2008
Mercer County,4.9,Ohio,2008
Miami County,6.6,Ohio,2008
Monroe County,8.4,Ohio,2008
Montgomery County,7.8,Ohio,2008
Morgan County,8.6,Ohio,2008
Morrow County,7,Ohio,2008
Muskingum County,8.2,Ohio,2008
Noble County,8.9,Ohio,2008
Ottawa County,8,Ohio,2008
Paulding County,7.4,Ohio,2008
Perry County,8.2,Ohio,2008
Pickaway County,7.7,Ohio,2008
Pike County,10,Ohio,2008
Portage County,6,Ohio,2008
Preble County,7,Ohio,2008
Putnam County,5.5,Ohio,2008
Richland County,7.3,Ohio,2008
Ross County,8.5,Ohio,2008
Sandusky County,7.2,Ohio,2008
Scioto County,9,Ohio,2008
Seneca County,7,Ohio,2008
Shelby County,6.4,Ohio,2008
Stark County,6.8,Ohio,2008
Summit County,6.3,Ohio,2008
Trumbull County,7.5,Ohio,2008
Tuscarawas County,6.1,Ohio,2008
Union County,5.3,Ohio,2008
Van Wert County,9.7,Ohio,2008
Vinton County,9.6,Ohio,2008
Warren County,5.8,Ohio,2008
Washington County,5.3,Ohio,2008
Wayne County,5.9,Ohio,2008
Williams County,8.6,Ohio,2008
Wood County,7,Ohio,2008
Wyandot County,7.8,Ohio,2008
Adair County,4.7,Oklahoma,2008
Alfalfa County,3.4,Oklahoma,2008
Atoka County,5.1,Oklahoma,2008
Beaver County,2.2,Oklahoma,2008
