county,nov_rate,state,year,2012_pop_est,total area sqmi,water area,land area,per_pov,med_income
Assumption Parish,7.4,Louisiana,2012,23089,364.55,25.87,338.68,21.3,41472
Avoyelles Parish,6.1,Louisiana,2012,41612,865.67,33.24,832.44,25.0,32582
Beauregard Parish,6.2,Louisiana,2012,36313,1165.99,5.9,1160.09,18.6,44303
Bienville Parish,7.9,Louisiana,2012,14167,821.77,11.13,810.64,25.7,31732
Bossier Parish,5.2,Louisiana,2012,123165,866.93,27.68,839.25,13.3,52725
Caddo Parish,6.8,Louisiana,2012,257396,936.9,54.91,881.99,20.4,40455
Calcasieu Parish,5.7,Louisiana,2012,194563,1094.34,23.22,1071.12,17.4,44307
Caldwell Parish,7.4,Louisiana,2012,10012,540.72,11.3,529.42,23.7,34845
Cameron Parish,4.6,Louisiana,2012,6627,1931.6,618.63,1312.96,13.0,50016
Catahoula Parish,7.4,Louisiana,2012,10263,739.43,35.78,703.65,25.7,31389
Claiborne Parish,6.6,Louisiana,2012,16851,767.55,12.9,754.65,34.7,32678
Concordia Parish,7.5,Louisiana,2012,20458,748.68,52.77,695.91,29.4,29778
De Soto Parish,7.9,Louisiana,2012,26991,894.49,17.29,877.2,22.4,38085
East Baton Rouge Parish,5.5,Louisiana,2012,443039,470.54,15.11,455.43,20.5,47389
East Carroll Parish,16.5,Louisiana,2012,7573,442.45,21.01,421.44,45.8,24688
East Feliciana Parish,6.3,Louisiana,2012,19943,455.69,2.29,453.4,20.8,42571
Evangeline Parish,6,Louisiana,2012,33754,679.61,15.34,664.27,26.1,31128
Franklin Parish,8.7,Louisiana,2012,20605,635.43,11.82,623.61,31.6,28215
Grant Parish,6.6,Louisiana,2012,22404,664.56,19.45,645.11,21.3,37893
Iberia Parish,5.6,Louisiana,2012,73890,1030.86,455.73,575.13,21.3,42555
Iberville Parish,7.6,Louisiana,2012,33319,652.84,34.2,618.64,21.3,39405
Jackson Parish,5.6,Louisiana,2012,16237,580.34,10.59,569.75,21.9,36882
Jefferson Davis Parish,5.3,Louisiana,2012,31441,658.58,6.26,652.31,16.3,45515
Jefferson Parish,5.7,Louisiana,2012,434312,642.41,335.89,306.52,20.2,37814
La Salle Parish,4.1,Louisiana,2012,14877,270.29,0.46,269.83,16.7,42128
Lafayette Parish,4.2,Louisiana,2012,227083,1472.19,387.51,1084.68,17.5,48382
Lafourche Parish,4.3,Louisiana,2012,97074,662.36,38.54,623.83,15.0,49464
Lincoln Parish,6.9,Louisiana,2012,47123,472.27,0.89,471.38,27.6,36147
Livingston Parish,5.2,Louisiana,2012,131940,702.84,54.82,648.02,15.2,52865
Madison Parish,10.4,Louisiana,2012,12206,650.53,26.45,624.09,44.8,23837
Morehouse Parish,10.9,Louisiana,2012,27454,805.2,10.95,794.25,31.1,28804
Natchitoches Parish,7.6,Louisiana,2012,39491,1299.3,43.85,1255.45,24.7,33715
Orleans Parish,6.7,Louisiana,2012,370138,350.21,169.66,180.56,28.8,33948
Ouachita Parish,6.4,Louisiana,2012,155342,632.7,22.17,610.53,23.6,36895
Plaquemines Parish,4.8,Louisiana,2012,23893,2428.54,1583.98,844.56,14.8,49964
Pointe Coupee Parish,6.7,Louisiana,2012,22706,590.68,33.34,557.34,20.8,41386
Rapides Parish,5.8,Louisiana,2012,132184,1361.96,39.42,1322.54,22.0,41036
Red River Parish,6.5,Louisiana,2012,9032,402.08,12.79,389.29,23.1,33011
Richland Parish,8.4,Louisiana,2012,20912,564.51,6.05,558.45,24.8,33398
Sabine Parish,5.9,Louisiana,2012,24310,1011.51,146.25,865.27,21.2,37440
Saint Bernard Parish,6.8,Louisiana,2012,41519,1793.75,1328.71,465.04,22.2,40900
Saint Charles Parish,5.4,Louisiana,2012,52484,410.16,126.52,283.64,12.8,55684
Saint Helena Parish,10,Louisiana,2012,11036,409.46,1.09,408.36,23.7,33879
Saint James Parish,8.2,Louisiana,2012,21665,257.79,11.66,246.13,17.4,46626
Saint John the Baptist Parish,7.8,Louisiana,2012,44760,347.84,128.94,218.9,19.6,47312
Saint Landry Parish,6.9,Louisiana,2012,83490,938.83,10.18,928.65,25.5,34299
Saint Martin Parish,5.1,Louisiana,2012,52729,816.46,76.6,739.85,19.4,41875
Saint Mary Parish,6,Louisiana,2012,53554,1118.83,506.04,612.79,22.8,37720
Saint Tammany Parish,5,Louisiana,2012,239323,1124.08,269.93,854.15,13.1,58383
Tangipahoa Parish,7,Louisiana,2012,123655,823.12,32.88,790.24,24.4,36573
Tensas Parish,8.7,Louisiana,2012,4965,641.2,38.72,602.48,30.6,26909
Terrebonne Parish,4.3,Louisiana,2012,111804,2079.9,824.97,1254.93,18.5,48472
Union Parish,6.9,Louisiana,2012,22506,905.28,27.68,877.6,27.2,35066
Vermilion Parish,4.9,Louisiana,2012,58637,1538.31,364.53,1173.78,17.4,45419
Vernon Parish,6.8,Louisiana,2012,54179,1341.51,13.1,1328.41,14.2,43803
Washington Parish,7.3,Louisiana,2012,46641,675.97,6.4,669.57,26.1,30986
Webster Parish,8.7,Louisiana,2012,40919,615.07,19.85,595.22,21.2,36000
West Baton Rouge Parish,5.7,Louisiana,2012,24096,203.62,12.42,191.2,17.2,47301
West Carroll Parish,11.1,Louisiana,2012,11497,360.32,0.92,359.4,22.9,32666
West Feliciana Parish,5,Louisiana,2012,15442,426.01,20.01,406,26.4,50802
Winn Parish,7,Louisiana,2012,15054,956.91,6.43,950.49,23.5,35705
Androscoggin County,7,Maine,2012,107539,497.23,26.95,470.27,15.9,43692
Aroostook County,8.8,Maine,2012,70774,6828.79,157.25,6671.54,16.5,37996
Cumberland County,5.5,Maine,2012,284133,1216.89,381.38,835.51,11.4,55456
Franklin County,8.3,Maine,2012,30629,1744.31,46.5,1697.81,18.8,36729
Hancock County,8.6,Maine,2012,54542,2351.03,763.33,1587.7,13.2,45564
Kennebec County,6.7,Maine,2012,121636,951.18,83.6,867.58,14.7,45779
Knox County,6.5,Maine,2012,39639,1142.1,776.43,365.67,13.0,46850
Lincoln County,7.2,Maine,2012,34222,699.81,243.82,455.99,14.3,50379
Oxford County,9.3,Maine,2012,57490,2175.26,97.26,2078,17.8,41280
Penobscot County,7.2,Maine,2012,153589,3556.14,160.41,3395.73,17.5,41820
Piscataquis County,8.9,Maine,2012,17258,4377.36,411.14,3966.22,20.0,35816
Sagadahoc County,6.3,Maine,2012,35109,370.19,116.29,253.9,11.4,51168
Somerset County,9.8,Maine,2012,51854,4095.37,168.87,3926.5,17.6,38706
Waldo County,7.7,Maine,2012,38914,852.74,123.01,729.73,17.6,39917
Washington County,9.7,Maine,2012,32514,3254.91,686.44,2568.48,19.4,36657
York County,6.5,Maine,2012,199053,1271.34,280.43,990.92,11.4,52663
Allegany County,8.3,Maryland,2012,73975,429.82,4.4,425.42,18.1,38670
Anne Arundel County,5.6,Maryland,2012,550641,587.9,171.96,415.94,6.3,87083
Baltimore City,9.8,Maryland,2012,622722,92.08,11.27,80.8,24.5,39077
Baltimore County,7,Maryland,2012,818282,682.03,83.44,598.59,9.7,62413
Calvert County,5.8,Maryland,2012,89685,345.09,129.91,215.17,7.0,87215
Caroline County,7.1,Maryland,2012,32640,326.06,5.92,320.14,15.7,48772
Carroll County,5.6,Maryland,2012,167191,452.4,3.27,449.13,6.3,79304
Cecil County,7.7,Maryland,2012,101776,417.88,69.75,348.13,11.9,62443
Charles County,6.3,Maryland,2012,150770,643.22,182.22,461,8.6,89203
Dorchester County,10.3,Maryland,2012,32476,982.92,425.38,557.54,18.4,41931
Frederick County,5.7,Maryland,2012,239610,667.34,4.46,662.88,6.8,80427
Garrett County,8.4,Maryland,2012,29904,655.9,7.94,647.96,14.5,41515
Harford County,6.5,Maryland,2012,248661,526.72,86.37,440.35,7.9,76220
Howard County,4.7,Maryland,2012,299605,253.55,1.51,252.04,5.3,108234
Kent County,7.1,Maryland,2012,19986,414.31,134.87,279.43,14.0,49969
Montgomery County,4.9,Maryland,2012,1006218,507.14,11.63,495.52,6.6,94365
Prince George's County,7,Maryland,2012,882465,498.45,13.01,485.43,10.3,69258
Queen Anne's County,5.8,Maryland,2012,48520,509.79,137.58,372.21,8.2,79012
Saint Mary's County,5.8,Maryland,2012,109071,764.5,403.25,361.25,8.4,85478
Somerset County,11.3,Maryland,2012,26117,610.78,283.56,327.21,29.6,34454
Talbot County,6.8,Maryland,2012,38055,476.77,207.64,269.14,9.7,61529
Washington County,7.4,Maryland,2012,149215,467.55,9.41,458.14,13.7,52604
Wicomico County,9.4,Maryland,2012,100555,399.79,22.62,377.17,16.7,50204
Worcester County,14.6,Maryland,2012,51511,694.73,221.49,473.24,11.1,55875
Barnstable County,8.3,Massachusetts,2012,214915,1305.62,910.1,395.51,10.4,58616
Berkshire County,7,Massachusetts,2012,130201,946.27,14.95,931.32,14.0,46660
Bristol County,8,Massachusetts,2012,551341,691.19,135.19,556,13.1,53670
Dukes County,9.9,Massachusetts,2012,16793,490.95,387.18,103.78,9.4,56784
Essex County,6.6,Massachusetts,2012,757163,828.53,327.86,500.67,12.1,67408
Franklin County,5.4,Massachusetts,2012,71536,724.74,22.71,702.03,11.5,54159
Hampden County,8.4,Massachusetts,2012,466578,634.12,15.71,618.4,19.1,48386
Hampshire County,5.1,Massachusetts,2012,160418,545.44,16.41,529.03,13.4,58206
Middlesex County,5.1,Massachusetts,2012,1540330,847.54,24.08,823.46,8.4,81924
Nantucket County,8.3,Massachusetts,2012,10312,303.64,255.83,47.81,7.5,70286
Norfolk County,5.4,Massachusetts,2012,683121,443.94,44.35,399.58,7.5,80192
Plymouth County,6.5,Massachusetts,2012,499622,1093.39,432.54,660.85,7.8,72795
Suffolk County,5.8,Massachusetts,2012,749469,120.19,61.68,58.52,20.5,50884
Worcester County,6.8,Massachusetts,2012,806209,1579.02,65.95,1513.06,11.8,62318
Alcona County,11.4,Michigan,2012,10609,1790.54,1116.1,674.43,16.0,37443
Alger County,10.7,Michigan,2012,9495,5049.08,4131.25,917.83,15.7,38916
Allegan County,6.1,Michigan,2012,111929,1833.3,1005.83,827.46,13.4,50786
Alpena County,8.3,Michigan,2012,29208,1695,1120.85,574.15,17.1,37330
Antrim County,10.9,Michigan,2012,23336,601.9,124.97,476.94,13.6,42419
Arenac County,11.4,Michigan,2012,15495,680.81,313.97,366.84,18.6,37924
Baraga County,12.3,Michigan,2012,8708,1068.85,164.85,904,17.0,38581
Barry County,5.7,Michigan,2012,59068,576.9,20.77,556.14,11.6,55522
Bay County,7.3,Michigan,2012,107091,630.91,186.66,444.25,13.7,44242
Benzie County,9.4,Michigan,2012,17389,859.64,538.32,321.31,13.8,42675
Berrien County,7.8,Michigan,2012,156093,1581.38,1010.39,571,20.1,43324
Branch County,7.5,Michigan,2012,43771,519.49,12.08,507.41,18.2,43429
Calhoun County,7,Michigan,2012,134777,718.44,9.72,708.72,18.2,40847
Cass County,7.1,Michigan,2012,52050,508.46,16.29,492.18,16.0,44233
Charlevoix County,9.7,Michigan,2012,26107,1390.76,973.92,416.84,12.8,44541
Cheboygan County,12.2,Michigan,2012,25782,885.23,169.63,715.6,18.6,37610
Chippewa County,8.8,Michigan,2012,39035,2697.98,1136.92,1561.06,19.1,40273
Clare County,10.2,Michigan,2012,30791,575.22,8.42,566.8,24.7,32274
Clinton County,5,Michigan,2012,76459,574.57,3.12,571.46,10.3,59008
Crawford County,10.6,Michigan,2012,13988,563.37,5.25,558.12,19.7,37169
Delta County,9.3,Michigan,2012,36838,1991.58,821.56,1170.03,16.2,42116
Dickinson County,7.2,Michigan,2012,26211,777.12,10.78,766.34,13.4,42025
Eaton County,5.6,Michigan,2012,107960,579.02,2.61,576.41,10.1,55229
Emmet County,11.4,Michigan,2012,32891,882.26,414.44,467.82,11.2,49647
Genesee County,8.8,Michigan,2012,418029,649.34,9.7,639.64,21.3,40483
Gladwin County,10.3,Michigan,2012,25511,516.43,9.63,506.8,19.0,37442
Gogebic County,9.6,Michigan,2012,16033,1476.43,374.57,1101.86,20.9,34444
Grand Traverse County,7,Michigan,2012,88998,601.13,136.06,465.07,11.0,51030
Gratiot County,7.5,Michigan,2012,42039,571.61,1.48,570.13,18.3,42657
Hillsdale County,8.1,Michigan,2012,46297,607.14,8.3,598.84,19.7,40179
Houghton County,7.1,Michigan,2012,36729,1501.56,489.84,1011.72,21.3,35758
Huron County,6.6,Michigan,2012,32476,2136.47,1299.95,836.52,15.3,40459
Ingham County,6.5,Michigan,2012,282363,560.94,1.75,559.19,25.5,43864
Ionia County,7.1,Michigan,2012,63910,580.23,7.02,573.21,14.8,50695
Iosco County,9.3,Michigan,2012,25387,1890.77,1341.66,549.11,17.0,34343
Iron County,8.4,Michigan,2012,11573,1211.02,44.67,1166.36,17.2,34167
Isabella County,6,Michigan,2012,70660,577.75,3.48,574.27,28.9,38041
Jackson County,7.3,Michigan,2012,160102,723.76,17.17,706.6,19.4,43827
Kalamazoo County,6.1,Michigan,2012,255251,580.18,18.32,561.86,17.6,45093
Kalkaska County,10.1,Michigan,2012,17097,570.76,9.75,561.02,15.1,40135
Kent County,5.7,Michigan,2012,615041,872.18,16.01,856.17,16.8,50674
Keweenaw County,12.1,Michigan,2012,2208,5965.96,5424.98,540.97,14.8,39378
Lake County,11.9,Michigan,2012,11474,574.6,7.17,567.44,28.2,30897
Lapeer County,10.1,Michigan,2012,88221,663.08,8.88,654.2,10.6,51627
Leelanau County,6.7,Michigan,2012,21609,2532.38,2183.91,348.47,10.1,54494
Lenawee County,6.8,Michigan,2012,98994,761.31,10.81,750.5,13.4,48427
Livingston County,6.8,Michigan,2012,183059,585.43,17.03,568.4,6.8,75744
Luce County,10.8,Michigan,2012,6497,1911.89,1008.8,903.08,21.1,38384
Mackinac County,15,Michigan,2012,11135,2100.55,1078.96,1021.58,16.0,36562
Macomb County,8.7,Michigan,2012,848588,569.78,89.34,480.44,12.4,52275
Manistee County,9.6,Michigan,2012,24639,1280.77,737.16,543.61,17.3,39319
Marquette County,6.3,Michigan,2012,67814,3425.17,1604.12,1821.05,16.9,44629
Mason County,8.6,Michigan,2012,28672,1241.86,746.7,495.17,16.1,40752
Mecosta County,8.4,Michigan,2012,43515,571.1,15.41,555.69,22.0,39253
Menominee County,7.4,Michigan,2012,23734,1337.99,294.47,1043.52,16.1,38157
Midland County,6.5,Michigan,2012,83678,527.89,6.7,521.19,12.9,53208
Missaukee County,7.6,Michigan,2012,15039,573.82,7.08,566.75,14.8,40917
Monroe County,6.4,Michigan,2012,150862,680.03,128.93,551.1,11.8,51898
Montcalm County,8.5,Michigan,2012,63103,720.98,12.94,708.04,16.1,41205
Montmorency County,14.5,Michigan,2012,9491,562.44,14.81,547.63,18.0,34336
Muskegon County,8.9,Michigan,2012,170126,1459.3,950.18,509.12,21.5,40580
Newaygo County,8,Michigan,2012,47976,861.39,19.03,842.37,17.9,43060
Oakland County,7.1,Michigan,2012,1221138,908,35.49,872.51,10.5,63511
Oceana County,11.6,Michigan,2012,26246,1306.73,766.27,540.46,21.8,38233
Ogemaw County,10,Michigan,2012,21424,574.63,10.33,564.3,21.3,33769
Ontonagon County,11.9,Michigan,2012,6417,3741.45,2429.92,1311.53,16.6,34501
Osceola County,8.8,Michigan,2012,23274,573.1,7.12,565.98,21.9,36023
Oscoda County,14.1,Michigan,2012,8596,571.57,6.57,565,21.2,33046
Otsego County,9.9,Michigan,2012,24039,525.98,11.44,514.54,14.0,48242
Ottawa County,5.4,Michigan,2012,270146,1631.97,1066.32,565.65,10.8,55158
Presque Isle County,12.6,Michigan,2012,13119,2572.75,1912.68,660.07,14.0,38019
Roscommon County,11.9,Michigan,2012,24131,579.84,58.44,521.4,18.8,34536
Saginaw County,7.9,Michigan,2012,198352,815.78,6.85,808.93,19.3,40421
Saint Clair County,10.4,Michigan,2012,160572,836.63,112.26,724.37,15.9,44994
Saint Joseph County,7.5,Michigan,2012,60946,521.15,17.43,503.72,18.0,40693
Sanilac County,8.7,Michigan,2012,42344,1590.22,626.42,963.8,17.5,39315
Schoolcraft County,11.2,Michigan,2012,8358,1883.69,705.58,1178.11,15.7,37795
Shiawassee County,8.2,Michigan,2012,69263,540.73,2,538.73,15.3,42893
Tuscola County,9,Michigan,2012,54716,913.82,101.39,812.43,15.5,42165
Van Buren County,9.2,Michigan,2012,75268,1090.19,479.33,610.86,18.6,44119
Washtenaw County,4.8,Michigan,2012,351299,722.53,12.59,709.94,16.1,56618
Wayne County,10.6,Michigan,2012,1791995,672.2,58.05,614.15,26.3,39461
Wexford County,9.6,Michigan,2012,32584,575.84,10.35,565.49,19.2,36514
Aitkin County,7.1,Minnesota,2012,15930,1995.31,176.01,1819.3,13.9,38871
Anoka County,5,Minnesota,2012,335978,446.26,22.65,423.61,8.3,67811
Becker County,4.9,Minnesota,2012,33042,1445.11,134.69,1310.42,13.5,47356
Beltrami County,6,Minnesota,2012,45226,3055.59,550.32,2505.27,21.2,42655
Benton County,5.2,Minnesota,2012,38883,413,4.72,408.28,10.6,52308
Big Stone County,4,Minnesota,2012,5168,527.88,30.93,496.95,13.2,44210
Blue Earth County,3.9,Minnesota,2012,65049,765.9,13.54,752.36,16.6,48788
Brown County,4.4,Minnesota,2012,25412,618.6,7.74,610.86,8.8,48348
Carlton County,5.8,Minnesota,2012,35317,875.23,14.9,860.33,12.6,50049
Carver County,4.1,Minnesota,2012,93896,376.15,19.11,357.04,4.5,85064
Cass County,8.4,Minnesota,2012,28425,2414.21,396.61,2017.6,17.8,43491
Chippewa County,4.2,Minnesota,2012,12155,587.83,5.02,582.8,9.8,49545
Chisago County,5.2,Minnesota,2012,53490,442.49,24.86,417.63,7.7,65617
Clay County,3.6,Minnesota,2012,60210,1052.74,7.49,1045.24,11.4,51954
Clearwater County,8.2,Minnesota,2012,8670,1029.79,35.08,994.71,15.5,40704
Cook County,5.5,Minnesota,2012,5183,3339.72,1889.11,1450.6,11.2,46621
Cottonwood County,5.4,Minnesota,2012,11636,648.91,8.91,639.99,12.0,44449
Crow Wing County,7,Minnesota,2012,62866,1156.56,160,996.57,13.0,47061
Dakota County,4.4,Minnesota,2012,404893,586.33,16.75,569.58,7.5,71574
Dodge County,3.9,Minnesota,2012,20248,439.63,0.12,439.5,8.0,65548
Douglas County,4.1,Minnesota,2012,36446,719.94,85.62,634.32,9.7,53096
Faribault County,5,Minnesota,2012,14250,721.61,7.98,713.63,13.8,42833
Fillmore County,4.4,Minnesota,2012,20893,862.15,0.9,861.25,12.4,49370
Freeborn County,4.9,Minnesota,2012,31035,722.63,14.99,707.64,11.3,44988
Goodhue County,4.3,Minnesota,2012,46399,780.44,22.17,758.27,9.2,56875
Grant County,4.7,Minnesota,2012,5945,575.18,28.77,546.41,11.1,47616
Hennepin County,4.6,Minnesota,2012,1184361,606.38,49.77,556.62,13.1,62500
Houston County,4.6,Minnesota,2012,18815,568.91,10.5,558.41,10.1,50523
Hubbard County,7.2,Minnesota,2012,20472,999.39,76.93,922.46,13.6,44140
Isanti County,5.7,Minnesota,2012,38242,451.87,12.81,439.07,9.1,58318
Itasca County,7.6,Minnesota,2012,45231,2927.78,262.72,2665.06,13.8,43504
Jackson County,3.7,Minnesota,2012,10288,719.46,17.76,701.69,10.2,52892
Kanabec County,7.4,Minnesota,2012,15992,533.38,8.45,524.93,14.6,44229
Kandiyohi County,4.2,Minnesota,2012,42452,861.97,65.92,796.06,12.5,48993
Kittson County,4.5,Minnesota,2012,4506,1103.51,6.43,1097.08,10.6,44299
Koochiching County,8.5,Minnesota,2012,13190,3154.32,51.96,3102.36,12.9,43762
Lac qui Parle County,3.7,Minnesota,2012,7122,778.05,13.19,764.87,9.3,50963
Lake County,5.6,Minnesota,2012,10844,2990.82,891.66,2099.16,11.3,49369
Lake of the Woods County,6.5,Minnesota,2012,3956,1775.05,478.35,1296.7,11.0,41084
Le Sueur County,5.2,Minnesota,2012,27643,473.86,25.36,448.5,8.0,58326
Lincoln County,3.7,Minnesota,2012,5805,548.44,11.41,537.03,10.3,43959
Lyon County,3.5,Minnesota,2012,25625,721.46,7.29,714.17,12.3,48753
Mahnomen County,5.6,Minnesota,2012,5515,582.99,26.85,556.14,21.2,37754
Marshall County,6.5,Minnesota,2012,9468,1812.79,40.55,1772.24,9.1,52791
Martin County,4.8,Minnesota,2012,20476,729.56,20.21,709.34,12.6,47212
McLeod County,5.7,Minnesota,2012,36013,505.67,13.76,491.91,8.0,54231
Meeker County,5.5,Minnesota,2012,23057,645.08,36.54,608.54,12.0,50174
Mille Lacs County,7.1,Minnesota,2012,25727,681.77,107.3,574.47,13.1,45101
Morrison County,5.9,Minnesota,2012,33085,1153.32,28.82,1124.5,11.8,48387
Mower County,4.3,Minnesota,2012,39332,711.71,0.21,711.5,14.1,46315
Murray County,4,Minnesota,2012,8588,719.52,15.09,704.43,10.0,50353
Nicollet County,3.7,Minnesota,2012,32960,466.95,14.65,452.29,10.2,58882
Nobles County,3.3,Minnesota,2012,21708,722.33,6.94,715.39,11.1,47713
Norman County,5.2,Minnesota,2012,6645,876.82,0.55,876.27,11.7,45043
Olmsted County,3.6,Minnesota,2012,147066,654.5,1.49,653.01,9.8,64385
Otter Tail County,4.5,Minnesota,2012,57339,2224.91,245.2,1979.71,10.5,50645
Pennington County,4.4,Minnesota,2012,14091,618.34,1.8,616.54,10.8,46483
Pine County,6.3,Minnesota,2012,29218,1434.57,23.52,1411.04,13.4,45943
Pipestone County,3.7,Minnesota,2012,9380,466.15,0.26,465.89,11.2,47143
Polk County,4.5,Minnesota,2012,31492,1997.81,27.44,1970.37,13.6,47679
Pope County,3.7,Minnesota,2012,10929,717.29,47.15,670.14,11.4,50692
Ramsey County,5,Minnesota,2012,521142,170.13,14.36,155.78,16.9,53707
Red Lake County,5.1,Minnesota,2012,4083,432.51,0.08,432.43,10.6,45228
Redwood County,4.5,Minnesota,2012,15877,881.24,1.51,879.73,11.1,48775
Renville County,5.7,Minnesota,2012,15348,987.22,4.3,982.92,10.5,50502
Rice County,4.6,Minnesota,2012,64885,516.13,18.56,497.57,10.7,59332
Rock County,3,Minnesota,2012,9559,482.84,0.23,482.61,9.6,51766
Roseau County,3.9,Minnesota,2012,15503,1678.33,15.82,1662.51,7.8,53261
Saint Louis County,5.6,Minnesota,2012,200351,6859.91,634.75,6225.16,15.2,46601
Scott County,4.2,Minnesota,2012,135233,368.56,11.88,356.68,5.3,86324
Sherburne County,5.1,Minnesota,2012,89518,451,14.7,436.3,6.8,69865
Sibley County,4.9,Minnesota,2012,15114,600.41,11.76,588.65,10.5,53732
Stearns County,4.4,Minnesota,2012,151812,1389.93,45.41,1344.52,13.0,53986
Steele County,4.3,Minnesota,2012,36295,432.16,2.62,429.55,8.3,56940
Stevens County,3.2,Minnesota,2012,9738,575.24,13.17,562.06,12.8,50832
Swift County,4.7,Minnesota,2012,9618,752.35,8.82,743.53,11.3,48660
Todd County,4.9,Minnesota,2012,24547,979.34,37.32,942.02,15.2,46765
Traverse County,3.6,Minnesota,2012,3426,585.96,11.87,574.09,11.8,45907
Wabasha County,4.2,Minnesota,2012,21396,549.83,24.82,525.01,8.2,55686
Wadena County,6.5,Minnesota,2012,13690,543,7.98,535.02,16.9,37577
Waseca County,5.1,Minnesota,2012,19199,432.81,9.56,423.25,9.9,52927
Washington County,4.3,Minnesota,2012,244011,423.16,31.46,391.7,5.5,80647
Watonwan County,4.7,Minnesota,2012,11121,439.92,5.4,434.51,12.0,47115
Wilkin County,3.8,Minnesota,2012,6616,751.63,0.2,751.43,9.6,51940
Winona County,3.9,Minnesota,2012,51368,641.59,15.29,626.3,13.8,49753
Wright County,4.8,Minnesota,2012,127377,714.39,53.63,660.75,7.0,72216
Yellow Medicine County,4.1,Minnesota,2012,10180,763.39,5.43,757.96,9.3,53266
Adams County,9,Mississippi,2012,32180,486.25,25.99,460.26,31.1,29940
Alcorn County,7.6,Mississippi,2012,37243,401.35,1.46,399.89,22.2,35583
Amite County,8.7,Mississippi,2012,12964,731.64,2.04,729.6,28.1,32724
Attala County,8.6,Mississippi,2012,19105,737.1,1.97,735.13,27.8,33679
Benton County,9.2,Mississippi,2012,8654,408.65,1.86,406.79,27.4,29037
Bolivar County,9.6,Mississippi,2012,34059,905.76,29.47,876.28,36.4,28832
Calhoun County,7.3,Mississippi,2012,14846,587.97,1.43,586.54,22.5,31353
Carroll County,9.9,Mississippi,2012,10409,634.54,6.81,627.73,20.8,36906
Chickasaw County,9.9,Mississippi,2012,17455,504.27,2.71,501.56,24.8,31601
Choctaw County,7.8,Mississippi,2012,8357,419.81,0.71,419.1,25.1,32814
Claiborne County,15.3,Mississippi,2012,9380,501.36,14.59,486.77,37.7,26152
Clarke County,9.4,Mississippi,2012,16500,693.41,2.14,691.27,22.4,33749
Clay County,14,Mississippi,2012,20384,416.02,7.46,408.56,26.6,30057
Coahoma County,10.9,Mississippi,2012,25646,583.14,28.99,554.15,36.5,25662
Copiah County,9.9,Mississippi,2012,28956,779.38,2.78,776.6,31.1,31147
